Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
David Krejci,20182019,BOS,R,C,81,20,53,73,7,16,0.9,14,57,6,16,0,0,1,4,139,14.4,17:41,48.4
Mark Stone,20182019,"OTT,VGK",R,R,77,33,40,73,17,27,0.95,26,52,6,20,1,1,1,4,199,16.6,19:53,45.2
Morgan Rielly,20182019,TOR,L,D,82,20,52,72,24,14,0.88,17,51,3,21,0,0,2,5,223,9,23:07,0
Evgeny Kuznetsov,20182019,WSH,L,C,76,21,51,72,7,50,0.95,13,49,8,23,0,0,2,3,193,10.9,18:47,38.7
Max Domi,20182019,MTL,L,C,82,28,44,72,20,80,0.88,24,61,4,11,0,0,0,2,203,13.8,17:23,44.9
Evgeni Malkin,20182019,PIT,L,C,68,21,51,72,-25,89,1.06,12,46,9,26,0,0,0,5,187,11.2,18:48,45.7
Alexander Radulov,20182019,DAL,L,R,70,29,43,72,22,54,1.03,22,49,7,23,0,0,1,7,209,13.9,19:47,37.5
Mike Hoffman,20182019,FLA,L,C,82,36,34,70,-24,30,0.85,19,35,17,35,0,0,3,6,253,14.2,17:50,34.2
John Carlson,20182019,WSH,R,D,80,13,57,70,21,34,0.88,10,37,3,33,0,0,0,1,185,7,25:04,--
Logan Couture,20182019,SJS,L,C,81,27,43,70,-6,22,0.86,19,50,6,18,2,2,0,3,204,13.2,18:36,46.3
Evgenii Dadonov,20182019,FLA,L,R,82,28,42,70,-6,8,0.85,20,53,8,17,0,0,0,4,195,14.4,18:22,40
Matt Duchene,20182019,"OTT,CBJ",L,C,73,31,39,70,-3,8,0.96,25,56,6,14,0,0,0,1,172,18,18:50,55.3
Cam Atkinson,20182019,CBJ,R,R,80,41,28,69,3,20,0.86,29,51,8,14,4,4,0,8,295,13.9,19:23,31.6
Ryan Nugent-Hopkins,20182019,EDM,L,C,82,28,41,69,-13,26,0.84,19,40,8,26,1,3,0,3,208,13.5,20:06,45.1
Vladimir Tarasenko,20182019,STL,L,R,76,33,35,68,8,22,0.89,21,46,12,22,0,0,1,5,275,12,18:24,66.7
Jakub Voracek,20182019,PHI,L,R,78,20,46,66,-16,25,0.85,16,48,4,18,0,0,0,2,210,9.5,18:40,40
Timo Meier,20182019,SJS,L,R,78,30,36,66,9,55,0.85,24,55,6,10,0,1,2,2,250,12,16:58,31.6
Kyle Connor,20182019,WPG,L,L,82,34,32,66,-7,18,0.8,22,46,11,19,1,1,0,5,227,15,19:15,61.5
Elias Pettersson,20182019,VAN,L,C,71,28,38,66,3,12,0.93,18,44,10,22,0,0,1,7,144,19.4,18:14,41
Sam Reinhart,20182019,BUF,R,R,82,22,43,65,-10,16,0.79,20,50,2,15,0,0,0,1,180,12.2,18:57,35.6
Joe Pavelski,20182019,SJS,R,C,75,38,26,64,-4,22,0.85,25,42,12,21,1,1,1,6,188,20.2,19:03,53.2
Ryan Johansen,20182019,NSH,R,C,80,14,50,64,7,42,0.8,13,46,0,16,1,2,1,6,136,10.3,19:33,53.5
Jeff Skinner,20182019,BUF,L,L,82,40,23,63,0,36,0.77,32,47,8,16,0,0,3,7,268,14.9,18:31,52.2
Mathew Barzal,20182019,NYI,R,C,82,18,44,62,-5,46,0.76,15,44,3,18,0,0,1,3,179,10.1,17:55,41.6
Keith Yandle,20182019,FLA,L,D,82,9,53,62,-17,50,0.76,2,23,7,39,0,0,0,2,199,4.5,22:27,--
Zach Parise,20182019,MIN,L,L,74,28,33,61,-2,26,0.82,18,43,10,16,0,2,0,5,229,12.2,18:40,26.5
Bo Horvat,20182019,VAN,L,C,82,27,34,61,-4,33,0.74,18,40,7,18,2,3,2,3,227,11.9,20:50,53.7
Pierre-Luc Dubois,20182019,CBJ,L,L,82,27,34,61,16,64,0.74,25,52,2,9,0,0,1,5,174,15.5,17:43,43.5
Erik Gustafsson,20182019,CHI,L,D,79,17,43,60,-6,34,0.76,13,42,4,18,0,0,2,3,160,10.6,22:35,--
Anze Kopitar,20182019,LAK,L,C,81,22,38,60,-20,30,0.74,19,39,1,19,2,2,0,3,156,14.1,22:18,55.1
Gustav Nyquist,20182019,"DET,SJS",L,C,81,22,38,60,1,12,0.74,20,48,2,12,0,0,1,3,204,10.8,17:31,50
Jonathan Marchessault,20182019,VGK,R,C,82,25,34,59,2,52,0.72,20,43,5,16,0,0,1,6,278,9,18:09,37.3
Tyson Barrie,20182019,COL,R,D,78,14,45,59,-3,36,0.76,12,34,2,25,0,0,0,2,218,6.4,21:47,--
Tomas Tatar,20182019,MTL,L,L,80,25,33,58,21,34,0.73,21,50,4,8,0,0,0,4,195,12.8,16:25,25.6
Dylan Strome,20182019,"ARI,CHI",L,C,78,20,37,57,-8,20,0.73,14,41,6,16,0,0,0,3,145,13.8,16:09,48.4
William Karlsson,20182019,VGK,L,C,82,24,32,56,1,16,0.68,16,39,7,14,1,3,0,5,169,14.2,18:51,47.7
Roman Josi,20182019,NSH,L,D,82,15,41,56,9,42,0.68,13,43,2,12,0,1,0,4,274,5.5,25:10,0
Ryan Dzingel,20182019,"OTT,CBJ",L,L,78,26,30,56,-9,29,0.72,21,45,5,11,0,0,2,5,159,16.4,16:49,41.1
Kevin Labanc,20182019,SJS,R,R,82,17,39,56,-1,36,0.68,15,36,2,20,0,0,2,4,130,13.1,14:01,39.1
Evander Kane,20182019,SJS,L,L,75,30,26,56,-4,153,0.75,24,43,5,11,1,2,0,1,268,11.2,18:25,43.4
Kris Letang,20182019,PIT,R,D,65,16,40,56,13,48,0.86,13,35,2,19,1,2,1,3,206,7.8,25:58,--
Brock Boeser,20182019,VAN,R,R,69,26,30,56,-2,22,0.81,20,41,6,15,0,0,1,3,209,12.4,19:10,43.3
Josh Bailey,20182019,NYI,L,R,82,16,40,56,8,21,0.68,13,41,2,14,1,1,1,4,126,12.7,16:50,51.5
Thomas Chabot,20182019,OTT,L,D,70,14,41,55,-12,32,0.79,12,38,1,16,1,1,1,2,185,7.6,24:17,--
Kevin Hayes,20182019,"NYR,WPG",L,C,71,19,36,55,-2,12,0.77,14,41,3,11,2,3,1,2,156,12.2,18:17,49.2
Brayden Schenn,20182019,STL,L,C,72,17,37,54,3,40,0.75,13,42,4,12,0,0,1,5,159,10.7,18:35,47.5
Victor Hedman,20182019,TBL,L,D,70,12,42,54,24,44,0.77,10,28,2,25,0,1,2,4,182,6.6,22:46,0
Mikael Granlund,20182019,"MIN,NSH",L,C,79,16,38,54,-8,24,0.68,12,32,2,20,2,2,1,5,189,8.5,18:21,44.8
Andreas Athanasiou,20182019,DET,L,C,76,30,24,54,-9,38,0.71,27,43,3,11,0,0,1,4,216,13.9,16:58,42.9
T.J. Oshie,20182019,WSH,R,R,69,25,29,54,5,36,0.78,18,39,6,14,1,1,0,4,143,17.5,18:37,41
Torey Krug,20182019,BOS,L,D,64,6,47,53,-2,33,0.83,4,23,2,30,0,0,1,2,151,4,21:18,--
Jonathan Drouin,20182019,MTL,L,L,81,18,35,53,-8,26,0.65,15,37,3,16,0,0,1,3,190,9.5,16:56,42.1
Phillip Danault,20182019,MTL,L,C,81,12,41,53,17,39,0.65,12,47,0,4,0,2,0,1,132,9.1,17:47,55.5
Nino Niederreiter,20182019,"MIN,CAR",L,R,82,23,30,53,-4,30,0.65,17,38,6,15,0,0,0,3,184,12.5,16:14,55.2
Reilly Smith,20182019,VGK,L,R,74,19,34,53,13,14,0.72,14,35,4,14,1,4,0,1,178,10.7,18:16,71.4
Justin Williams,20182019,CAR,R,R,82,23,30,53,-4,44,0.65,14,39,9,14,0,0,0,5,237,9.7,17:27,38
Jamie Benn,20182019,DAL,L,L,78,27,26,53,14,56,0.68,19,42,8,11,0,0,0,2,189,14.3,18:14,49
Reilly Smith,20182019,VGK,L,R,74,19,34,53,13,14,0.72,14,35,4,14,1,4,0,1,178,10.7,18:16,71.4
Brendan Gallagher,20182019,MTL,R,R,82,33,19,52,10,49,0.63,29,45,4,7,0,0,0,4,302,10.9,16:24,45.1
Chris Kreider,20182019,NYR,L,L,79,28,24,52,4,57,0.66,21,40,7,12,0,0,0,2,201,13.9,17:24,37.5
Eric Staal,20182019,MIN,L,C,81,22,30,52,-7,34,0.64,15,36,7,15,0,1,0,6,215,10.2,18:08,51.1
Alex Tuch,20182019,VGK,R,R,74,20,32,52,13,8,0.7,17,46,3,6,0,0,1,6,180,11.1,16:44,38.4
Dustin Brown,20182019,LAK,R,R,72,22,29,51,-17,24,0.71,12,37,9,12,1,2,2,3,180,12.2,20:24,5.9
Joe Thornton,20182019,SJS,L,C,73,16,35,51,8,20,0.7,13,36,3,15,0,0,0,4,90,17.8,15:33,52.7
Anders Lee,20182019,NYI,L,L,82,28,23,51,20,58,0.62,18,35,10,16,0,0,0,5,204,13.7,17:05,48.4
Filip Forsberg,20182019,NSH,R,L,64,28,22,50,8,26,0.78,19,38,7,10,2,2,1,4,217,12.9,18:37,14.3
Jacob Trouba,20182019,WPG,R,D,82,8,42,50,8,58,0.61,4,29,3,18,1,3,1,1,162,4.9,22:53,--
Kyle Palmieri,20182019,NJD,R,R,74,27,23,50,-9,42,0.68,16,32,11,18,0,0,0,2,224,12.1,18:09,27.9
Patrik Laine,20182019,WPG,R,L,82,30,20,50,-24,42,0.61,15,27,15,23,0,0,0,3,245,12.2,17:14,36.7
Carl Soderberg,20182019,COL,L,C,82,23,26,49,-5,26,0.6,18,36,2,10,3,3,0,2,188,12.2,17:27,49.4
Travis Konecny,20182019,PHI,R,R,82,24,25,49,-4,40,0.6,20,41,4,8,0,0,1,3,182,13.2,15:16,31.8
Viktor Arvidsson,20182019,NSH,R,R,58,34,14,48,12,26,0.83,29,41,3,4,2,3,0,7,195,17.4,19:09,11.8
Yanni Gourde,20182019,TBL,L,C,80,22,26,48,9,66,0.6,16,37,5,9,1,2,1,5,130,16.9,15:50,53.4
James van Riemsdyk,20182019,PHI,L,L,66,27,21,48,-10,18,0.73,19,35,8,13,0,0,0,4,167,16.2,16:36,54.6
Anthony Mantha,20182019,DET,L,R,67,25,23,48,-8,30,0.72,18,35,7,13,0,0,1,1,198,12.6,17:50,44
Chris Tierney,20182019,OTT,L,C,81,9,39,48,-22,26,0.59,9,38,0,10,0,0,0,1,116,7.8,17:02,50.9
Ryan Getzlaf,20182019,ANA,R,C,67,14,34,48,-19,58,0.72,13,37,1,11,0,0,1,2,133,10.5,19:28,54.3
Ryan Suter,20182019,MIN,L,D,82,7,40,47,-8,41,0.57,3,30,3,15,1,2,0,2,136,5.2,26:42,100
Tyler Bertuzzi,20182019,DET,L,L,73,21,26,47,11,36,0.64,18,41,3,6,0,0,1,4,131,16,16:31,33.3
Nico Hischier,20182019,NJD,L,C,69,17,30,47,0,24,0.68,14,36,3,11,0,0,3,3,160,10.6,18:06,45.2
Brandon Saad,20182019,CHI,L,L,80,23,24,47,-9,12,0.59,15,38,5,6,3,3,0,3,195,11.8,17:41,38.7
Jakub Vrana,20182019,WSH,L,L,82,24,23,47,20,27,0.57,23,43,1,4,0,0,0,4,161,14.9,14:02,40
Andrew Shaw,20182019,MTL,R,R,63,19,28,47,17,71,0.75,16,41,3,6,0,0,0,3,135,14.1,15:55,47.1
Tyler Johnson,20182019,TBL,R,C,80,29,18,47,15,28,0.59,27,38,1,8,1,1,0,4,163,17.8,15:57,48.6
Josh Anderson,20182019,CBJ,R,R,82,27,20,47,25,60,0.57,22,37,3,7,2,3,0,5,230,11.7,17:01,31.6
J.T. Miller,20182019,TBL,L,C,75,13,34,47,8,30,0.63,9,27,4,20,0,0,0,4,108,12,14:40,49.4
Clayton Keller,20182019,ARI,L,R,82,14,33,47,-21,24,0.57,13,28,1,19,0,0,0,5,200,7,18:14,33.3
Mikael Backlund,20182019,CGY,L,C,77,21,26,47,34,52,0.61,19,43,1,2,1,2,1,4,205,10.2,17:54,49.6
Brett Connolly,20182019,WSH,R,R,81,22,24,46,13,24,0.57,21,44,1,2,0,0,0,5,139,15.8,13:20,29
Travis Zajac,20182019,NJD,R,C,80,19,27,46,-25,20,0.58,12,32,5,12,2,2,1,3,120,15.8,19:16,58.2
Jeff Petry,20182019,MTL,R,D,82,13,33,46,-5,28,0.56,10,34,3,11,0,1,2,4,172,7.6,23:07,0
Seth Jones,20182019,CBJ,R,D,75,9,37,46,1,28,0.61,9,33,0,10,0,3,3,4,184,4.9,25:49,--
Ryan McDonagh,20182019,TBL,L,D,82,9,37,46,38,34,0.56,9,40,0,3,0,3,0,1,128,7,22:05,--
David Perron,20182019,STL,R,L,57,23,23,46,3,46,0.81,16,32,7,14,0,0,0,1,112,20.5,17:06,45.5
Erik Karlsson,20182019,SJS,R,D,53,3,42,45,6,22,0.85,1,25,2,20,0,0,0,1,169,1.8,24:29,0
Brady Tkachuk,20182019,OTT,L,L,71,22,23,45,-10,75,0.63,18,35,4,10,0,0,1,3,214,10.3,16:01,49
Drew Doughty,20182019,LAK,R,D,82,8,37,45,-34,44,0.55,1,20,7,24,0,1,1,1,154,5.2,26:36,--
John Klingberg,20182019,DAL,R,D,64,10,35,45,6,12,0.7,5,25,5,20,0,0,0,5,153,6.5,24:32,--
Zach Werenski,20182019,CBJ,L,D,82,11,33,44,-12,18,0.54,9,29,2,15,0,0,0,1,168,6.6,22:54,--
Mattias Ekholm,20182019,NSH,L,D,80,8,36,44,27,47,0.55,6,35,2,7,0,2,1,3,146,5.5,23:22,--
Nazem Kadri,20182019,TOR,L,C,73,16,28,44,-2,43,0.6,12,31,4,13,0,0,0,5,184,8.7,16:11,55.2
Rasmus Dahlin,20182019,BUF,L,D,82,9,35,44,-13,34,0.54,4,24,5,20,0,0,0,4,177,5.1,21:09,--
Oliver Ekman-Larsson,20182019,ARI,L,D,81,14,30,44,-16,52,0.54,8,22,5,19,1,3,0,2,176,8,23:38,--
Kasperi Kapanen,20182019,TOR,R,R,78,20,24,44,12,27,0.56,17,39,1,3,2,2,1,3,174,11.5,16:37,50
Rasmus Ristolainen,20182019,BUF,R,D,78,5,38,43,-41,38,0.55,4,26,1,17,0,0,1,2,182,2.8,24:38,--
Rickard Rakell,20182019,ANA,R,L,69,18,25,43,-13,27,0.62,12,30,6,13,0,0,1,2,194,9.3,18:28,35.4
Andreas Johnsson,20182019,TOR,L,L,73,20,23,43,14,32,0.59,17,37,3,6,0,0,0,3,130,15.4,13:40,36.8
Jakob Silfverberg,20182019,ANA,R,R,73,24,19,43,-9,28,0.59,19,29,3,11,2,3,1,4,163,14.7,17:06,37.3
Jared Spurgeon,20182019,MIN,R,D,82,14,29,43,-1,20,0.52,10,31,4,11,0,1,0,0,152,9.2,24:09,100
Paul Stastny,20182019,VGK,L,C,50,13,29,42,14,30,0.84,11,36,1,4,1,2,0,2,103,12.6,18:06,54.7
Alexander Kerfoot,20182019,COL,L,C,78,15,27,42,-9,38,0.54,11,26,4,16,0,0,0,1,116,12.9,14:53,56
Jason Zucker,20182019,MIN,L,L,81,21,21,42,-9,28,0.52,14,28,7,14,0,0,1,5,214,9.8,17:05,15.4
Bobby Ryan,20182019,OTT,R,R,78,15,27,42,-29,35,0.54,8,26,7,16,0,0,0,1,160,9.4,15:41,30.8
Jake DeBrusk,20182019,BOS,L,L,68,27,15,42,2,18,0.62,19,31,8,11,0,0,0,4,156,17.3,16:10,21.1
Adam Henrique,20182019,ANA,L,C,82,18,24,42,-5,24,0.51,10,28,8,13,0,1,0,3,122,14.8,16:27,52.7
Zach Hyman,20182019,TOR,R,L,71,21,20,41,16,65,0.58,20,40,0,0,1,1,0,4,144,14.6,17:17,47.7
Alex Pietrangelo,20182019,STL,R,D,71,13,28,41,2,22,0.58,10,25,3,15,0,1,0,2,168,7.7,24:05,0
Ryan Ellis,20182019,NSH,R,D,82,7,34,41,21,20,0.5,5,35,1,5,1,1,0,2,149,4.7,24:01,--
Alex Galchenyuk,20182019,ARI,L,C,72,19,22,41,-19,34,0.57,10,20,9,21,0,0,1,4,159,12,15:44,45.7
Bryan Little,20182019,WPG,R,C,82,15,26,41,-12,26,0.5,11,32,4,7,0,2,1,5,126,11.9,15:50,52.5
Cody Eakin,20182019,VGK,L,C,78,22,19,41,19,16,0.53,18,34,1,4,3,3,0,3,120,18.3,15:23,51
Darnell Nurse,20182019,EDM,L,D,82,10,31,41,-5,87,0.5,9,31,1,9,0,1,1,1,196,5.1,23:49,--
Colin White,20182019,OTT,R,C,71,14,27,41,-24,24,0.58,9,33,5,8,0,0,1,2,123,11.4,16:12,47.4
Micheal Ferland,20182019,CAR,L,L,71,17,23,40,13,58,0.56,11,27,6,13,0,0,0,3,156,10.9,14:06,31.5
Max Pacioretty,20182019,VGK,L,L,66,22,18,40,-13,36,0.61,18,32,4,8,0,0,1,5,191,11.5,17:00,39.6
Alex Killorn,20182019,TBL,L,L,82,18,22,40,22,45,0.49,15,33,2,5,1,2,1,2,153,11.8,14:52,20
Tom Wilson,20182019,WSH,R,R,63,22,18,40,11,128,0.63,17,33,3,5,2,2,0,2,130,16.9,18:09,54.7
Mats Zuccarello,20182019,"NYR,DAL",L,R,48,12,28,40,-8,24,0.83,9,25,3,15,0,0,0,1,104,11.5,19:51,33.3
Duncan Keith,20182019,CHI,L,D,82,6,34,40,13,70,0.49,6,36,0,3,0,1,1,1,141,4.3,23:01,--
Vinnie Hinostroza,20182019,ARI,R,L,72,16,23,39,-4,14,0.54,13,34,3,5,0,0,0,3,152,10.5,15:16,37.9
Frank Vatrano,20182019,FLA,L,C,81,24,15,39,-10,38,0.48,22,31,2,8,0,0,0,1,208,11.5,14:40,39.5
Anthony Cirelli,20182019,TBL,L,C,82,19,20,39,25,34,0.48,14,32,0,1,5,6,1,5,123,15.5,14:51,52.8
Dougie Hamilton,20182019,CAR,R,D,82,18,21,39,0,54,0.48,16,32,2,7,0,0,0,2,259,7,19:40,0
Kevin Fiala,20182019,"NSH,MIN",L,L,83,13,26,39,-23,36,0.47,11,28,2,11,0,0,0,2,174,7.5,15:38,37.5
Damon Severson,20182019,NJD,R,D,82,11,28,39,-27,58,0.48,8,26,3,12,0,1,0,0,146,7.5,22:03,--
Alex Chiasson,20182019,EDM,R,R,73,22,16,38,-1,32,0.52,13,21,8,15,1,2,0,1,123,17.9,16:58,31.8
Tyler Bozak,20182019,STL,R,C,72,13,25,38,-3,20,0.53,11,30,2,8,0,0,0,3,141,9.2,16:21,54.3
Pavel Buchnevich,20182019,NYR,L,R,64,21,17,38,-10,13,0.59,14,26,7,12,0,0,0,1,119,17.7,15:10,28
Boone Jenner,20182019,CBJ,L,C,77,16,22,38,6,42,0.49,14,34,1,3,1,1,0,3,170,9.4,17:04,54.1
Craig Smith,20182019,NSH,R,C,76,21,17,38,11,20,0.5,17,30,4,8,0,0,0,2,205,10.2,15:08,48.2
Derek Ryan,20182019,CGY,R,C,81,13,25,38,21,24,0.47,11,27,2,7,0,4,0,1,103,12.6,13:48,58.2
Shayne Gostisbehere,20182019,PHI,L,D,78,9,28,37,-20,22,0.47,5,23,4,14,0,0,1,2,180,5,19:40,--
Patric Hornqvist,20182019,PIT,R,R,69,18,19,37,-3,26,0.54,12,25,6,12,0,0,0,2,197,9.1,15:29,50
Andrei Svechnikov,20182019,CAR,L,R,82,20,17,37,0,62,0.45,20,32,0,5,0,0,1,3,189,10.6,14:39,14.3
Taylor Hall,20182019,NJD,L,L,33,11,26,37,-6,16,1.12,10,25,1,12,0,0,0,3,113,9.7,19:41,44.8
Dominik Kahun,20182019,CHI,L,C,82,13,24,37,10,6,0.45,12,35,1,2,0,0,0,2,137,9.5,14:09,36.1
Nikolaj Ehlers,20182019,WPG,L,L,62,21,16,37,2,15,0.6,19,30,2,7,0,0,0,4,158,13.3,15:46,50
Aaron Ekblad,20182019,FLA,R,D,82,13,24,37,1,47,0.45,8,27,5,10,0,0,1,1,180,7.2,23:39,--
Jordan Eberle,20182019,NYI,R,R,78,19,18,37,-6,17,0.47,12,25,7,12,0,0,0,5,160,11.9,16:32,45
Ryan Pulock,20182019,NYI,R,D,82,9,28,37,21,22,0.45,6,28,3,9,0,0,1,3,180,5,22:22,--
Shea Theodore,20182019,VGK,L,D,79,12,25,37,-4,20,0.47,8,27,4,9,0,1,1,1,202,5.9,20:06,100
Artem Anisimov,20182019,CHI,L,C,78,15,22,37,-2,14,0.47,13,32,1,4,1,1,0,1,142,10.6,16:21,45.7
Joonas Donskoi,20182019,SJS,R,R,80,14,23,37,10,10,0.46,13,34,1,3,0,0,0,4,115,12.2,13:25,10
Patrick Marleau,20182019,TOR,L,C,82,16,21,37,-6,28,0.45,12,27,4,10,0,0,0,3,161,9.9,16:21,51.2
Jake Muzzin,20182019,"LAK,TOR",L,D,80,9,28,37,21,47,0.46,8,31,1,5,0,1,0,1,141,6.4,21:20,--
Jaden Schwartz,20182019,STL,L,L,69,11,25,36,-6,16,0.52,9,31,2,5,0,0,0,1,183,6,18:08,48.7
Thomas Vanek,20182019,DET,R,L,64,16,20,36,-12,26,0.56,12,25,4,11,0,0,0,1,108,14.8,14:07,28
Jaden Schwartz,20182019,STL,L,L,69,11,25,36,-6,16,0.52,9,31,2,5,0,0,0,1,183,6,18:08,48.7
Oliver Bjorkstrand,20182019,CBJ,R,R,77,23,13,36,8,8,0.47,20,33,3,3,0,0,0,1,161,14.3,12:20,38.5
Thomas Vanek,20182019,DET,R,L,64,16,20,36,-12,26,0.56,12,25,4,11,0,0,0,1,108,14.8,14:07,28
Jimmy Vesey,20182019,NYR,L,L,81,17,18,35,-6,21,0.43,16,31,1,4,0,0,0,4,154,11,16:03,25
Ryan Strome,20182019,"EDM,NYR",R,C,81,19,16,35,-3,64,0.43,15,28,4,7,0,0,2,2,110,17.3,15:34,47.6
Derek Stepan,20182019,ARI,R,C,72,15,20,35,-2,14,0.49,11,29,1,3,3,3,1,3,195,7.7,19:13,47.3
