Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Deryk Engelland,20152016,CGY,R,D,69,3,9,12,7,54,0.17,3,11,0,0,0,1,0,0,71,4.2,15:14,--
Matt Hendricks,20152016,EDM,L,C,68,5,7,12,2,82,0.18,4,10,0,0,1,2,0,0,62,8.1,13:14,55.4
Kyle Chipchura,20152016,ARI,L,C,70,4,8,12,-10,38,0.17,4,11,0,1,0,0,0,1,47,8.5,10:14,52.4
Christian Ehrhoff,20152016,"LAK,CHI",L,D,48,2,10,12,-11,34,0.25,2,4,0,8,0,0,0,0,80,2.5,15:29,--
Chris Thorburn,20152016,WPG,R,R,82,6,6,12,-1,81,0.15,5,11,0,0,1,1,0,2,70,8.6,10:07,55.7
Ian Cole,20152016,PIT,L,D,70,0,12,12,-3,59,0.17,0,11,0,1,0,0,0,0,72,0,17:14,--
Andreas Martinsen,20152016,COL,L,L,55,4,7,11,-4,47,0.2,4,11,0,0,0,0,0,1,52,7.7,11:06,25
Bryan Rust,20152016,PIT,R,R,41,4,7,11,1,12,0.27,4,10,0,1,0,0,0,1,68,5.9,12:30,25
Erik Condra,20152016,TBL,R,R,54,6,5,11,-4,34,0.2,6,11,0,0,0,0,0,0,58,10.3,10:42,33.3
Jason Garrison,20152016,TBL,L,D,72,5,6,11,-4,18,0.15,5,11,0,0,0,0,1,1,99,5.1,18:28,--
Kyle Brodziak,20152016,STL,R,C,76,7,4,11,-1,37,0.14,4,8,0,0,3,3,0,4,49,14.3,10:48,49.5
Frank Vatrano,20152016,BOS,L,C,39,8,3,11,-3,14,0.28,8,11,0,0,0,0,1,1,99,8.1,11:53,0
Gregory Campbell,20152016,CBJ,L,C,82,3,8,11,-6,78,0.13,3,11,0,0,0,0,0,2,58,5.2,10:34,47.5
R.J. Umberger,20152016,PHI,L,C,39,2,9,11,1,15,0.28,1,9,1,2,0,0,0,0,48,4.2,10:10,40
Brandon Davidson,20152016,EDM,L,D,51,4,7,11,7,20,0.22,2,8,2,2,0,1,0,0,63,6.4,19:12,--
Tyler Ennis,20152016,BUF,L,C,23,3,8,11,-9,11,0.48,1,7,2,4,0,0,0,0,57,5.3,18:04,100
Quinton Howden,20152016,FLA,L,C,58,6,5,11,-1,18,0.19,6,11,0,0,0,0,0,0,54,11.1,10:22,50
Brenden Dillon,20152016,SJS,L,D,76,2,9,11,8,61,0.14,2,11,0,0,0,0,0,1,93,2.2,16:41,--
Alexey Marchenko,20152016,DET,R,D,66,2,9,11,-5,10,0.17,2,10,0,0,0,1,0,0,40,5,16:50,--
Cedric Paquette,20152016,TBL,L,C,56,6,5,11,-2,51,0.2,5,10,0,0,1,1,0,1,50,12,12:44,49.8
Nick Cousins,20152016,PHI,L,C,36,6,5,11,5,4,0.31,6,9,0,2,0,0,0,1,41,14.6,10:44,46
Stephen Gionta,20152016,NJD,R,C,82,1,10,11,-13,43,0.13,1,11,0,0,0,0,0,0,62,1.6,12:13,42.1
Chris Terry,20152016,CAR,L,L,68,8,3,11,-12,16,0.16,8,11,0,0,0,0,0,0,78,10.3,11:16,11.1
Mark Pysyk,20152016,BUF,R,D,55,1,10,11,-1,32,0.2,1,9,0,1,0,1,0,0,44,2.3,15:54,--
Kyle Quincey,20152016,DET,L,D,47,4,7,11,1,36,0.23,4,11,0,0,0,0,0,2,62,6.5,19:46,--
Jay McClement,20152016,CAR,L,C,77,3,8,11,-17,24,0.14,2,10,0,0,1,1,0,0,64,4.7,11:36,55.3
Marko Dano,20152016,"CHI,WPG",L,C,34,5,5,10,-7,10,0.29,5,9,0,1,0,0,0,0,54,9.3,12:15,33.3
Jonathan Drouin,20152016,TBL,L,L,21,4,6,10,1,4,0.48,4,8,0,2,0,0,0,1,25,16,14:27,47.4
Bobby Farnham,20152016,"PIT,NJD",L,R,53,8,2,10,-2,97,0.19,8,10,0,0,0,0,0,0,50,16,9:19,50
Brian Flynn,20152016,MTL,R,C,56,4,6,10,-3,6,0.18,3,8,0,0,1,2,0,0,73,5.5,11:44,57.8
Phillip Danault,20152016,"CHI,MTL",L,C,51,4,6,10,-5,14,0.2,4,10,0,0,0,0,0,1,72,5.6,12:45,47.6
Adam Cracknell,20152016,"VAN,EDM",R,R,52,5,5,10,-1,20,0.19,5,10,0,0,0,0,0,1,68,7.4,12:14,39.5
Joel Armia,20152016,WPG,R,R,43,4,6,10,2,12,0.23,4,8,0,0,0,2,0,1,52,7.7,12:10,0
Mark Barberio,20152016,MTL,L,D,30,2,8,10,0,6,0.33,2,10,0,0,0,0,0,0,32,6.3,15:00,--
Nick Schultz,20152016,PHI,L,D,81,1,9,10,-1,42,0.12,1,10,0,0,0,0,0,0,70,1.4,17:57,100
Andy Andreoff,20152016,LAK,L,C,60,8,2,10,1,76,0.17,8,10,0,0,0,0,0,1,46,17.4,8:48,50
Joel Armia,20152016,WPG,R,R,43,4,6,10,2,12,0.23,4,8,0,0,0,2,0,1,52,7.7,12:10,0
Brooks Orpik,20152016,WSH,L,D,41,3,7,10,11,24,0.24,3,10,0,0,0,0,0,1,31,9.7,19:49,--
Bobby Farnham,20152016,"PIT,NJD",L,R,53,8,2,10,-2,97,0.19,8,10,0,0,0,0,0,0,50,16,9:19,50
Conor Sheary,20152016,PIT,L,L,44,7,3,10,-1,8,0.23,7,10,0,0,0,0,0,0,51,13.7,9:45,12.5
Darnell Nurse,20152016,EDM,L,D,69,3,7,10,-13,60,0.14,3,8,0,1,0,1,0,0,120,2.5,20:14,--
Braydon Coburn,20152016,TBL,L,D,80,1,9,10,12,53,0.13,1,9,0,0,0,1,0,0,92,1.1,16:45,--
Ryan Murphy,20152016,CAR,R,D,35,0,10,10,-1,10,0.29,0,9,0,1,0,0,0,0,47,0,17:15,--
Ben Chiarot,20152016,WPG,L,D,70,1,9,10,-9,43,0.14,1,10,0,0,0,0,0,0,74,1.4,14:27,--
Adam Cracknell,20152016,"VAN,EDM",R,R,52,5,5,10,-1,20,0.19,5,10,0,0,0,0,0,1,68,7.4,12:14,39.5
Nick Schultz,20152016,PHI,L,D,81,1,9,10,-1,42,0.12,1,10,0,0,0,0,0,0,70,1.4,17:57,100
Miikka Salomaki,20152016,NSH,L,R,61,5,5,10,-1,28,0.16,5,9,0,0,0,1,0,1,61,8.2,12:00,66.7
Jonathan Drouin,20152016,TBL,L,L,21,4,6,10,1,4,0.48,4,8,0,2,0,0,0,1,25,16,14:27,47.4
Matt Hunwick,20152016,TOR,L,D,60,2,8,10,-17,32,0.17,2,8,0,2,0,0,0,1,74,2.7,22:34,--
Markus Granlund,20152016,"CGY,VAN",L,C,47,6,4,10,-4,14,0.21,5,8,0,0,1,2,1,1,56,10.7,13:47,42.8
Brandon Sutter,20152016,VAN,R,C,20,5,4,9,3,2,0.45,3,7,1,1,1,1,0,2,45,11.1,17:59,52.5
Daniel Carr,20152016,MTL,L,L,23,6,3,9,0,8,0.39,5,8,1,1,0,0,0,1,39,15.4,12:04,--
Ryan Dzingel,20152016,OTT,L,L,30,3,6,9,4,11,0.3,3,9,0,0,0,0,0,0,23,13,10:48,50
Dalton Prout,20152016,CBJ,R,D,64,3,6,9,-6,102,0.14,3,9,0,0,0,0,0,0,69,4.4,16:10,0
Magnus Paajarvi,20152016,STL,L,L,48,3,6,9,-9,8,0.19,3,9,0,0,0,0,0,1,88,3.4,12:51,0
Scott Gomez,20152016,"STL,OTT",L,C,34,1,8,9,-7,6,0.26,1,5,0,4,0,0,0,1,20,5,11:20,45.1
Kerby Rychel,20152016,CBJ,L,L,32,2,7,9,5,15,0.28,2,9,0,0,0,0,0,0,32,6.3,9:31,33.3
Jarret Stoll,20152016,"NYR,MIN",R,C,80,4,5,9,-1,36,0.11,4,9,0,0,0,0,0,0,49,8.2,12:11,57.1
Dennis Rasmussen,20152016,CHI,L,C,44,4,5,9,9,4,0.2,4,9,0,0,0,0,0,1,42,9.5,9:10,46.9
Joel Edmundson,20152016,STL,L,D,67,1,8,9,0,63,0.13,1,9,0,0,0,0,0,0,90,1.1,14:56,--
Jamie McBain,20152016,LAK,R,D,44,2,7,9,2,6,0.2,1,3,1,6,0,0,0,0,32,6.3,12:14,--
Kyle Clifford,20152016,LAK,L,L,56,3,6,9,-1,55,0.16,3,9,0,0,0,0,0,0,68,4.4,9:21,42.9
Matthew Carle,20152016,TBL,L,D,64,2,7,9,4,26,0.14,2,9,0,0,0,0,0,1,54,3.7,16:47,--
Carl Gunnarsson,20152016,STL,L,D,72,3,6,9,7,31,0.13,2,8,1,1,0,0,0,0,51,5.9,17:23,--
Nikita Nesterov,20152016,TBL,L,D,57,3,6,9,-6,41,0.16,1,5,2,4,0,0,0,0,57,5.3,14:53,--
Jordin Tootoo,20152016,NJD,R,R,66,4,5,9,-26,102,0.14,2,4,2,5,0,0,0,0,90,4.4,11:32,0
Erik Gudbranson,20152016,FLA,R,D,64,2,7,9,3,49,0.14,2,9,0,0,0,0,0,0,73,2.7,20:07,--
Adam McQuaid,20152016,BOS,R,D,64,1,8,9,6,89,0.14,1,9,0,0,0,0,0,0,42,2.4,18:02,--
Andrew MacDonald,20152016,PHI,L,D,28,1,7,8,10,6,0.29,1,6,0,2,0,0,0,0,20,5,20:07,--
Cody Hodgson,20152016,NSH,R,C,39,3,5,8,2,6,0.21,3,7,0,1,0,0,0,2,65,4.6,10:44,46.9
Patrik Nemeth,20152016,DAL,L,D,38,0,8,8,-1,14,0.21,0,7,0,1,0,0,0,0,36,0,15:38,--
Klas Dahlbeck,20152016,ARI,L,D,71,2,6,8,-5,28,0.11,2,7,0,0,0,1,0,0,64,3.1,15:44,--
Rene Bourque,20152016,CBJ,L,R,49,3,5,8,-9,38,0.16,3,8,0,0,0,0,0,0,77,3.9,10:27,33.3
Luca Sbisa,20152016,VAN,L,D,41,2,6,8,5,26,0.2,2,7,0,0,0,1,0,1,29,6.9,17:23,--
Jakub Kindl,20152016,"DET,FLA",L,D,44,2,6,8,13,18,0.18,2,7,0,1,0,0,1,1,63,3.2,15:23,0
Cody Goloubef,20152016,CBJ,R,D,43,1,7,8,-3,20,0.19,1,8,0,0,0,0,0,0,40,2.5,15:08,--
Richard Panik,20152016,CHI,L,R,30,6,2,8,4,6,0.27,6,8,0,0,0,0,0,1,39,15.4,10:50,50
Zack Kassian,20152016,EDM,R,R,36,3,5,8,-7,114,0.22,3,8,0,0,0,0,0,0,42,7.1,12:27,25
Zach Trotman,20152016,BOS,R,D,38,2,5,7,3,22,0.18,2,7,0,0,0,0,0,0,60,3.3,18:33,--
Nicklas Grossmann,20152016,ARI,L,D,58,3,4,7,-3,24,0.12,3,7,0,0,0,0,0,1,42,7.1,17:47,--
Greg Pateryn,20152016,MTL,R,D,38,1,6,7,-8,49,0.18,1,7,0,0,0,0,0,0,32,3.1,16:45,--
Zbynek Michalek,20152016,ARI,R,D,70,2,5,7,3,20,0.1,2,7,0,0,0,0,0,0,69,2.9,17:01,--
Derrick Pouliot,20152016,PIT,L,D,22,0,7,7,4,2,0.32,0,7,0,0,0,0,0,0,25,0,15:27,--
Adam Clendening,20152016,"PIT,EDM",R,D,29,1,6,7,6,20,0.24,1,7,0,0,0,0,0,0,43,2.3,14:48,--
Cal O'Reilly,20152016,BUF,L,C,20,3,4,7,-1,2,0.35,2,5,1,2,0,0,0,1,10,30,11:11,54.1
Brandon Prust,20152016,VAN,L,L,35,1,6,7,-3,59,0.2,1,7,0,0,0,0,0,1,19,5.3,12:47,54.6
Yannick Weber,20152016,VAN,R,D,45,0,7,7,-17,24,0.16,0,2,0,5,0,0,0,0,65,0,18:50,--
Brandon Manning,20152016,PHI,L,D,56,1,6,7,2,66,0.13,1,7,0,0,0,0,0,1,67,1.5,16:32,0
Mark Fayne,20152016,EDM,R,D,69,2,5,7,-6,18,0.1,2,6,0,0,0,1,0,0,61,3.3,16:43,--
Dainius Zubrus,20152016,SJS,L,C,50,3,4,7,4,20,0.14,3,7,0,0,0,0,0,0,33,9.1,11:35,55.6
Nathan Gerbe,20152016,CAR,L,C,47,3,4,7,-15,14,0.15,3,6,0,1,0,0,0,0,73,4.1,13:28,40
Eric Nystrom,20152016,NSH,L,L,46,7,0,7,-6,20,0.15,6,6,0,0,1,1,0,1,27,25.9,11:29,50
Lance Bouma,20152016,CGY,L,L,44,2,5,7,-6,31,0.16,2,5,0,0,0,2,0,0,49,4.1,12:02,38.5
Alex Biega,20152016,VAN,R,D,51,0,7,7,-11,22,0.14,0,7,0,0,0,0,0,0,61,0,16:46,--
Tanner Glass,20152016,NYR,L,L,57,4,3,7,-3,66,0.12,4,7,0,0,0,0,0,0,49,8.2,10:17,30
Mike Reilly,20152016,MIN,L,D,29,1,6,7,-4,8,0.24,1,5,0,2,0,0,0,0,27,3.7,12:05,--
Chris Porter,20152016,MIN,L,L,61,4,3,7,-6,6,0.11,4,7,0,0,0,0,0,0,45,8.9,9:38,0
Joe Morrow,20152016,BOS,L,D,33,1,6,7,-7,4,0.21,1,5,0,2,0,0,0,0,44,2.3,15:54,--
Jonas Brodin,20152016,MIN,L,D,68,2,5,7,-5,20,0.1,2,7,0,0,0,0,0,0,58,3.5,20:25,--
Max Talbot,20152016,BOS,L,C,38,2,5,7,-11,15,0.18,2,6,0,1,0,0,0,1,29,6.9,11:13,47.5
Michael Latta,20152016,WSH,R,C,43,3,4,7,0,50,0.16,3,7,0,0,0,0,0,0,29,10.3,8:05,51.5
Logan Shaw,20152016,FLA,R,R,53,5,2,7,-7,13,0.13,4,6,1,1,0,0,0,1,72,6.9,12:14,43.2
Martin Marincin,20152016,TOR,L,D,65,1,6,7,-3,34,0.11,1,7,0,0,0,0,0,0,55,1.8,16:46,--
Willie Mitchell,20152016,FLA,L,D,46,1,6,7,-2,18,0.15,1,7,0,0,0,0,0,1,33,3,19:56,--
Corban Knight,20152016,FLA,R,C,20,2,5,7,3,4,0.35,2,7,0,0,0,0,0,0,11,18.2,9:38,50.9
Stefan Elliott,20152016,"ARI,NSH",R,D,21,2,4,6,-3,4,0.29,2,6,0,0,0,0,0,0,37,5.4,14:10,--
Brad Malone,20152016,CAR,L,C,57,2,4,6,-11,75,0.11,2,6,0,0,0,0,0,0,31,6.5,9:33,64.5
Anthony Bitetto,20152016,NSH,L,D,28,1,5,6,0,19,0.21,1,6,0,0,0,0,0,0,19,5.3,12:08,--
Nate Thompson,20152016,ANA,L,C,49,3,3,6,-1,47,0.12,2,5,0,0,1,1,0,0,42,7.1,11:36,52.1
Brian Strait,20152016,NYI,L,D,52,1,5,6,1,31,0.12,1,5,0,0,0,1,0,0,43,2.3,15:26,--
Viktor Tikhonov,20152016,"CHI,ARI",R,R,50,3,3,6,-10,20,0.12,1,4,2,2,0,0,0,1,41,7.3,11:26,38.8
Taylor Chorney,20152016,WSH,L,D,55,1,5,6,8,21,0.11,1,6,0,0,0,0,0,0,28,3.6,13:11,--
Zach Redmond,20152016,COL,R,D,37,2,4,6,5,10,0.16,1,5,1,1,0,0,0,0,22,9.1,11:47,--
Colton Sissons,20152016,NSH,R,C,34,4,2,6,5,12,0.18,4,6,0,0,0,0,0,0,25,16,9:58,56
Steve Bernier,20152016,NYI,R,R,24,1,5,6,3,9,0.25,1,6,0,0,0,0,0,0,27,3.7,11:14,--
Ben Smith,20152016,"SJS,TOR",R,R,22,2,4,6,2,0,0.27,2,6,0,0,0,0,0,1,17,11.8,12:06,54.1
Frank Corrado,20152016,TOR,R,D,39,1,5,6,-12,26,0.15,1,5,0,1,0,0,0,0,46,2.2,14:27,--
Eric Gelinas,20152016,"NJD,COL",L,D,40,1,5,6,-6,16,0.15,0,2,1,4,0,0,0,0,55,1.8,13:50,--
Tyler Randell,20152016,BOS,R,R,27,6,0,6,-2,47,0.22,6,6,0,0,0,0,0,1,18,33.3,6:59,--
Jiri Sekac,20152016,"ANA,CHI,ARI",L,L,39,1,5,6,-5,16,0.15,0,4,1,2,0,0,0,0,49,2,11:40,50
Nic Petan,20152016,WPG,L,C,26,2,4,6,2,10,0.23,2,5,0,1,0,0,0,0,25,8,11:45,57.1
Tomas Jurco,20152016,DET,L,R,44,4,2,6,-6,16,0.14,4,6,0,0,0,0,0,0,43,9.3,9:11,100
Eric Gryba,20152016,EDM,R,D,53,1,5,6,0,75,0.11,1,6,0,0,0,0,0,0,58,1.7,17:53,--
Chris Wagner,20152016,"ANA,COL,ANA",R,R,43,4,2,6,-2,28,0.14,4,6,0,0,0,0,0,1,55,7.3,9:09,54
Scott Wilson,20152016,PIT,L,C,24,5,1,6,0,12,0.25,5,6,0,0,0,0,0,1,39,12.8,10:41,--
Paul Gaustad,20152016,NSH,L,C,63,2,4,6,-4,46,0.1,1,4,0,0,1,2,0,0,46,4.4,11:15,55.3
Clayton Stoner,20152016,ANA,L,D,50,1,5,6,4,67,0.12,1,5,0,0,0,1,0,0,32,3.1,15:22,--
Steve Downie,20152016,ARI,R,R,26,3,3,6,1,53,0.23,3,6,0,0,0,0,0,0,22,13.6,9:00,50
Nick Paul,20152016,OTT,L,L,24,2,3,5,-3,6,0.21,2,5,0,0,0,0,0,0,28,7.1,12:12,51.7
Rocco Grimaldi,20152016,FLA,R,R,20,3,2,5,-4,2,0.25,3,5,0,0,0,0,0,0,29,10.3,11:52,43.5
Mason Raymond,20152016,CGY,L,L,29,4,1,5,-3,8,0.17,4,5,0,0,0,0,0,0,53,7.6,12:20,42.9
Connor Brickley,20152016,FLA,L,L,23,1,4,5,1,14,0.22,1,5,0,0,0,0,0,1,13,7.7,8:44,--
Dave Bolland,20152016,FLA,R,C,25,1,4,5,-2,16,0.2,1,2,0,3,0,0,0,0,26,3.9,14:06,45.8
Byron Froese,20152016,TOR,R,C,56,2,3,5,-11,16,0.09,2,5,0,0,0,0,0,0,64,3.1,12:38,48.3
Mike Weber,20152016,"BUF,WSH",L,D,45,1,4,5,2,60,0.11,1,5,0,0,0,0,0,0,40,2.5,15:29,--
Connor Brickley,20152016,FLA,L,L,23,1,4,5,1,14,0.22,1,5,0,0,0,0,0,1,13,7.7,8:44,--
Dave Bolland,20152016,FLA,R,C,25,1,4,5,-2,16,0.2,1,2,0,3,0,0,0,0,26,3.9,14:06,45.8
Mason Raymond,20152016,CGY,L,L,29,4,1,5,-3,8,0.17,4,5,0,0,0,0,0,0,53,7.6,12:20,42.9
Jordan Nolan,20152016,LAK,L,C,52,0,5,5,0,38,0.1,0,5,0,0,0,0,0,0,49,0,8:54,0
Mike Blunden,20152016,TBL,R,R,20,3,2,5,3,34,0.25,3,5,0,0,0,0,0,1,14,21.4,8:39,--
Carlo Colaiacovo,20152016,BUF,L,D,36,1,4,5,-11,10,0.14,1,4,0,1,0,0,0,0,29,3.5,14:28,--
Anthony Peluso,20152016,WPG,R,R,35,1,4,5,4,44,0.14,1,5,0,0,0,0,0,0,16,6.3,6:23,--
Shawn Thornton,20152016,FLA,R,L,50,1,4,5,-2,80,0.1,1,5,0,0,0,0,0,0,58,1.7,8:41,46.2
Jakub Nakladal,20152016,CGY,R,D,27,2,3,5,-5,6,0.19,2,4,0,1,0,0,0,0,42,4.8,14:11,--
Barret Jackman,20152016,NSH,L,D,73,1,4,5,1,76,0.07,1,5,0,0,0,0,0,1,64,1.6,13:51,--
Mike Richards,20152016,WSH,L,C,39,2,3,5,-2,8,0.13,2,5,0,0,0,0,0,1,46,4.4,12:11,49.5
Brandon Mashinter,20152016,CHI,L,L,41,4,1,5,-7,23,0.12,4,5,0,0,0,0,0,0,25,16,7:30,--
Joonas Kemppainen,20152016,BOS,L,C,44,2,3,5,-6,4,0.11,1,4,0,0,1,1,0,0,35,5.7,12:32,49.5
Dylan DeMelo,20152016,SJS,R,D,45,2,2,4,0,14,0.09,0,0,2,4,0,0,0,0,42,4.8,13:37,--
Marcus Kruger,20152016,CHI,L,C,41,0,4,4,-5,24,0.1,0,4,0,0,0,0,0,0,50,0,13:31,49.2
Jiri Tlusty,20152016,NJD,L,L,30,2,2,4,-1,6,0.13,1,2,1,2,0,0,0,0,38,5.3,13:43,--
Dylan McIlrath,20152016,NYR,R,D,34,2,2,4,7,64,0.12,2,4,0,0,0,0,0,0,28,7.1,14:07,--
Steven Kampfer,20152016,FLA,R,D,47,0,4,4,5,26,0.09,0,3,0,1,0,0,0,0,54,0,15:06,50
Simon Despres,20152016,ANA,L,D,32,0,4,4,2,8,0.13,0,3,0,1,0,0,0,0,32,0,19:38,--
Mark Arcobello,20152016,TOR,R,R,20,3,1,4,0,0,0.2,3,4,0,0,0,0,0,0,43,7,12:41,54.6
Viktor Svedberg,20152016,CHI,L,D,27,2,2,4,-5,4,0.15,2,4,0,0,0,0,0,0,40,5,15:45,--
Brandon Bollig,20152016,CGY,L,L,54,2,2,4,-10,103,0.07,2,4,0,0,0,0,0,0,56,3.6,9:17,66.7
Nick Ritchie,20152016,ANA,L,L,33,2,2,4,-2,37,0.12,2,4,0,0,0,0,0,0,55,3.6,11:46,33.3
Matt Tennyson,20152016,SJS,R,D,29,1,3,4,1,0,0.14,0,3,1,1,0,0,0,0,23,4.4,10:31,--
Jordan Schroeder,20152016,MIN,R,C,26,2,2,4,2,2,0.15,2,4,0,0,0,0,0,0,30,6.7,9:25,33.3
Gabriel Bourque,20152016,NSH,L,L,22,1,3,4,0,18,0.18,1,4,0,0,0,0,0,0,25,4,12:22,0
Andrew Bodnarchuk,20152016,"CBJ,COL",L,D,37,0,4,4,-7,14,0.11,0,4,0,0,0,0,0,0,9,0,12:20,--
Justin Falk,20152016,CBJ,L,D,24,0,4,4,2,17,0.17,0,4,0,0,0,0,0,0,16,0,14:14,--
Max McCormick,20152016,OTT,L,L,20,2,2,4,-4,37,0.2,2,4,0,0,0,0,0,0,37,5.4,10:28,51.3
Adam Pardy,20152016,"WPG,EDM",L,D,23,0,4,4,-7,14,0.17,0,3,0,0,0,1,0,0,22,0,15:53,--
David Clarkson,20152016,CBJ,R,R,23,2,2,4,-8,23,0.17,2,4,0,0,0,0,0,1,24,8.3,9:13,16.7
Christian Folin,20152016,MIN,R,D,26,0,4,4,-1,11,0.15,0,4,0,0,0,0,0,0,14,0,14:35,--
Ryan Reaves,20152016,STL,R,R,64,3,1,4,-6,68,0.06,3,4,0,0,0,0,0,0,31,9.7,8:02,50
Brock McGinn,20152016,CAR,L,L,21,3,1,4,-14,10,0.19,3,4,0,0,0,0,0,0,25,12,11:11,0
Jared Cowen,20152016,OTT,L,D,37,0,4,4,7,16,0.11,0,4,0,0,0,0,0,0,23,0,16:59,--
Boyd Gordon,20152016,ARI,R,C,65,2,2,4,-7,10,0.06,1,3,0,0,1,1,0,0,53,3.8,12:12,57.9
Chris Higgins,20152016,VAN,L,L,33,3,1,4,-14,4,0.12,2,3,0,0,1,1,0,0,51,5.9,13:47,33.3
Robert Bortuzzo,20152016,STL,R,D,40,2,1,3,2,52,0.08,2,3,0,0,0,0,0,0,47,4.3,13:16,--
Nate Prosser,20152016,MIN,R,D,54,0,3,3,1,39,0.06,0,2,0,0,0,1,0,0,20,0,11:23,--
Matt Puempel,20152016,OTT,L,L,26,2,1,3,-3,9,0.12,2,3,0,0,0,0,0,1,26,7.7,11:20,50
Chris Bigras,20152016,COL,L,D,31,1,2,3,-2,16,0.1,1,3,0,0,0,0,0,0,21,4.8,13:21,--
Sergei Plotnikov,20152016,"PIT,ARI",L,L,45,0,3,3,-3,24,0.07,0,3,0,0,0,0,0,0,41,0,9:53,50
Stanislav Galiev,20152016,WSH,R,R,24,0,3,3,2,4,0.13,0,3,0,0,0,0,0,0,30,0,9:07,--
Joakim Andersson,20152016,DET,L,C,29,1,2,3,1,6,0.1,1,3,0,0,0,0,0,0,17,5.9,9:01,45.7
Kevin Porter,20152016,PIT,L,C,41,0,3,3,-2,0,0.07,0,3,0,0,0,0,0,0,34,0,11:19,50.6
Anton Lander,20152016,EDM,L,C,61,1,2,3,-9,18,0.05,1,3,0,0,0,0,0,0,54,1.9,12:05,54.6
Matt Halischuk,20152016,WPG,R,R,30,0,3,3,1,4,0.1,0,3,0,0,0,0,0,0,39,0,9:27,33.3
Zac Rinaldo,20152016,BOS,L,C,52,1,2,3,-5,83,0.06,1,3,0,0,0,0,0,0,38,2.6,8:18,0
Jared Boll,20152016,CBJ,R,R,30,1,2,3,-3,61,0.1,1,3,0,0,0,0,0,0,11,9.1,6:39,100
Mark Stuart,20152016,WPG,L,D,64,1,2,3,-7,66,0.05,1,2,0,0,0,1,0,0,39,2.6,16:21,--
Korbinian Holzer,20152016,ANA,R,D,29,0,3,3,-3,10,0.1,0,3,0,0,0,0,0,0,17,0,14:45,--
Fedor Tyutin,20152016,CBJ,L,D,61,1,2,3,-6,28,0.05,1,3,0,0,0,0,0,0,25,4,17:35,--
Bryan Bickell,20152016,CHI,L,L,25,0,2,2,-5,2,0.08,0,2,0,0,0,0,0,0,21,0,9:47,100
Paul Postma,20152016,WPG,R,D,26,2,0,2,-3,4,0.08,2,2,0,0,0,0,0,0,24,8.3,11:27,--
Steve Ott,20152016,STL,L,C,21,0,2,2,-3,34,0.1,0,2,0,0,0,0,0,0,21,0,10:55,55.7
Nikita Zadorov,20152016,COL,L,D,22,0,2,2,-5,12,0.09,0,2,0,0,0,0,0,0,18,0,16:56,--
Stefan Matteau,20152016,"NJD,MTL",L,C,32,1,1,2,-13,17,0.06,1,2,0,0,0,0,0,0,27,3.7,10:17,--
Petter Granberg,20152016,NSH,R,D,27,0,2,2,1,13,0.07,0,2,0,0,0,0,0,0,12,0,13:43,--
David Warsofsky,20152016,"PIT,NJD",L,D,22,1,1,2,-9,2,0.09,0,0,1,2,0,0,0,0,40,2.5,17:07,--
Mark Borowiecki,20152016,OTT,L,D,63,1,1,2,-4,107,0.03,1,2,0,0,0,0,0,0,27,3.7,14:38,0
Brian O'Neill,20152016,NJD,L,R,22,0,2,2,-3,8,0.09,0,2,0,0,0,0,0,0,14,0,10:22,33.3
Tom Gilbert,20152016,MTL,R,D,45,1,1,2,3,12,0.04,1,1,0,0,0,1,0,0,36,2.8,16:52,--
Travis Moen,20152016,DAL,L,L,23,0,2,2,-3,21,0.09,0,1,0,0,0,1,0,0,12,0,8:12,80
Michael McCarron,20152016,MTL,R,R,20,1,1,2,-10,37,0.1,1,2,0,0,0,0,0,0,41,2.4,11:41,50.3
Drew Miller,20152016,DET,L,L,28,1,1,2,-5,2,0.07,1,2,0,0,0,0,0,0,27,3.7,12:58,50
Brandon Gormley,20152016,COL,L,D,26,0,1,1,-3,8,0.04,0,1,0,0,0,0,0,0,11,0,12:11,--
Griffin Reinhart,20152016,EDM,L,D,29,0,1,1,-6,20,0.03,0,1,0,0,0,0,0,0,24,0,18:04,--
Michal Jordan,20152016,CAR,L,D,36,1,0,1,-5,12,0.03,1,1,0,0,0,0,0,0,36,2.8,15:10,--
Tuomo Ruutu,20152016,NJD,L,L,33,0,1,1,-7,8,0.03,0,1,0,0,0,0,0,0,34,0,11:30,40
Luke Gazdic,20152016,EDM,L,L,29,1,0,1,-6,24,0.03,1,1,0,0,0,0,0,0,18,5.6,6:12,0
Jacob de la Rose,20152016,MTL,L,L,22,0,1,1,-6,6,0.05,0,1,0,0,0,0,0,0,20,0,12:26,51.5
Brendan Gaunce,20152016,VAN,L,C,20,1,0,1,-9,2,0.05,1,1,0,0,0,0,0,0,34,2.9,12:46,45.8
Nate Guenin,20152016,COL,R,D,29,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,13:04,--
Ladislav Smid,20152016,CGY,L,D,22,0,0,0,-7,6,0,0,0,0,0,0,0,0,0,11,0,11:35,--
Garrett Wilson,20152016,FLA,L,L,29,0,0,0,-3,24,0,0,0,0,0,0,0,0,0,28,0,9:22,0
