Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Ryan Strome,20152016,NYI,R,C,71,8,20,28,-9,28,0.39,7,24,1,4,0,0,0,0,132,6.1,15:39,41.1
Trevor Daley,20152016,"CHI,PIT",L,D,82,6,22,28,9,34,0.34,5,19,1,9,0,0,0,0,130,4.6,18:26,0
Ryan Callahan,20152016,TBL,R,R,73,10,18,28,-5,45,0.38,8,24,2,4,0,0,0,1,156,6.4,17:14,58.3
Shawn Matthias,20152016,"TOR,COL",L,L,71,12,16,28,-17,20,0.39,12,27,0,0,0,1,0,2,101,11.9,13:31,37.5
Brad Richards,20152016,DET,L,C,68,10,18,28,4,8,0.41,6,14,4,14,0,0,0,1,164,6.1,14:48,49.6
Dustin Brown,20152016,LAK,R,R,82,11,17,28,-5,30,0.34,9,24,2,3,0,1,0,0,218,5.1,16:10,47.1
Oscar Lindberg,20152016,NYR,L,L,68,13,15,28,12,43,0.41,12,25,1,3,0,0,0,2,114,11.4,12:11,48.4
Sven Baertschi,20152016,VAN,L,L,69,15,13,28,-14,14,0.41,13,21,2,7,0,0,0,1,108,13.9,13:27,0
Mikhail Grigorenko,20152016,COL,L,C,74,6,21,27,2,8,0.36,5,23,1,4,0,0,0,0,84,7.1,13:16,43.3
Erik Johnson,20152016,COL,R,D,73,11,16,27,-19,50,0.37,6,18,3,6,2,3,0,0,175,6.3,23:27,0
Tyler Myers,20152016,WPG,R,D,73,9,18,27,6,72,0.37,9,24,0,2,0,1,0,0,140,6.4,22:37,0
Pat Maroon,20152016,"ANA,EDM",L,L,72,12,15,27,-7,88,0.38,7,19,5,8,0,0,0,1,104,11.5,12:20,32.1
Peter Holland,20152016,TOR,L,C,65,9,18,27,-16,28,0.42,4,16,5,11,0,0,0,1,138,6.5,14:40,46.5
Dale Weise,20152016,"MTL,CHI",R,R,71,14,13,27,4,24,0.38,11,21,3,6,0,0,0,1,136,10.3,13:25,45.7
Radim Vrbata,20152016,VAN,R,R,63,13,14,27,-30,12,0.43,8,18,5,9,0,0,0,0,199,6.5,16:03,28.6
Cody Ceci,20152016,OTT,R,D,75,10,16,26,9,18,0.35,10,24,0,2,0,0,0,2,116,8.6,19:18,--
Niklas Kronwall,20152016,DET,L,D,64,3,23,26,-21,30,0.41,3,12,0,14,0,0,1,2,61,4.9,22:01,--
Lars Eller,20152016,MTL,L,C,79,13,13,26,-13,28,0.33,11,24,1,1,1,1,0,2,149,8.7,15:15,50.6
Darren Helm,20152016,DET,L,L,77,13,13,26,-2,32,0.34,13,26,0,0,0,0,1,3,165,7.9,15:04,50.7
Matt Dumba,20152016,MIN,R,D,81,10,16,26,1,38,0.32,4,14,6,12,0,0,0,3,152,6.6,16:50,--
David Pastrnak,20152016,BOS,R,R,51,15,11,26,3,20,0.51,15,25,0,1,0,0,0,2,108,13.9,13:57,0
Matt Read,20152016,PHI,R,R,79,11,15,26,-5,27,0.33,9,19,2,7,0,0,1,2,127,8.7,15:15,48
Kevin Klein,20152016,NYR,R,D,69,9,17,26,16,19,0.38,9,25,0,1,0,0,1,4,69,13,20:23,--
Devante Smith-Pelly,20152016,"MTL,NJD",R,R,64,14,11,25,-3,30,0.39,14,24,0,1,0,0,0,5,94,14.9,12:18,40
Tomas Fleischmann,20152016,"MTL,CHI",L,L,76,14,11,25,-8,32,0.33,13,23,0,1,1,1,0,3,123,11.4,15:13,55.8
Mark Letestu,20152016,EDM,R,C,82,10,15,25,-21,10,0.3,5,10,3,12,2,3,0,0,107,9.4,15:47,51.3
Riley Sheahan,20152016,DET,L,C,81,14,11,25,-8,12,0.31,10,20,3,4,1,1,0,2,128,10.9,15:14,45.8
Brett Connolly,20152016,BOS,R,R,71,9,16,25,-1,20,0.35,7,20,2,5,0,0,0,2,95,9.5,12:58,45.2
Mikhail Grabovski,20152016,NYI,L,C,58,9,16,25,3,33,0.43,8,22,1,3,0,0,1,2,83,10.8,14:06,47.7
Ben Hutton,20152016,VAN,L,D,75,1,24,25,-21,14,0.33,1,18,0,7,0,0,0,0,104,1,19:52,--
Ryan Murray,20152016,CBJ,L,D,82,4,21,25,-10,40,0.3,3,14,1,11,0,0,0,0,90,4.4,22:51,--
David Savard,20152016,CBJ,R,D,65,4,21,25,-7,45,0.38,3,19,1,5,0,1,0,0,122,3.3,23:10,--
Johnny Boychuk,20152016,NYI,R,D,70,9,16,25,17,31,0.36,8,20,1,5,0,0,0,1,165,5.5,21:22,--
Matt Calvert,20152016,CBJ,L,L,73,11,13,24,1,51,0.33,10,23,1,1,0,0,0,1,114,9.7,15:08,50
Dan Boyle,20152016,NYR,R,D,74,10,14,24,0,30,0.32,7,14,3,10,0,0,0,0,95,10.5,18:49,--
Joakim Nordstrom,20152016,CAR,L,C,71,10,14,24,1,12,0.34,9,23,0,0,1,1,0,1,81,12.4,15:38,60
Zach Bogosian,20152016,BUF,R,D,64,7,17,24,-11,68,0.38,4,17,3,6,0,1,0,1,121,5.8,22:21,--
Colin Wilson,20152016,NSH,L,C,64,6,18,24,-1,14,0.38,5,23,1,1,0,0,0,0,108,5.6,14:27,40
Jordan Martinook,20152016,ARI,L,L,81,9,15,24,-9,18,0.3,8,21,0,1,1,2,0,2,109,8.3,15:11,54.6
Brad Boyes,20152016,TOR,R,R,60,8,16,24,-6,12,0.4,6,19,2,5,0,0,0,1,85,9.4,11:58,64.3
Niklas Hjalmarsson,20152016,CHI,L,D,81,2,22,24,13,32,0.3,2,19,0,2,0,3,0,0,77,2.6,22:23,--
Andrej Nestrasil,20152016,CAR,L,C,55,9,14,23,4,8,0.42,7,21,2,2,0,0,0,1,105,8.6,14:21,32
Justin Braun,20152016,SJS,R,D,80,4,19,23,11,36,0.29,4,22,0,1,0,0,0,0,114,3.5,20:34,--
Jason Demers,20152016,DAL,R,D,62,7,16,23,16,72,0.37,3,17,3,5,1,1,0,1,94,7.5,20:52,--
Jason Zucker,20152016,MIN,L,L,71,13,10,23,-4,20,0.32,12,19,0,2,1,2,1,1,158,8.2,15:35,100
Andrej Nestrasil,20152016,CAR,L,C,55,9,14,23,4,8,0.42,7,21,2,2,0,0,0,1,105,8.6,14:21,32
Mike Fisher,20152016,NSH,R,C,70,13,10,23,-14,29,0.33,10,17,3,5,0,1,0,2,98,13.3,17:10,53.4
Marcus Foligno,20152016,BUF,L,L,75,10,13,23,4,79,0.31,8,19,0,2,2,2,0,2,81,12.4,13:11,25
Cal Clutterbuck,20152016,NYI,R,R,77,15,8,23,7,22,0.3,13,20,0,0,2,3,1,5,80,18.8,11:55,33.3
Colton Sceviour,20152016,DAL,R,R,71,11,12,23,6,21,0.32,10,19,1,3,0,1,0,1,125,8.8,12:41,37.5
Jason Demers,20152016,DAL,R,D,62,7,16,23,16,72,0.37,3,17,3,5,1,1,0,1,94,7.5,20:52,--
Nail Yakupov,20152016,EDM,L,R,60,8,15,23,-16,24,0.38,7,17,1,6,0,0,0,1,127,6.3,14:13,0
JT Brown,20152016,TBL,R,R,78,8,14,22,16,59,0.28,8,20,0,0,0,2,0,0,140,5.7,13:22,46
Jaden Schwartz,20152016,STL,L,L,33,8,14,22,8,8,0.67,7,17,1,5,0,0,1,1,63,12.7,17:12,46.9
Lauri Korpikoski,20152016,EDM,L,L,71,10,12,22,-17,10,0.31,7,15,2,6,1,1,1,2,88,11.4,13:56,52.9
Riley Nash,20152016,CAR,R,C,64,9,13,22,-5,18,0.34,7,16,2,6,0,0,0,1,76,11.8,12:57,49.5
Noah Hanifin,20152016,CAR,L,D,79,4,18,22,-14,22,0.28,3,15,1,7,0,0,0,0,122,3.3,17:54,--
Alexandre Burrows,20152016,VAN,L,R,79,9,13,22,-13,49,0.28,7,16,2,6,0,0,0,0,135,6.7,15:10,45.5
Vernon Fiddler,20152016,DAL,L,C,82,12,10,22,5,31,0.27,9,16,1,2,2,4,0,0,98,12.2,11:38,50.7
Marian Gaborik,20152016,LAK,L,R,54,12,10,22,-6,20,0.41,11,18,1,4,0,0,2,3,142,8.5,14:57,33.3
Nikolai Kulemin,20152016,NYI,L,L,81,9,13,22,13,22,0.27,9,22,0,0,0,0,0,3,92,9.8,14:04,39
Nick Holden,20152016,COL,L,D,82,6,16,22,-1,24,0.27,6,21,0,1,0,0,0,0,98,6.1,21:53,--
Johnny Oduya,20152016,DAL,L,D,82,4,17,21,8,26,0.26,3,19,0,0,1,2,0,0,63,6.4,20:23,--
Karl Alzner,20152016,WSH,L,D,82,4,17,21,14,26,0.26,4,21,0,0,0,0,0,1,75,5.3,21:23,--
Matt Moulson,20152016,BUF,L,L,81,8,13,21,-5,16,0.26,6,14,2,7,0,0,0,1,111,7.2,11:54,0
Jacob Trouba,20152016,WPG,R,D,81,6,15,21,10,62,0.26,5,15,0,4,1,2,0,0,133,4.5,22:04,0
Damon Severson,20152016,NJD,R,D,72,1,20,21,-8,32,0.29,1,16,0,5,0,0,0,0,94,1.1,18:10,--
Marco Scandella,20152016,MIN,L,D,73,5,16,21,6,22,0.29,3,17,2,3,0,1,0,0,126,4,20:42,--
Alexander Burmistrov,20152016,WPG,L,C,81,7,14,21,-11,32,0.26,7,19,0,1,0,1,0,2,102,6.9,16:10,40
Scott Laughton,20152016,PHI,L,C,71,7,14,21,-2,34,0.3,7,21,0,0,0,0,0,0,85,8.2,10:26,43.8
Andrej Sustr,20152016,TBL,R,D,77,4,17,21,-2,30,0.27,4,21,0,0,0,0,0,1,65,6.2,16:50,--
Luke Glendening,20152016,DET,R,C,81,8,13,21,4,46,0.26,8,21,0,0,0,0,0,3,88,9.1,14:35,54.6
Travis Hamonic,20152016,NYI,R,D,72,5,16,21,-5,35,0.29,4,20,0,0,1,1,0,1,147,3.4,23:49,--
John-Michael Liles,20152016,"CAR,BOS",L,D,81,6,15,21,-10,18,0.26,4,17,1,3,1,1,0,1,111,5.4,20:18,--
John Mitchell,20152016,COL,L,C,71,10,11,21,-7,52,0.3,10,20,0,1,0,0,1,3,101,9.9,15:15,48.9
Curtis Lazar,20152016,OTT,R,C,76,6,14,20,-1,18,0.26,4,14,1,2,1,4,0,0,78,7.7,13:52,43.8
Chris Tierney,20152016,SJS,L,C,79,7,13,20,-16,20,0.25,5,18,1,1,1,1,0,2,96,7.3,13:12,45.7
Danny DeKeyser,20152016,DET,L,D,78,8,12,20,2,44,0.26,8,20,0,0,0,0,1,3,72,11.1,21:48,--
Jaccob Slavin,20152016,CAR,L,D,63,2,18,20,1,8,0.32,2,15,0,4,0,1,0,0,84,2.4,20:59,--
Alexander Edler,20152016,VAN,L,D,52,6,14,20,-8,46,0.38,3,11,3,9,0,0,0,0,111,5.4,24:27,--
Viktor Stalberg,20152016,NYR,L,L,75,9,11,20,6,22,0.27,9,20,0,0,0,0,0,0,125,7.2,12:12,33.3
Paul Martin,20152016,SJS,L,D,78,3,17,20,13,22,0.26,2,18,1,2,0,0,0,0,49,6.1,20:44,--
Chris Stewart,20152016,ANA,R,R,56,8,12,20,2,73,0.36,7,15,1,5,0,0,0,1,78,10.3,10:48,33.3
William Karlsson,20152016,CBJ,L,C,81,9,11,20,-9,6,0.25,9,20,0,0,0,0,0,1,108,8.3,14:28,45.7
Brian Boyle,20152016,TBL,L,C,76,13,7,20,-7,57,0.26,9,15,2,3,2,2,0,4,117,11.1,12:55,50.7
Jay Bouwmeester,20152016,STL,L,D,72,3,16,19,-4,18,0.26,2,17,1,2,0,0,0,0,105,2.9,23:07,--
Reid Boucher,20152016,NJD,L,C,39,8,11,19,-13,6,0.49,6,13,2,6,0,0,0,4,74,10.8,14:16,33.3
Ron Hainsey,20152016,CAR,L,D,81,5,14,19,-13,37,0.23,5,19,0,0,0,0,1,2,131,3.8,22:19,--
Dennis Wideman,20152016,CGY,R,D,51,2,17,19,-9,30,0.37,0,11,2,8,0,0,0,0,75,2.7,20:37,--
Kris Russell,20152016,"CGY,DAL",L,D,62,4,15,19,-5,10,0.31,2,15,2,4,0,0,1,1,70,5.7,23:05,0
Daniel Winnik,20152016,"TOR,WSH",L,L,76,6,13,19,4,38,0.25,6,19,0,0,0,0,0,0,101,5.9,13:43,40
Nathan Beaulieu,20152016,MTL,L,D,64,2,17,19,-6,55,0.3,1,16,1,3,0,0,0,0,74,2.7,17:27,--
Matt Martin,20152016,NYI,L,L,80,10,9,19,2,119,0.24,10,19,0,0,0,0,0,1,86,11.6,10:33,25
David Schlemko,20152016,NJD,L,D,67,6,13,19,-22,16,0.28,5,7,1,12,0,0,0,3,104,5.8,18:39,--
Torrey Mitchell,20152016,MTL,R,C,71,11,8,19,2,51,0.27,10,16,0,0,1,3,0,3,69,15.9,12:41,51.6
John Moore,20152016,NJD,L,D,73,4,15,19,-12,28,0.26,3,13,1,6,0,0,3,3,106,3.8,19:50,--
Olli Maatta,20152016,PIT,L,D,67,6,13,19,27,22,0.28,6,17,0,1,0,1,0,2,95,6.3,19:58,--
Melker Karlsson,20152016,SJS,R,C,65,10,9,19,5,16,0.29,10,19,0,0,0,0,1,1,96,10.4,13:31,47.8
Mike Santorelli,20152016,ANA,R,C,70,9,9,18,-4,8,0.26,8,15,1,3,0,0,0,1,81,11.1,10:06,47.5
Jonathan Marchessault,20152016,TBL,R,C,45,7,11,18,-10,17,0.4,3,11,4,7,0,0,0,1,81,8.6,12:05,48.1
Michael Grabner,20152016,TOR,L,L,80,9,9,18,-4,12,0.23,8,17,0,0,1,1,0,2,116,7.8,14:28,23.1
Vincent Lecavalier,20152016,"PHI,LAK",L,C,49,10,8,18,0,22,0.37,4,11,6,7,0,0,0,0,67,14.9,13:14,50.8
Micheal Ferland,20152016,CGY,L,L,71,4,14,18,-15,45,0.25,3,16,1,2,0,0,0,0,122,3.3,12:37,58.3
Zemgus Girgensons,20152016,BUF,L,L,71,7,11,18,0,20,0.25,6,15,1,2,0,1,1,1,110,6.4,15:02,45.7
David Jones,20152016,"CGY,MIN",R,R,75,11,7,18,-7,10,0.24,10,17,1,1,0,0,0,2,84,13.1,12:26,50
Tommy Wingels,20152016,SJS,R,C,68,7,11,18,-10,63,0.26,6,13,1,3,0,2,0,0,111,6.3,13:38,40.9
Thomas Hickey,20152016,NYI,L,D,62,6,12,18,9,30,0.29,6,18,0,0,0,0,1,2,55,10.9,17:24,--
Matt Bartkowski,20152016,VAN,L,D,80,6,12,18,-19,50,0.23,6,18,0,0,0,0,0,0,85,7.1,18:37,--
Jared McCann,20152016,VAN,L,L,69,9,9,18,-6,32,0.26,8,15,1,3,0,0,0,1,106,8.5,12:31,34.7
Kevan Miller,20152016,BOS,R,D,71,5,13,18,15,53,0.25,5,17,0,1,0,0,0,0,64,7.8,19:04,--
Adam Larsson,20152016,NJD,R,D,82,3,15,18,15,77,0.22,3,17,0,0,0,1,1,1,65,4.6,22:31,--
Christopher Tanev,20152016,VAN,R,D,69,4,14,18,-8,8,0.26,2,14,2,3,0,1,0,0,42,9.5,21:45,--
Paul Byron,20152016,MTL,L,L,62,11,7,18,-9,11,0.29,8,13,0,0,3,5,1,2,50,22,13:46,60
Justin Schultz,20152016,"EDM,PIT",R,D,63,4,14,18,-15,16,0.29,2,10,2,8,0,0,0,0,82,4.9,18:27,0
Dan Girardi,20152016,NYR,R,D,74,2,15,17,18,20,0.23,2,16,0,0,0,1,0,1,77,2.6,20:19,--
Patrick Eaves,20152016,DAL,R,R,54,11,6,17,-5,27,0.31,6,10,5,7,0,0,0,2,86,12.8,12:58,27.3
Joseph Blandisi,20152016,NJD,L,C,41,5,12,17,-14,34,0.41,1,11,4,6,0,0,0,1,43,11.6,15:36,33.3
Adam Lowry,20152016,WPG,L,C,74,7,10,17,-9,53,0.23,7,17,0,0,0,0,0,2,73,9.6,14:01,46.3
Dmitry Kulikov,20152016,FLA,L,D,74,1,16,17,8,51,0.23,1,11,0,6,0,0,0,1,99,1,21:02,--
Alexander Petrovic,20152016,FLA,R,D,66,2,15,17,17,90,0.26,2,16,0,0,0,1,0,0,53,3.8,16:57,--
Matt Nieto,20152016,SJS,L,L,67,8,9,17,-8,10,0.25,6,14,0,1,2,2,0,1,90,8.9,13:10,25
Kevin Connauton,20152016,"CBJ,ARI",L,D,65,5,12,17,7,60,0.26,5,14,0,3,0,0,0,0,109,4.6,16:44,--
Connor Murphy,20152016,ARI,R,D,78,6,11,17,5,48,0.22,5,14,1,3,0,0,0,1,101,5.9,20:31,--
Sven Andrighetto,20152016,MTL,L,R,44,7,10,17,1,6,0.39,6,15,1,2,0,0,0,0,74,9.5,14:07,42.9
Shane Prince,20152016,"OTT,NYI",L,L,62,6,11,17,5,10,0.27,6,17,0,0,0,0,0,1,88,6.8,11:14,80
Matt Stajan,20152016,CGY,L,C,80,6,11,17,-4,52,0.21,4,14,0,0,2,3,0,0,58,10.3,12:42,47.3
Johan Larsson,20152016,BUF,L,L,74,10,7,17,-4,27,0.23,9,13,1,4,0,0,0,5,95,10.5,14:49,51.1
Cody Franson,20152016,BUF,R,D,59,4,13,17,-5,26,0.29,3,10,1,7,0,0,0,1,92,4.4,16:50,--
Phillip Di Giuseppe,20152016,CAR,L,L,41,7,10,17,0,18,0.41,7,17,0,0,0,0,1,1,68,10.3,14:16,35
Jay Beagle,20152016,WSH,R,C,57,8,9,17,0,24,0.3,8,17,0,0,0,0,0,1,74,10.8,14:01,58.1
Roman Polak,20152016,"TOR,SJS",R,D,79,1,15,16,6,72,0.2,1,16,0,0,0,0,0,0,91,1.1,19:09,100
Calvin de Haan,20152016,NYI,L,D,72,2,14,16,3,20,0.22,2,15,0,1,0,0,0,0,102,2,20:38,0
Toby Enstrom,20152016,WPG,L,D,72,2,14,16,8,44,0.22,2,15,0,1,0,0,0,0,50,4,20:51,--
Viktor Arvidsson,20152016,NSH,R,R,56,8,8,16,-8,35,0.29,7,15,1,1,0,0,0,3,139,5.8,12:24,--
Brian Dumoulin,20152016,PIT,L,D,79,0,16,16,11,14,0.2,0,16,0,0,0,0,0,0,101,0,18:53,100
Milan Michalek,20152016,"OTT,TOR",L,L,45,7,9,16,0,18,0.36,4,10,3,6,0,0,0,0,64,10.9,16:07,37.5
Luke Schenn,20152016,"PHI,LAK",R,D,72,4,12,16,-2,82,0.22,3,15,1,1,0,0,0,0,76,5.3,17:34,50
Colin Miller,20152016,BOS,R,D,42,3,13,16,0,39,0.38,3,11,0,5,0,0,0,0,59,5.1,15:48,--
Trevor Lewis,20152016,LAK,R,C,75,8,8,16,-10,20,0.21,7,14,0,1,1,1,0,1,167,4.8,14:34,40.1
Jeff Petry,20152016,MTL,R,D,51,5,11,16,-6,16,0.31,4,8,1,5,0,3,0,2,98,5.1,21:21,100
Brett Pesce,20152016,CAR,R,D,69,4,12,16,-7,16,0.23,3,11,1,5,0,0,0,1,85,4.7,18:46,0
Tyler Kennedy,20152016,NJD,R,C,50,3,13,16,-14,14,0.32,2,10,1,6,0,0,0,0,72,4.2,13:26,39.7
Nate Schmidt,20152016,WSH,L,D,72,2,14,16,12,16,0.22,2,16,0,0,0,0,0,1,80,2.5,18:04,--
Ryan White,20152016,PHI,R,C,73,11,5,16,-9,101,0.22,8,13,3,3,0,0,0,0,88,12.5,12:34,52.4
Sam Gagner,20152016,PHI,R,C,53,8,8,16,4,25,0.3,6,13,2,3,0,0,0,2,86,9.3,13:52,35.1
Toby Enstrom,20152016,WPG,L,D,72,2,14,16,8,44,0.22,2,15,0,1,0,0,0,0,50,4,20:51,--
Nate Schmidt,20152016,WSH,L,D,72,2,14,16,12,16,0.22,2,16,0,0,0,0,0,1,80,2.5,18:04,--
Ryan White,20152016,PHI,R,C,73,11,5,16,-9,101,0.22,8,13,3,3,0,0,0,0,88,12.5,12:34,52.4
Emerson Etem,20152016,"NYR,VAN",L,R,58,7,8,15,-12,11,0.26,7,15,0,0,0,0,0,1,100,7,13:09,50
Sergey Kalinin,20152016,NJD,L,C,78,8,7,15,-9,33,0.19,5,12,3,3,0,0,0,2,70,11.4,13:20,41.6
Linden Vey,20152016,VAN,R,R,41,4,11,15,-14,6,0.37,1,10,3,5,0,0,0,0,40,10,15:45,43
Jonathan Ericsson,20152016,DET,L,D,71,3,12,15,2,56,0.21,3,15,0,0,0,0,0,0,68,4.4,18:32,--
Patrik Berglund,20152016,STL,L,C,42,10,5,15,1,16,0.36,6,11,4,4,0,0,0,5,80,12.5,15:29,50.2
Josh Manson,20152016,ANA,R,D,71,5,10,15,11,74,0.21,5,15,0,0,0,0,0,1,88,5.7,18:47,--
Brendan Smith,20152016,DET,L,D,63,3,12,15,1,62,0.24,2,14,1,1,0,0,0,0,82,3.7,17:36,--
Kevin Bieksa,20152016,ANA,R,D,71,4,11,15,-7,99,0.21,2,9,2,6,0,0,0,1,109,3.7,21:01,--
Tom Kuhnhackl,20152016,PIT,L,R,42,5,10,15,3,24,0.36,3,13,0,0,2,2,0,1,52,9.6,12:12,0
Marc Staal,20152016,NYR,L,D,77,2,13,15,2,36,0.19,2,15,0,0,0,0,0,1,65,3.1,19:41,25
Dominic Moore,20152016,NYR,L,C,80,6,9,15,-2,32,0.19,6,15,0,0,0,0,0,2,94,6.4,13:18,55.3
Shawn Horcoff,20152016,ANA,L,C,59,6,9,15,1,34,0.25,5,13,0,0,1,2,0,2,73,8.2,13:17,51.1
Colin Greening,20152016,"OTT,TOR",L,C,31,7,8,15,-2,13,0.48,6,13,1,2,0,0,0,0,58,12.1,14:06,61.9
Brooks Laich,20152016,"WSH,TOR",L,C,81,2,12,14,-13,18,0.17,2,13,0,0,0,1,0,1,101,2,11:26,40.3
Erik Gustafsson,20152016,CHI,L,D,41,0,14,14,11,4,0.34,0,13,0,1,0,0,0,0,58,0,15:27,--
Brayden McNabb,20152016,LAK,L,D,81,2,12,14,11,92,0.17,2,12,0,1,0,1,0,1,91,2.2,18:49,--
Pierre-Edouard Bellemare,20152016,PHI,L,C,74,7,7,14,-8,27,0.19,6,12,0,0,1,2,0,1,102,6.9,13:34,47
Scottie Upshall,20152016,STL,L,R,70,6,8,14,5,44,0.2,6,11,0,0,0,3,0,1,113,5.3,10:57,35.3
Alex Chiasson,20152016,OTT,R,R,77,8,6,14,2,45,0.18,5,11,2,2,1,1,0,1,88,9.1,13:38,60
Eric Fehr,20152016,PIT,R,C,55,8,6,14,0,19,0.25,4,9,0,1,4,4,0,2,74,10.8,13:03,44.2
Jake McCabe,20152016,BUF,L,D,77,4,10,14,6,51,0.18,4,14,0,0,0,0,0,0,62,6.5,19:07,0
David Legwand,20152016,BUF,L,C,79,5,9,14,-4,14,0.18,4,11,0,1,1,2,0,0,61,8.2,9:42,45.9
Andreas Athanasiou,20152016,DET,L,C,37,9,5,14,1,5,0.38,8,13,0,0,1,1,0,1,53,17,9:01,41.1
Jack Johnson,20152016,CBJ,L,D,60,6,8,14,-16,25,0.23,3,8,3,6,0,0,0,2,86,7,24:11,0
Joffrey Lupul,20152016,TOR,R,L,46,11,3,14,-10,12,0.3,9,10,2,4,0,0,0,2,102,10.8,14:37,0
Chris VandeVelde,20152016,PHI,L,C,79,2,12,14,-7,27,0.18,1,13,0,0,1,1,0,0,77,2.6,13:33,28.6
Radko Gudas,20152016,PHI,R,D,76,5,9,14,-3,116,0.18,5,14,0,0,0,0,0,1,150,3.3,19:51,--
Jack Skille,20152016,COL,R,R,74,8,6,14,-4,11,0.19,8,14,0,0,0,0,0,0,106,7.6,8:50,21.1
Trevor van Riemsdyk,20152016,CHI,R,D,82,3,11,14,-5,31,0.17,3,11,0,2,0,1,0,1,85,3.5,19:59,--
Jacob Josefson,20152016,NJD,L,C,58,4,10,14,-21,20,0.24,1,2,3,11,0,1,0,1,86,4.7,15:31,48.4
Ryan Garbutt,20152016,"CHI,ANA",L,C,80,7,7,14,-11,48,0.18,6,13,0,0,1,1,0,3,135,5.2,10:50,12.5
Andrew Copp,20152016,WPG,L,C,77,7,6,13,8,6,0.17,7,13,0,0,0,0,0,0,54,13,8:00,46.1
Cody McLeod,20152016,COL,L,L,82,8,5,13,1,138,0.16,7,12,1,1,0,0,0,1,73,11,10:32,100
Josh Jooris,20152016,CGY,R,R,59,4,9,13,-1,39,0.22,4,11,0,0,0,2,0,0,80,5,12:17,44.4
William Nylander,20152016,TOR,R,R,22,6,7,13,1,4,0.59,5,10,1,3,0,0,0,1,43,14,16:20,49.1
Dwight King,20152016,LAK,L,L,47,7,6,13,-6,24,0.28,7,13,0,0,0,0,0,2,48,14.6,14:26,28.6
Dmitrij Jaskin,20152016,STL,L,R,65,4,9,13,3,26,0.2,4,13,0,0,0,0,0,1,92,4.4,11:52,28.6
Chris Wideman,20152016,OTT,R,D,64,6,7,13,4,34,0.2,5,11,1,2,0,0,0,2,87,6.9,13:57,--
Michal Rozsival,20152016,CHI,R,D,51,1,12,13,3,33,0.25,1,10,0,2,0,1,0,0,41,2.4,16:10,--
Andrew Desjardins,20152016,CHI,L,L,77,8,5,13,-8,30,0.17,8,13,0,0,0,0,0,1,96,8.3,13:23,49.4
Derek MacKenzie,20152016,FLA,L,C,64,6,7,13,7,36,0.2,6,12,0,0,0,1,0,3,79,7.6,13:09,54.8
Andy Greene,20152016,NJD,L,D,82,4,9,13,7,26,0.16,3,11,1,2,0,0,0,0,63,6.4,22:57,--
Nick Spaling,20152016,"TOR,SJS",L,C,58,3,10,13,-2,24,0.22,3,13,0,0,0,0,0,0,53,5.7,14:17,51.4
Dan Hamhuis,20152016,VAN,L,D,58,3,10,13,-2,28,0.22,2,10,1,3,0,0,0,1,72,4.2,21:25,--
Jake Virtanen,20152016,VAN,R,R,55,7,6,13,-7,45,0.24,6,12,1,1,0,0,0,1,94,7.5,11:34,40
Michael Del Zotto,20152016,PHI,L,D,52,4,9,13,-8,16,0.25,4,12,0,1,0,0,1,1,98,4.1,23:25,--
Iiro Pakarinen,20152016,EDM,R,R,63,5,8,13,-10,8,0.21,5,11,0,2,0,0,0,0,76,6.6,10:45,38.5
Chris Neil,20152016,OTT,R,R,80,5,8,13,-3,165,0.16,5,13,0,0,0,0,0,0,70,7.1,9:18,50
Jyrki Jokipakka,20152016,"DAL,CGY",L,D,58,2,10,12,4,14,0.21,2,12,0,0,0,0,0,1,45,4.4,15:34,--
Ryan Carter,20152016,MIN,L,L,60,7,5,12,-3,48,0.2,6,11,0,0,1,1,0,0,62,11.3,11:08,53.9
Jordie Benn,20152016,DAL,L,D,64,3,9,12,2,21,0.19,2,10,1,1,0,1,0,2,58,5.2,15:39,--
Oscar Klefbom,20152016,EDM,L,D,30,4,8,12,-4,6,0.4,4,9,0,3,0,0,0,1,48,8.3,21:53,--
Josh Gorges,20152016,BUF,L,D,77,2,10,12,-7,72,0.16,2,12,0,0,0,0,0,0,57,3.5,20:28,--
Radek Faksa,20152016,DAL,L,C,45,5,7,12,9,16,0.27,5,11,0,1,0,0,0,1,67,7.5,12:21,49.1
Nicolas Deslauriers,20152016,BUF,L,L,70,6,6,12,-14,59,0.17,6,12,0,0,0,0,0,1,72,8.3,10:20,0
Teemu Pulkkinen,20152016,DET,R,L,36,6,6,12,2,14,0.33,5,9,1,3,0,0,1,1,65,9.2,11:34,0
Marc Methot,20152016,OTT,L,D,69,5,7,12,12,34,0.17,5,12,0,0,0,0,0,0,74,6.8,20:39,--
Beau Bennett,20152016,PIT,R,R,33,6,6,12,-1,10,0.36,5,9,1,3,0,0,0,0,52,11.5,11:54,33.3
Dennis Seidenberg,20152016,BOS,L,D,61,1,11,12,-1,24,0.2,1,11,0,1,0,0,0,0,66,1.5,19:24,--
Alexei Emelin,20152016,MTL,L,D,72,0,12,12,-7,71,0.17,0,12,0,0,0,0,0,0,71,0,20:30,--
Evgeny Medvedev,20152016,PHI,L,D,45,4,8,12,5,34,0.27,3,9,1,3,0,0,0,1,71,5.6,18:50,--
