#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
506,"Skille, Jack",RW,26,Stnd,UFA,"$675,000",16,23,4,0,4,8:39,"$29,347","$168,750",∞,"$168,750","$4,877"
507,"Timonen, Kimmo",D,38,35+,UFA,"$6,000,000",77,152,6,29,35,20:19,"$39,473","$1,000,000","$206,896","$171,428","$3,835"
508,"McCormick, Cody","C, RW, LW",30,Stnd,UFA,"$1,200,000",43,26,2,5,7,8:54,"$46,153","$600,000","$240,000","$171,428","$3,135"
509,"Clitsome, Grant",LD,28,Stnd,UFA,"$2,066,667",32,42,2,10,12,19:47,"$49,206","$1,033,333","$206,666","$172,222","$3,264"
510,"Chara, Zdeno",LD,36,Stnd,UFA,"$6,916,667",77,168,17,23,40,24:39:00,"$41,170","$406,862","$300,724","$172,916","$3,644"
511,"Tyutin, Fedor",LD,30,Stnd,UFA,"$4,500,000",69,87,4,22,26,21:24,"$51,724","$1,125,000","$204,545","$173,076","$3,047"
512,"Komisarek, Mike",RD,31,Stnd,UFA,"$700,000",32,20,0,4,4,11:41,"$35,000",∞,"$175,000","$175,000","$1,872"
513,"Suter, Ryan",LD,28,Stnd,UFA,"$7,538,461",82,150,8,35,43,29:24:00,"$50,256","$942,307","$215,384","$175,313","$3,126"
514,"Vlasic, Marc-Édouard",LD/RD,26,Stnd,UFA,"$4,250,000",81,138,5,19,24,20:42,"$30,797","$850,000","$223,684","$177,083","$2,534"
515,"Carle, Matthew",LD,29,Stnd,UFA,"$5,500,000",82,115,2,29,31,22:11,"$47,826","$2,750,000","$189,655","$177,419","$3,023"
516,"Forsberg, Filip",LW,19,ELC,RFA,"$894,167",13,20,1,4,5,11:24,"$44,708","$894,167","$223,541","$178,833","$6,033"
517,"Fistric, Mark",D,27,Stnd,UFA,"$900,000",34,22,1,4,5,15:24,"$40,909","$900,000","$225,000","$180,000","$1,718"
518,"Bouwmeester, Jay",LD,30,Stnd,UFA,"$6,680,000",82,152,4,33,37,24:02:00,"$43,947","$1,669,999","$202,424","$180,540","$3,389"
519,"Ference, Andrew",RD,34,Stnd,UFA,"$3,250,000",71,77,3,15,18,21:03,"$42,207","$1,083,333","$216,666","$180,555","$2,174"
520,"Datsyuk, Pavel","C, LW",35,Stnd,UFA,"$6,700,000",45,126,17,20,37,20:16,"$53,174","$394,117","$335,000","$181,081","$7,346"
521,"Meszaros, Andrej",RD,28,Stnd,UFA,"$4,000,000",52,84,7,15,22,17:47,"$47,619","$571,428","$266,666","$181,818","$4,325"
522,"Wellman, Casey",C,26,Stnd,UFA,"$550,000",13,15,2,1,3,9:22,"$36,666","$275,000","$550,000","$183,333","$4,516"
523,"Janssen, Cam",RW,29,Stnd,UFA,"$550,000",24,11,3,0,3,4:54,"$50,000","$183,333",∞,"$183,333","$4,676"
524,"Boyle, Dan",LD,37,Stnd,UFA,"$6,666,666",75,154,12,24,36,21:16,"$43,290","$555,555","$277,777","$185,185","$4,179"
525,"Weber, Mike",LD,26,Stnd,UFA,"$1,666,667",68,47,1,8,9,17:49,"$35,461","$1,666,667","$208,333","$185,185","$1,375"
526,"Gunnarsson, Carl",LD,27,Stnd,UFA,"$3,150,000",80,48,3,14,17,19:24,"$65,625","$1,050,000","$225,000","$185,294","$2,029"
527,"Clowe, Ryane","LW, RW",31,Stnd,UFA,"$4,850,000",43,74,7,19,26,16:07,"$65,540","$692,857","$255,263","$186,538","$6,998"
528,"Erat, Martin",RW,32,Stnd,UFA,"$4,500,000",53,46,1,23,24,14:44,"$97,826","$4,500,000","$195,652","$187,500","$5,762"
529,"Stamkos, Steven","C, RW",23,Stnd,UFA,"$7,500,000",37,124,25,15,40,20:14,"$60,483","$300,000","$500,000","$187,500","$10,018"
530,"Colaiacovo, Carlo",LD,30,Stnd,RFA,"$750,000",25,18,1,3,4,15:09,"$41,666","$750,000","$250,000","$187,500","$1,980"
531,"Dupuis, Pascal","RW, LW",34,Stnd,UFA,"$3,750,000",39,97,7,13,20,17:41,"$38,659","$535,714","$288,461","$187,500","$5,437"
532,"Rinaldo, Zac",LW,23,Stnd,RFA,"$750,000",67,54,2,2,4,7:41,"$13,888","$375,000","$375,000","$187,500","$1,456"
533,"Sestito, Tim",LW,29,Stnd,UFA,"$562,500",16,13,0,3,3,9:05,"$43,269",∞,"$187,500","$187,500","$3,870"
534,"Barch, Krys",LW,33,Stnd,UFA,"$750,000",55,19,0,4,4,5:58,"$39,473",∞,"$187,500","$187,500","$2,285"
535,"Doughty, Drew",RD,24,Stnd,UFA,"$7,000,000",78,177,10,27,37,25:42:00,"$39,548","$700,000","$259,259","$189,189","$3,491"
536,"Joensuu, Jesse",LW,26,Stnd,UFA,"$950,000",42,41,3,2,5,9:19,"$23,170","$316,666","$475,000","$190,000","$2,427"
537,"Mitchell, Torrey","C, RW",28,Stnd,UFA,"$1,900,000",67,56,2,8,10,10:52,"$33,928","$950,000","$237,500","$190,000","$2,609"
538,"Larsson, Johan","C, LW",21,ELC,RFA,"$763,333",28,21,0,4,4,13:27,"$36,349",∞,"$190,833","$190,833","$2,026"
539,"Hejda, Jan",D,35,Stnd,UFA,"$3,250,000",78,75,6,11,17,22:19,"$43,333","$541,666","$295,454","$191,176","$1,867"
540,"Cormier, Patrice",C,23,Stnd,RFA,"$575,000",9,4,0,3,3,6:58,"$143,750",∞,"$191,666","$191,666","$9,170"
541,"Enström, Toby",LD,29,Stnd,UFA,"$5,750,000",82,106,10,20,30,23:53,"$54,245","$575,000","$287,500","$191,666","$2,936"
542,"Bieksa, Kevin",RD,32,Stnd,UFA,"$4,600,000",76,167,4,20,24,22:46,"$27,544","$1,150,000","$230,000","$191,666","$2,658"
543,"Prust, Brandon","LW, C",29,Stnd,UFA,"$2,500,000",52,49,6,7,13,12:49,"$51,020","$416,666","$357,142","$192,307","$3,751"
544,"Campbell, Brian",LD,34,Stnd,UFA,"$7,142,875",82,116,7,30,37,26:57:00,"$61,576","$1,020,410","$238,095","$193,050","$3,232"
545,"Havlat, Martin",LW,32,Stnd,UFA,"$4,250,000",48,72,12,10,22,14:43,"$59,027","$354,166","$425,000","$193,181","$6,016"
546,"Veilleux, Stephane",LW,32,Stnd,UFA,"$587,500",34,26,3,0,3,8:26,"$22,596","$195,833",∞,"$195,833","$2,048"
547,"Ruutu, Tuomo","LW, RW",30,Stnd,UFA,"$4,750,000",76,105,8,16,24,14:33,"$45,238","$593,750","$296,875","$197,916","$4,295"
548,"Nash, Rick","LW, RW",29,Stnd,UFA,"$7,800,000",65,258,26,13,39,17:01,"$30,232","$300,000","$600,000","$200,000","$7,051"
549,"Martinek, Radek",RD,37,35+,UFA,"$600,000",13,12,0,3,3,15:28,"$50,000",∞,"$200,000","$200,000","$2,984"
550,"Harrold, Peter","RD, RW",30,Stnd,UFA,"$800,000",33,32,0,4,4,18:40,"$25,000",∞,"$200,000","$200,000","$1,298"
551,"Dorsett, Derek",RW,27,Stnd,UFA,"$1,633,333",51,67,4,4,8,11:01,"$24,378","$408,333","$408,333","$204,166","$2,907"
552,"Hamhuis, Dan",LD,31,Stnd,UFA,"$4,500,000",79,150,5,17,22,23:57,"$30,000","$900,000","$264,705","$204,545","$2,378"
553,"Phillips, Chris",LD,35,Stnd,UFA,"$3,083,333",70,90,1,14,15,19:13,"$34,259","$3,083,333","$220,238","$205,555","$2,292"
554,"Nordström, Joakim","LW, RW",21,ELC,RFA,"$616,667",16,26,1,2,3,11:41,"$23,717","$616,667","$308,333","$205,555","$3,298"
555,"Beauchemin, Francois",LD,33,Stnd,UFA,"$3,500,000",70,100,4,13,17,23:05,"$35,000","$875,000","$269,230","$205,882","$2,166"
556,"Da Costa, Stephane","C, RW",24,Stnd,RFA,"$825,000",12,20,3,1,4,10:24,"$41,250","$275,000","$825,000","$206,250","$6,610"
557,"Cowen, Jared",LD,22,Stnd,RFA,"$3,100,000",68,68,6,9,15,20:30,"$45,588","$516,666","$344,444","$206,666","$2,223"
558,"Bourque, Rene",LW,32,Stnd,UFA,"$3,333,333",63,118,9,7,16,14:11,"$28,248","$370,370","$476,190","$208,333","$3,730"
559,"Phaneuf, Dion",LD,28,Stnd,UFA,"$6,500,000",80,145,8,23,31,23:33,"$44,827","$812,500","$282,608","$209,677","$3,450"
560,"Stoner, Clayton",LD,28,Stnd,UFA,"$1,050,000",63,48,1,4,5,13:19,"$21,875","$1,050,000","$262,500","$210,000","$1,251"
561,"Oduya, Johnny",LD,32,Stnd,UFA,"$3,375,000",77,83,3,13,16,20:06,"$40,662","$1,125,000","$259,615","$210,937","$2,180"
562,"Jackman, Barret",LD,32,Stnd,UFA,"$3,166,667",79,83,3,12,15,17:55,"$38,152","$1,055,555","$263,888","$211,111","$2,237"
563,"Polak, Roman",RD,27,Stnd,UFA,"$2,750,000",72,83,4,9,13,17:20,"$33,132","$687,500","$305,555","$211,538","$2,203"
564,"Wey, Patrick",D,22,ELC,UFA,"$640,000",9,5,0,3,3,14:35,"$128,000",∞,"$213,333","$213,333","$4,876"
565,"Caron, Jordan",RW,23,Stnd,RFA,"$640,000",35,52,1,2,3,10:55,"$12,307","$640,000","$320,000","$213,333","$1,675"
566,"Hamonic, Travis",RD,23,Stnd,UFA,"$3,857,143",69,134,3,15,18,25:00:00,"$28,784","$1,285,714","$257,142","$214,285","$2,236"
567,"Regehr, Robyn",D,33,Stnd,UFA,"$3,000,000",79,73,3,11,14,18:57,"$41,095","$1,000,000","$272,727","$214,285","$2,003"
568,"Cleary, Daniel",RW,35,Stnd,UFA,"$1,750,000",52,64,4,4,8,13:53,"$27,343","$437,500","$437,500","$218,750","$2,424"
569,"Archibald, Darren","LW, RW",23,Stnd,RFA,"$660,000",16,11,1,2,3,7:47,"$60,000","$660,000","$330,000","$220,000","$5,299"
570,"Salo, Sami",D,39,35+,UFA,"$3,750,000",71,81,4,13,17,18:11,"$46,296","$937,500","$288,461","$220,588","$2,904"
571,"Bouchard, Pierre-Marc",RW,29,Stnd,UFA,"$2,000,000",28,51,4,5,9,13:56,"$39,215","$500,000","$400,000","$222,222","$5,126"
572,"Rakell, Rickard","RW, LW",20,ELC,RFA,"$894,167",18,22,0,4,4,11:43,"$40,643",∞,"$223,541","$223,541","$4,239"
573,"Booth, David",LW,29,Stnd,UFA,"$4,250,000",66,117,9,10,19,13:28,"$36,324","$472,222","$425,000","$223,684","$4,781"
574,"Edler, Alexander",LD,27,Stnd,UFA,"$5,000,000",63,178,7,15,22,23:17,"$28,089","$714,285","$333,333","$227,272","$3,408"
575,"Gonchar, Sergei",LD,39,35+,UFA,"$5,000,000",76,89,2,20,22,17:36,"$56,179","$2,499,999","$250,000","$227,272","$3,738"
576,"Brewer, Eric",D,34,Stnd,UFA,"$3,875,000",77,83,4,13,17,17:33,"$46,686","$968,749","$298,076","$227,941","$2,867"
577,"Wotherspoon, Tyler",LD,20,ELC,RFA,"$925,000",14,3,0,4,4,13:27,"$308,333",∞,"$231,249","$231,249","$4,912"
578,"Ristolainen, Rasmus",RD,19,ELC,RFA,"$925,000",34,52,2,2,4,19:07,"$17,788","$462,500","$462,500","$231,250","$1,423"
579,"Jones, David",RW,29,Stnd,UFA,"$4,000,000",48,104,9,8,17,15:27,"$38,461","$444,444","$500,000","$235,294","$5,393"
580,"Postma, Paul",RD,24,Stnd,RFA,"$712,500",20,19,1,2,3,16:07,"$37,500","$712,500","$356,250","$237,500","$2,210"
581,"Redmond, Zach",RD,25,Stnd,UFA,"$715,000",10,10,1,2,3,15:20,"$71,500","$715,000","$357,500","$238,333","$4,663"
582,"Eaves, Patrick","RW, LW",29,Stnd,UFA,"$1,200,000",30,53,2,3,5,11:15,"$22,641","$600,000","$400,000","$240,000","$3,555"
583,"Josefson, Jacob","C, LW",22,Stnd,RFA,"$725,000",27,21,1,2,3,10:07,"$34,523","$725,000","$362,500","$241,666","$2,654"
584,"Grossmann, Nicklas",LD,28,Stnd,UFA,"$3,500,000",78,71,1,13,14,19:06,"$49,295","$3,500,000","$269,230","$250,000","$2,349"
585,"Bouillon, Francis",LD,38,35+,UFA,"$1,500,000",52,34,2,4,6,17:41,"$44,117","$750,000","$375,000","$250,000","$1,631"
586,"Kopecky, Tomas",RW,31,Stnd,UFA,"$3,000,000",49,95,4,8,12,15:53,"$31,578","$750,000","$375,000","$250,000","$3,854"
587,"Jones, Ryan",LW,29,Stnd,UFA,"$1,500,000",52,59,2,4,6,9:50,"$25,423","$750,000","$375,000","$250,000","$2,933"
588,"Wideman, Dennis",RD,30,Stnd,UFA,"$5,250,000",46,102,4,17,21,22:41,"$51,470","$1,312,500","$308,823","$250,000","$5,031"
589,"Myers, Tyler",RD,23,Stnd,UFA,"$5,500,000",62,99,9,13,22,21:53,"$55,555","$611,111","$423,076","$250,000","$4,053"
590,"Gaborik, Marian",RW,31,Stnd,UFA,"$7,500,000",41,103,11,19,30,17:00,"$72,815","$681,818","$394,736","$250,000","$10,760"
591,"Granlund, Markus","RW, LW, C",20,ELC,RFA,"$767,500",7,9,2,1,3,12:05,"$85,277","$383,750","$767,500","$255,833","$9,073"
592,"McQuaid, Adam",RD,27,Stnd,UFA,"$1,566,667",30,25,1,5,6,16:02,"$62,666","$1,566,667","$313,333","$261,111","$3,257"
593,"Ness, Aaron",LD,23,ELC,RFA,"$791,667",20,23,1,2,3,14:47,"$34,420","$791,667","$395,833","$263,889","$2,677"
594,"Hendricks, Matt","RW, C, LW",32,Stnd,UFA,"$1,850,000",77,102,5,2,7,12:44,"$18,137","$369,999","$925,000","$264,285","$1,886"
595,"Coburn, Braydon",LD,28,Stnd,UFA,"$4,500,000",82,122,5,12,17,22:26,"$36,885","$900,000","$375,000","$264,705","$2,446"
596,"Emmerton, Cory",C,25,Stnd,UFA,"$533,333",18,22,0,2,2,8:57,"$24,242",∞,"$266,666","$266,666","$3,310"
597,"Bickell, Bryan",LW,27,Stnd,UFA,"$4,000,000",59,93,11,4,15,11:21,"$43,010","$363,636","$1,000,000","$266,666","$5,973"
598,"Heatley, Dany",LW,32,Stnd,UFA,"$7,500,000",76,110,12,16,28,14:49,"$68,181","$624,999","$468,750","$267,857","$6,660"
599,"Terry, Chris","LW, RW",24,Stnd,UFA,"$537,500",10,13,0,2,2,12:04,"$41,346",∞,"$268,750","$268,750","$4,454"
600,"Brouillette, Julien",D,27,Stnd,UFA,"$550,000",10,4,1,1,2,15:33,"$137,500","$550,000","$550,000","$275,000","$3,536"
601,"Strachan, Tyson",RD,29,Stnd,UFA,"$550,000",18,7,0,2,2,17:19,"$78,571",∞,"$275,000","$275,000","$1,764"
602,"Zolnierczyk, Harry",LW,26,Stnd,UFA,"$550,000",13,12,2,0,2,10:07,"$45,833","$275,000",∞,"$275,000","$4,181"
603,"Kobasew, Chuck",RW,31,Stnd,UFA,"$550,000",33,37,2,0,2,11:12,"$14,864","$275,000",∞,"$275,000","$1,488"
604,"Horcoff, Shawn",C,35,Stnd,UFA,"$5,500,000",77,68,7,13,20,12:51,"$80,882","$785,714","$423,076","$275,000","$5,558"
605,"Rozsíval, Michal",RD,35,Stnd,UFA,"$2,200,000",42,39,1,7,8,16:39,"$56,410","$2,200,000","$314,285","$275,000","$3,146"
606,"Gorges, Josh",LD,29,Stnd,UFA,"$3,900,000",66,35,1,13,14,21:14,"$111,428","$3,900,000","$300,000","$278,571","$2,782"
607,"Horton, Nathan",RW,28,Stnd,UFA,"$5,300,000",36,48,5,14,19,15:27,"$110,416","$1,060,000","$378,571","$278,947","$9,528"
608,"Ashton, Carter",RW,22,ELC,RFA,"$840,000",32,23,0,3,3,6:16,"$36,521",∞,"$280,000","$280,000","$4,188"
609,"Bolland, Dave",C,27,Stnd,UFA,"$3,375,000",23,33,8,4,12,14:27,"$102,272","$421,875","$843,750","$281,250","$10,154"
610,"Urbom, Alexander",LD,23,ELC,RFA,"$563,333",20,16,1,1,2,14:36,"$35,208","$563,333","$563,333","$281,666","$1,929"
611,"Staal, Marc",LD,26,Stnd,UFA,"$3,975,000",72,92,3,11,14,20:31,"$43,206","$1,325,000","$361,363","$283,928","$2,690"
612,"Volpatti, Aaron",LW,28,Stnd,UFA,"$575,000",41,18,2,0,2,7:21,"$31,944","$287,500",∞,"$287,500","$1,908"
613,"Kassian, Matt",C,27,Stnd,UFA,"$575,000",33,12,1,1,2,4:26,"$47,916","$575,000","$575,000","$287,500","$3,930"
614,"Orpik, Brooks",LD,33,Stnd,UFA,"$3,750,000",72,50,2,11,13,21:11,"$75,000","$1,875,000","$340,909","$288,461","$2,458"
615,"Breen, Chris",LD,24,Stnd,RFA,"$577,500",9,4,0,2,2,9:23,"$144,375",∞,"$288,750","$288,750","$6,838"
616,"D'Amigo, Jerry",RW,22,ELC,RFA,"$870,000",22,12,1,2,3,8:02,"$72,500","$870,000","$435,000","$290,000","$4,922"
617,"Quincey, Kyle",RD,28,Stnd,UFA,"$3,775,000",82,106,4,9,13,20:48,"$35,613","$943,750","$419,444","$290,384","$2,213"
618,"Mitchell, Willie",LD,36,35+,UFA,"$3,500,000",76,73,1,11,12,20:19,"$47,945","$3,500,000","$318,181","$291,666","$2,266"
619,"Varone, Philip",C,23,ELC,RFA,"$586,667",9,15,1,1,2,11:24,"$39,111","$586,667","$586,667","$293,333","$5,718"
620,"Ericsson, Jonathan",LD,29,Stnd,UFA,"$3,250,000",48,66,1,10,11,21:14,"$49,242","$3,250,000","$325,000","$295,454","$3,188"
621,"Klefbom, Oscar",LD,20,ELC,RFA,"$894,167",17,14,1,2,3,15:47,"$63,869","$894,167","$447,083","$298,055","$3,332"
622,"Laich, Brooks","C, LW",30,Stnd,UFA,"$4,500,000",51,75,8,7,15,17:15,"$60,000","$562,500","$642,857","$300,000","$5,115"
623,"Burrows, Alexandre","RW, LW",32,Stnd,UFA,"$4,500,000",49,104,5,10,15,17:49,"$43,269","$900,000","$450,000","$300,000","$5,154"
624,"Malone, Ryan",LW,34,Stnd,UFA,"$4,500,000",57,95,5,10,15,11:46,"$47,368","$900,000","$450,000","$300,000","$6,709"
625,"Cracknell, Adam",RW,28,Stnd,UFA,"$600,000",19,16,0,2,2,8:10,"$37,500",∞,"$300,000","$300,000","$3,866"
626,"Schenn, Luke",RD,24,Stnd,UFA,"$3,600,000",79,78,4,8,12,16:32,"$46,153","$900,000","$450,000","$300,000","$2,756"
627,"Sutter, Brett","LW, C",26,Stnd,UFA,"$600,000",17,16,1,1,2,7:33,"$37,500","$600,000","$600,000","$300,000","$4,674"
628,"Leino, Ville",LW,30,Stnd,UFA,"$4,500,000",58,38,0,15,15,14:26,"$118,421",∞,"$300,000","$300,000","$5,375"
629,"Grant, Derek","C, RW",23,ELC,RFA,"$605,000",20,31,0,2,2,9:33,"$19,516",∞,"$302,500","$302,500","$3,167"
630,"McCarthy, John",LW,27,Stnd,UFA,"$612,500",36,49,1,1,2,11:03,"$12,500","$612,500","$612,500","$306,250","$1,539"
631,"Pageau, Jean-Gabriel",C,21,ELC,RFA,"$613,333",28,31,2,0,2,10:14,"$19,784","$306,666",∞,"$306,666","$2,140"
632,"Larsson, Adam",RD,21,ELC,RFA,"$925,000",26,20,1,2,3,17:47,"$46,250","$925,000","$462,500","$308,333","$2,000"
633,"Billins, Chad",D,24,ELC,RFA,"$925,000",10,3,0,3,3,12:12,"$308,333",∞,"$308,333","$308,333","$7,581"
634,"Grigorenko, Mikhail","C, LW",19,ELC,RFA,"$925,000",18,20,2,1,3,11:25,"$46,250","$462,500","$925,000","$308,333","$4,501"
635,"Reinhart, Max",C,21,ELC,RFA,"$618,333",8,7,0,2,2,10:42,"$88,333",∞,"$309,166","$309,166","$7,223"
636,"Fraser, Matt","RW, LW",23,Stnd,RFA,"$625,000",14,13,2,0,2,9:39,"$48,076","$312,500",∞,"$312,500","$4,626"
637,"Tanguay, Alex","LW, RW",34,Stnd,UFA,"$3,500,000",16,24,4,7,11,17:16,"$145,833","$875,000","$500,000","$318,181","$12,668"
638,"Klein, Kevin",RD,29,Stnd,UFA,"$2,900,000",77,73,2,7,9,17:20,"$39,726","$1,450,000","$414,285","$322,222","$2,172"
639,"Warsofsky, David",LD,23,ELC,RFA,"$645,833",6,10,1,1,2,16:10,"$64,583","$645,833","$645,833","$322,916","$6,658"
640,"Wright, James",C,23,Stnd,UFA,"$650,000",59,41,0,2,2,9:34,"$15,853",∞,"$325,000","$325,000","$1,151"
641,"Pinizzotto, Steven",RW,29,Stnd,UFA,"$650,000",6,2,0,2,2,9:38,"$325,000",∞,"$325,000","$325,000","$11,245"
642,"Jones, Blair",C,27,Stnd,UFA,"$650,000",14,14,2,0,2,11:22,"$46,428","$325,000",∞,"$325,000","$4,084"
643,"Seidenberg, Dennis",RD,32,Stnd,UFA,"$3,250,000",34,53,1,9,10,21:50,"$61,320","$3,250,000","$361,111","$325,000","$4,378"
644,"Stuart, Brad",RD,34,Stnd,UFA,"$3,600,000",61,64,3,8,11,19:09,"$56,250","$1,200,000","$450,000","$327,272","$3,081"
645,"Robidas, Stephane",RD,36,Stnd,UFA,"$3,300,000",38,56,5,5,10,20:10,"$58,928","$660,000","$660,000","$330,000","$4,306"
646,"Martin, Paul",LD,32,Stnd,UFA,"$5,000,000",39,54,3,12,15,24:34:00,"$92,592","$1,666,666","$416,666","$333,333","$5,218"
647,"Rosehill, Jay",LW,28,Stnd,UFA,"$675,000",34,14,2,0,2,4:56,"$48,214","$337,500",∞,"$337,500","$4,024"
648,"Robak, Colby",D,23,Stnd,UFA,"$675,000",16,15,0,2,2,18:34,"$45,000",∞,"$337,500","$337,500","$2,272"
649,"Allen, Bryan",D,33,Stnd,UFA,"$3,500,000",68,60,0,10,10,17:33,"$58,333",∞,"$350,000","$350,000","$2,932"
650,"Sbisa, Luca",LD,23,Stnd,RFA,"$2,175,000",30,30,1,5,6,17:03,"$72,500","$2,175,000","$435,000","$362,500","$4,252"
651,"Leopold, Jordan",D,33,Stnd,UFA,"$2,250,000",27,40,1,5,6,15:35,"$56,250","$2,250,000","$450,000","$375,000","$5,347"
652,"Wilson, Ryan",LD,26,Stnd,UFA,"$2,250,000",28,23,0,6,6,14:40,"$97,826",∞,"$375,000","$375,000","$5,478"
653,"Jaskin, Dmitrij","RW, LW",20,ELC,RFA,"$772,500",18,18,1,1,2,10:37,"$42,916","$772,500","$772,500","$386,250","$4,042"
654,"Leivo, Josh","RW, LW",20,ELC,RFA,"$792,500",7,4,1,1,2,9:51,"$198,125","$792,500","$792,500","$396,250","$11,493"
655,"Torres, Raffi",LW,32,Stnd,UFA,"$2,000,000",5,9,3,2,5,10:21,"$222,222","$666,666","$1,000,000","$400,000","$38,647"
656,"Fraser, Colin",C,28,Stnd,UFA,"$825,000",33,22,0,2,2,8:59,"$37,500",∞,"$412,500","$412,500","$2,782"
657,"Agostino, Kenny",LW,21,ELC,RFA,"$845,000",8,12,1,1,2,11:05,"$70,416","$845,000","$845,000","$422,500","$9,530"
658,"Brown, Chris","RW, C",22,ELC,RFA,"$853,333",6,4,1,1,2,9:42,"$213,333","$853,333","$853,333","$426,666","$14,662"
659,"Liles, John-Michael",LD,33,Stnd,UFA,"$3,875,000",41,56,2,7,9,19:38,"$69,196","$1,937,500","$553,571","$430,555","$4,813"
660,"Visnovsky, Lubomir",RD,37,35+,UFA,"$4,750,000",24,34,3,8,11,20:31,"$139,705","$1,583,333","$593,750","$431,818","$9,646"
661,"Tinordi, Jarred",LD,21,ELC,RFA,"$870,000",22,10,0,2,2,14:31,"$87,000",∞,"$435,000","$435,000","$2,724"
662,"Smid, Ladislav",LD,27,Stnd,UFA,"$3,500,000",73,41,2,6,8,18:08,"$85,365","$1,750,000","$583,333","$437,500","$2,644"
663,"Dumba, Matt",RD,19,ELC,RFA,"$894,167",13,12,1,1,2,12:26,"$74,513","$894,167","$894,167","$447,083","$5,532"
664,"Hanowski, Ben",RW,23,ELC,RFA,"$900,000",11,10,0,2,2,7:14,"$90,000",∞,"$450,000","$450,000","$11,311"
665,"Czuczman, Kevin",LD,22,ELC,RFA,"$925,000",13,24,0,2,2,19:32,"$38,541",∞,"$462,500","$462,500","$3,642"
666,"Beaulieu, Nathan",LD/RD,21,ELC,RFA,"$925,000",17,15,0,2,2,13:13,"$61,666",∞,"$462,500","$462,500","$4,116"
667,"Bogosian, Zach",RD,23,Stnd,UFA,"$5,142,857",55,134,3,8,11,22:54,"$38,379","$1,714,285","$642,857","$467,532","$4,083"
668,"Clarkson, David",RW,29,Stnd,UFA,"$5,250,000",60,102,5,6,11,15:06,"$51,470","$1,050,000","$875,000","$477,272","$5,794"
669,"Falk, Justin",LD,25,Stnd,UFA,"$975,000",21,10,0,2,2,11:55,"$97,500",∞,"$487,500","$487,500","$3,896"
670,"Erskine, John",D,33,Stnd,UFA,"$1,962,500",37,38,1,3,4,15:35,"$51,644","$1,962,500","$654,166","$490,625","$3,403"
671,"Greene, Matt",RD,30,Stnd,UFA,"$2,950,000",38,38,2,4,6,15:53,"$77,631","$1,475,000","$737,500","$491,666","$4,887"
672,"Carkner, Matt",D,33,Stnd,UFA,"$1,500,000",53,50,0,3,3,11:59,"$30,000",∞,"$500,000","$500,000","$2,361"
673,"Olesz, Rostislav",LW,28,Stnd,UFA,"$1,000,000",10,9,0,2,2,11:25,"$111,111",∞,"$500,000","$500,000","$8,759"
674,"Boll, Jared",RW,27,Stnd,UFA,"$1,050,000",28,12,1,1,2,7:37,"$87,500","$1,050,000","$1,050,000","$525,000","$4,923"
675,"Volchenkov, Anton",D,31,Stnd,UFA,"$4,250,000",56,42,0,8,8,16:47,"$101,190",∞,"$531,250","$531,250","$4,521"
676,"Porter, Kevin",C,27,Stnd,UFA,"$537,500",12,3,0,1,1,11:37,"$179,166",∞,"$537,500","$537,500","$3,855"
677,"Pelech, Matt",D,26,Stnd,RFA,"$550,000",6,3,1,0,1,3:55,"$183,333","$550,000",∞,"$550,000","$23,404"
678,"Ebbett, Andrew",C,30,Stnd,UFA,"$550,000",9,9,0,1,1,11:03,"$61,111",∞,"$550,000","$550,000","$5,530"
679,"VandeVelde, Chris","C, LW",26,Stnd,UFA,"$550,000",18,8,0,1,1,7:43,"$68,750",∞,"$550,000","$550,000","$3,959"
680,"Borowiecki, Mark",LD,24,Stnd,RFA,"$575,000",13,6,1,0,1,12:35,"$95,833","$575,000",∞,"$575,000","$3,515"
681,"Street, Ben",C,26,Stnd,UFA,"$575,000",13,17,0,1,1,10:35,"$33,823",∞,"$575,000","$575,000","$4,179"
682,"Albert, John",C,24,ELC,RFA,"$585,000",9,5,1,0,1,5:06,"$117,000","$585,000",∞,"$585,000","$12,745"
683,"Broll, David",LW,20,ELC,UFA,"$590,833",5,3,0,1,1,8:11,"$196,944",∞,"$590,833","$590,833","$14,439"
684,"Corrado, Frank",RD,20,ELC,RFA,"$591,667",15,20,1,0,1,12:33,"$29,583","$591,667",∞,"$591,667","$3,142"
685,"Lain, Kellan",LW,24,Stnd,UFA,"$600,000",9,7,1,0,1,5:13,"$85,714","$600,000",∞,"$600,000","$12,779"
686,"Tedenby, Mattias",RW,23,Stnd,RFA,"$600,000",15,9,1,0,1,10:01,"$66,666","$600,000",∞,"$600,000","$3,993"
687,"Crabb, Joey",RW,30,Stnd,UFA,"$600,000",9,5,0,1,1,14:22,"$120,000",∞,"$600,000","$600,000","$4,640"
688,"Deslauriers, Nicolas","RW, LW",22,ELC,RFA,"$608,333",17,30,1,0,1,13:08,"$20,277","$608,333",∞,"$608,333","$2,724"
689,"Collins, Sean",C,25,ELC,RFA,"$625,000",6,6,0,1,1,8:10,"$104,166",∞,"$625,000","$625,000","$12,755"
690,"Persson, John",LW,21,ELC,RFA,"$626,667",10,16,1,0,1,12:02,"$39,166","$626,667",∞,"$626,667","$5,207"
