#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
31,"Ehlers, Nikolaj","RW, LW",19,ELC,RFA,"$894,167",72,167,15,23,38,16:06,"$5,354","$59,611","$38,876","$23,530",$771
32,"Burakovsky, André","LW, RW",20,ELC,RFA,"$894,167",79,126,17,21,38,13:01,"$7,096","$52,598","$42,579","$23,530",$869
33,"Lindholm, Elias","RW, C",21,ELC,RFA,"$925,000",82,176,11,28,39,18:06,"$5,255","$84,090","$33,035","$23,717",$623
34,"Fabbri, Robby","LW, C",19,ELC,RFA,"$894,167",72,114,18,19,37,13:18,"$7,843","$49,675","$47,061","$24,166",$933
35,"Järnkrok, Calle","LW, C, RW",24,Stnd,RFA,"$735,000",81,125,16,14,30,16:08,"$5,880","$45,937","$52,500","$24,499",$562
36,"Rielly, Morgan",LD,21,ELC,RFA,"$894,167",82,167,9,27,36,23:13,"$5,354","$99,351","$33,117","$24,837",$469
37,"Namestnikov, Vladislav","RW, LW, C",23,Stnd,RFA,"$874,125",80,106,14,21,35,14:06,"$8,246","$62,437","$41,625","$24,975",$774
38,"Grigorenko, Mikhail","C, LW",21,Stnd,RFA,"$675,000",74,84,6,21,27,13:16,"$8,035","$112,500","$32,142","$24,999",$687
39,"Cullen, Matt","C, LW",39,35+,UFA,"$800,000",82,118,16,16,32,13:52,"$6,779","$50,000","$50,000","$25,000",$703
40,"Hayes, Kevin",C,23,ELC,RFA,"$900,000",79,133,14,22,36,13:39,"$6,766","$64,285","$40,909","$25,000",$834
41,"Nordström, Joakim","LW, RW",23,Stnd,RFA,"$605,000",71,81,10,14,24,15:37,"$7,469","$60,500","$43,214","$25,208",$545
42,"Janmark, Mattias","LW, C",23,ELC,RFA,"$733,750",73,108,15,14,29,14:10,"$6,793","$48,916","$52,410","$25,301",$709
43,"Martinook, Jordan","C, LW, RW",23,Stnd,RFA,"$612,500",81,109,9,15,24,15:11,"$5,619","$68,055","$40,833","$25,520",$498
44,"Teräväinen, Teuvo","RW, LW",21,ELC,RFA,"$894,167",78,136,13,22,35,15:20,"$6,574","$68,782","$40,643","$25,547",$747
45,"Donskoi, Joonas",RW,23,ELC,RFA,"$925,000",76,107,11,25,36,14:09,"$8,644","$84,090","$37,000","$25,694",$860
46,"Ekblad, Aaron",RD,19,ELC,RFA,"$925,000",78,182,15,21,36,21:40,"$5,082","$61,666","$44,047","$25,694",$547
47,"Bennett, Sam","LW, C, RW",19,ELC,RFA,"$925,000",77,136,18,18,36,15:08,"$6,801","$51,388","$51,388","$25,694",$793
48,"Palmieri, Kyle","RW, LW",24,Stnd,RFA,"$1,466,667",82,222,30,27,57,17:48,"$6,606","$48,888","$54,321","$25,731","$1,004"
49,"Parayko, Colton",RD,22,ELC,RFA,"$858,750",79,165,9,24,33,19:23,"$5,204","$95,416","$35,781","$26,022",$560
50,"Sceviour, Colton",RW,26,Stnd,UFA,"$650,000",71,125,11,12,23,12:40,"$5,200","$59,090","$54,166","$28,260",$722
51,"Holland, Peter",C,24,Stnd,RFA,"$775,000",65,138,9,18,27,14:39,"$5,615","$86,111","$43,055","$28,703",$813
52,"Severson, Damon",RD,21,ELC,RFA,"$605,833",72,94,1,20,21,18:09,"$6,445","$605,833","$30,291","$28,849",$463
53,"Colborne, Joe","C, LW, RW",25,Stnd,UFA,"$1,275,000",73,100,19,25,44,15:09,"$12,750","$67,105","$51,000","$28,977","$1,152"
54,"Boyes, Brad","RW, C",33,Stnd,UFA,"$700,000",60,85,8,16,24,11:58,"$8,235","$87,500","$43,750","$29,166",$974
55,"Haula, Erik","C, LW",24,Stnd,RFA,"$1,000,000",76,99,14,20,34,12:43,"$10,101","$71,428","$50,000","$29,411","$1,034"
56,"Ekholm, Mattias",LD,25,Stnd,RFA,"$1,037,500",82,114,8,27,35,20:14,"$9,100","$129,687","$38,425","$29,642",$625
57,"Jones, Seth",RD,21,ELC,RFA,"$925,000",81,157,3,28,31,22:04,"$5,891","$308,333","$33,035","$29,838",$517
58,"Glendening, Luke","C, RW, LW",26,Stnd,UFA,"$628,333",81,88,8,13,21,14:34,"$7,140","$78,541","$48,333","$29,920",$532
59,"Fleischmann, Tomas",LW,31,Stnd,UFA,"$750,000",76,123,14,11,25,15:13,"$6,097","$53,571","$68,181","$30,000",$648
60,"Strome, Ryan","C, RW",22,ELC,RFA,"$863,333",71,132,8,20,28,15:39,"$6,540","$107,916","$43,166","$30,833",$776
61,"Fast, Jesper",RW,24,Stnd,RFA,"$950,000",79,75,10,20,30,14:56,"$12,666","$95,000","$47,500","$31,666",$805
62,"Nichushkin, Valeri","LW, RW",20,ELC,RFA,"$925,000",79,139,9,20,29,13:55,"$6,654","$102,777","$46,250","$31,896",$841
63,"Pirri, Brandon","RW, LW",24,Stnd,UFA,"$925,000",61,128,14,15,29,14:30,"$7,226","$66,071","$61,666","$31,896","$1,045"
64,"Lindholm, Hampus",LD,21,ELC,RFA,"$894,167",80,149,10,18,28,22:00,"$6,001","$89,416","$49,675","$31,934",$508
65,"Stone, Michael",RD,25,Stnd,RFA,"$1,150,000",75,161,6,30,36,22:27,"$7,142","$191,666","$38,333","$31,944",$682
66,"Smith-Pelly, Devante","RW, LW",23,Stnd,UFA,"$800,000",64,94,14,11,25,12:17,"$8,510","$57,142","$72,727","$32,000","$1,017"
67,"Baertschi, Sven",LW,23,Stnd,RFA,"$900,000",69,108,15,13,28,13:27,"$8,333","$60,000","$69,230","$32,142",$969
68,"Schlemko, David",LD,28,Stnd,UFA,"$625,000",67,104,6,13,19,18:38,"$6,009","$104,166","$48,076","$32,894",$500
69,"Vatanen, Sami",LD/RD,24,Stnd,RFA,"$1,262,500",71,140,9,29,38,21:18,"$9,017","$140,277","$43,534","$33,223",$834
70,"Marchessault, Jonathan","LW, RW",25,Stnd,UFA,"$600,000",45,81,7,11,18,12:05,"$7,407","$85,714","$54,545","$33,333","$1,103"
71,"Hoffman, Mike","RW, LW",26,Stnd,RFA,"$2,000,000",78,242,29,30,59,17:32,"$8,264","$68,965","$66,666","$33,898","$1,462"
72,"Ceci, Cody",RD,22,ELC,RFA,"$894,167",75,116,10,16,26,19:18,"$7,708","$89,416","$55,885","$34,391",$617
73,"Dumba, Matt",RD,21,ELC,RFA,"$894,167",81,152,10,16,26,16:50,"$5,882","$89,416","$55,885","$34,391",$655
74,"Cizikas, Casey",C,24,Stnd,RFA,"$1,000,000",80,84,8,21,29,12:40,"$11,904","$125,000","$47,619","$34,482",$986
75,"Raffl, Michael","LW, RW",27,Stnd,UFA,"$1,100,000",82,132,13,18,31,14:17,"$8,333","$84,615","$61,111","$35,483",$939
76,"Pastrnak, David",RW,19,ELC,RFA,"$925,000",51,108,15,11,26,13:56,"$8,564","$61,666","$84,090","$35,576","$1,301"
77,"Tierney, Chris",C,21,ELC,RFA,"$711,667",79,96,7,13,20,13:11,"$7,413","$101,666","$54,743","$35,583",$683
78,"Murray, Ryan",LD,22,ELC,RFA,"$894,167",82,90,4,21,25,22:50,"$9,935","$223,541","$42,579","$35,766",$477
79,"Hutton, Ben",LD,22,ELC,RFA,"$896,250",75,104,1,24,25,19:52,"$8,617","$896,250","$37,343","$35,850",$601
80,"Boucher, Reid",LW,22,ELC,RFA,"$692,500",39,74,8,11,19,14:16,"$9,358","$86,562","$62,954","$36,447","$1,244"
81,"Parenteau, PA",RW,32,Stnd,UFA,"$1,500,000",77,168,20,21,41,16:15,"$8,928","$75,000","$71,428","$36,585","$1,198"
82,"Slavin, Jaccob",LD,21,ELC,RFA,"$742,500",63,84,2,18,20,20:59,"$8,839","$371,250","$41,250","$37,125",$561
83,"Andrighetto, Sven","RW, LW",22,ELC,RFA,"$633,333",44,74,7,10,17,14:07,"$8,558","$90,476","$63,333","$37,254","$1,019"
84,"Kennedy, Tyler",C,29,Stnd,UFA,"$600,000",50,72,3,13,16,13:25,"$8,333","$200,000","$46,153","$37,500",$894
85,"Miller, Colin",RD,23,ELC,RFA,"$602,500",42,59,3,13,16,15:47,"$10,211","$200,833","$46,346","$37,656",$908
86,"Weise, Dale","RW, LW",27,Stnd,UFA,"$1,025,000",71,136,14,13,27,13:24,"$7,536","$73,214","$78,846","$37,962","$1,077"
87,"Sheahan, Riley","LW, C",24,Stnd,RFA,"$950,000",81,128,14,11,25,15:13,"$7,421","$67,857","$86,363","$38,000",$770
88,"Blandisi, Joseph",C,21,ELC,RFA,"$648,333",41,43,5,12,17,15:36,"$15,077","$129,666","$54,027","$38,137","$1,013"
89,"Kühnhackl, Tom",RW,23,Stnd,RFA,"$575,000",42,52,5,10,15,12:12,"$11,057","$115,000","$57,500","$38,333","$1,122"
90,"Wilson, Tom",RW,21,ELC,RFA,"$894,167",82,99,7,16,23,12:54,"$9,031","$127,738","$55,885","$38,876",$845
91,"Pearson, Tanner",LW,23,Stnd,RFA,"$1,400,000",79,137,15,21,36,14:27,"$10,218","$93,333","$66,666","$38,888","$1,226"
92,"Kuznetsov, Evgeny",C,23,Stnd,RFA,"$3,000,000",82,193,20,57,77,17:24,"$15,544","$150,000","$52,631","$38,961","$2,102"
93,"Zucker, Jason","LW, RW",23,Stnd,RFA,"$900,250",71,158,13,10,23,15:34,"$5,697","$69,250","$90,025","$39,141",$814
94,"Arvidsson, Viktor","RW, LW",22,ELC,RFA,"$631,667",56,139,8,8,16,12:24,"$4,544","$78,958","$78,958","$39,479",$909
95,"Nestrasil, Andrej","C, RW, LW",24,Stnd,UFA,"$912,500",55,105,9,14,23,14:21,"$8,690","$101,388","$65,178","$39,673","$1,156"
96,"Connauton, Kevin",LD,25,Stnd,UFA,"$683,333",65,109,5,12,17,16:44,"$6,269","$136,666","$56,944","$40,196",$628
97,"Connolly, Brett","RW, LW",23,Stnd,UFA,"$1,025,000",71,95,9,16,25,12:57,"$10,789","$113,888","$64,062","$41,000","$1,114"
98,"Laughton, Scott","LW, C",21,ELC,RFA,"$863,333",71,85,7,14,21,10:26,"$10,156","$123,333","$61,666","$41,111","$1,165"
99,"Prince, Shane",LW,23,Stnd,RFA,"$700,000",62,88,6,11,17,11:13,"$7,954","$116,666","$63,636","$41,176","$1,006"
100,"Karlsson, William",C,22,ELC,RFA,"$830,833",81,108,9,11,20,14:28,"$7,692","$92,314","$75,530","$41,541",$709
101,"Hanifin, Noah",LD,18,ELC,RFA,"$925,000",79,122,4,18,22,17:54,"$7,581","$231,250","$51,388","$42,045",$654
102,"Schenn, Brayden","C, LW",24,Stnd,RFA,"$2,500,000",80,178,26,33,59,16:53,"$14,044","$96,153","$75,757","$42,372","$1,850"
103,"Trouba, Jacob",RD,21,ELC,RFA,"$894,167",81,133,6,15,21,22:03,"$6,723","$149,027","$59,611","$42,579",$500
104,"Abdelkader, Justin","LW, RW",28,Stnd,UFA,"$1,800,000",82,155,19,23,42,18:26,"$11,612","$94,736","$78,260","$42,857","$1,190"
105,"Brown, J.T.",RW,25,Stnd,RFA,"$950,000",78,140,8,14,22,13:21,"$6,785","$118,750","$67,857","$43,181",$912
106,"Okposo, Kyle",RW,27,Stnd,UFA,"$2,800,000",79,202,22,42,64,18:12,"$13,861","$127,272","$66,666","$43,750","$1,947"
107,"Miller, Kevan",RD,28,Stnd,UFA,"$800,000",71,64,5,13,18,19:03,"$12,500","$160,000","$61,538","$44,444",$591
108,"Nieto, Matt","LW, RW",23,ELC,RFA,"$759,167",67,90,8,9,17,13:09,"$8,435","$94,895","$84,351","$44,656",$861
109,"Lazar, Curtis","C, RW",20,ELC,RFA,"$894,167",76,78,6,14,20,13:51,"$11,463","$149,027","$63,869","$44,708",$849
110,"Couturier, Sean",C,23,Stnd,RFA,"$1,750,000",63,119,11,28,39,18:36,"$14,705","$159,090","$62,500","$44,871","$1,493"
111,"Athanasiou, Andreas","C, LW, RW",21,ELC,RFA,"$628,333",37,53,9,5,14,9:01,"$11,855","$69,814","$125,666","$44,880","$1,883"
112,"Ferland, Micheal","LW, RW",23,Stnd,RFA,"$825,000",71,122,4,14,18,12:36,"$6,762","$206,249","$58,928","$45,833",$922
113,"Wideman, Chris",RD,25,Stnd,UFA,"$600,000",64,87,6,7,13,13:57,"$6,896","$100,000","$85,714","$46,153",$672
114,"Rozsíval, Michal",RD,37,35+,UFA,"$600,000",51,41,1,12,13,16:09,"$14,634","$600,000","$50,000","$46,153",$728
115,"McNabb, Brayden",LD,24,Stnd,RFA,"$650,000",81,91,2,12,14,18:48,"$7,142","$325,000","$54,166","$46,428",$426
116,"Larsson, Johan","C, LW",23,Stnd,RFA,"$800,000",74,95,10,7,17,14:49,"$8,421","$80,000","$114,285","$47,058",$729
117,"Maatta, Olli",LD,21,ELC,RFA,"$894,167",67,95,6,13,19,19:57,"$9,412","$149,027","$68,782","$47,061",$668
118,"Gustafsson, Erik",LD/RD,23,ELC,RFA,"$667,500",41,58,0,14,14,15:26,"$11,508",∞,"$47,678","$47,678","$1,054"
119,"Di Giuseppe, Phillip",LW,22,ELC,RFA,"$817,500",41,68,7,10,17,14:15,"$12,022","$116,785","$81,750","$48,088","$1,399"
120,"Skille, Jack",RW,28,Stnd,UFA,"$675,000",74,106,8,6,14,8:49,"$6,367","$84,375","$112,500","$48,214","$1,034"
121,"Santorelli, Mike","C, RW",30,Stnd,UFA,"$875,000",70,81,9,9,18,10:05,"$10,802","$97,222","$97,222","$48,611","$1,239"
122,"Lowry, Adam",C,22,ELC,RFA,"$828,333",74,73,7,10,17,14:01,"$11,347","$118,333","$82,833","$48,725",$798
123,"McCann, Jared","LW, C",19,ELC,RFA,"$894,167",69,106,9,9,18,12:31,"$8,435","$99,351","$99,351","$49,675","$1,035"
124,"Girgensons, Zemgus","C, LW",21,ELC,RFA,"$894,167",71,110,7,11,18,15:02,"$8,128","$127,738","$81,287","$49,675",$837
125,"Chimera, Jason","LW, RW",36,35+,UFA,"$2,000,000",82,165,20,20,40,14:03,"$12,121","$100,000","$100,000","$50,000","$1,735"
126,"Upshall, Scottie",LW,32,Stnd,UFA,"$700,000",70,113,6,8,14,10:56,"$6,194","$116,666","$87,500","$50,000",$914
127,"Dumoulin, Brian",LD,24,Stnd,RFA,"$800,000",79,101,0,16,16,18:53,"$7,920",∞,"$50,000","$50,000",$536
128,"White, Ryan",C,27,Stnd,UFA,"$800,000",73,88,11,5,16,12:33,"$9,090","$72,727","$160,000","$50,000",$873
129,"Byron, Paul","LW, RW",26,Stnd,UFA,"$900,000",62,50,11,7,18,13:45,"$18,000","$81,818","$128,571","$50,000","$1,055"
130,"Galchenyuk, Alex","LW, C, RW",21,Stnd,RFA,"$2,800,000",82,201,30,26,56,16:15,"$13,930","$93,333","$107,692","$50,000","$2,101"
131,"Pesce, Brett",RD,21,ELC,RFA,"$809,167",69,85,4,12,16,18:46,"$9,519","$202,291","$67,430","$50,572",$624
132,"Schmidt, Nate",LD/RD,24,Stnd,RFA,"$812,500",72,80,2,14,16,18:04,"$10,156","$406,250","$58,035","$50,781",$624
133,"Murphy, Connor",RD,22,ELC,RFA,"$863,333",78,101,6,11,17,20:30,"$8,547","$143,888","$78,484","$50,784",$539
134,"Bellemare, Pierre-Édouard","C, LW",30,Stnd,UFA,"$712,500",74,102,7,7,14,13:34,"$6,985","$101,785","$101,785","$50,892",$709
135,"VandeVelde, Chris","C, LW",28,Stnd,UFA,"$712,500",79,77,2,12,14,13:33,"$9,253","$356,250","$59,375","$50,892",$665
136,"Zibanejad, Mika",C,22,Stnd,RFA,"$2,625,000",81,184,21,30,51,17:45,"$14,266","$125,000","$87,500","$51,470","$1,825"
137,"Savard, David",RD,25,Stnd,RFA,"$1,300,000",65,122,4,21,25,23:10,"$10,655","$325,000","$61,904","$52,000",$863
138,"Carter, Ryan","C, LW",32,Stnd,UFA,"$625,000",60,62,7,5,12,11:08,"$10,080","$89,285","$125,000","$52,083",$935
139,"Nash, Riley","C, RW",26,Stnd,UFA,"$1,150,000",64,76,9,13,22,12:57,"$15,131","$127,777","$88,461","$52,272","$1,387"
140,"Smith, Zack","LW, C",27,Stnd,UFA,"$1,887,500",81,121,25,11,36,15:23,"$15,599","$75,500","$171,590","$52,430","$1,514"
141,"Martin, Matt","LW, RW",26,Stnd,UFA,"$1,000,000",80,86,10,9,19,10:33,"$11,627","$100,000","$111,111","$52,631","$1,184"
142,"Beaulieu, Nathan",LD/RD,23,Stnd,RFA,"$1,000,000",64,74,2,17,19,17:27,"$13,513","$500,000","$58,823","$52,631",$895
143,"Nielsen, Frans","C, LW",31,Stnd,UFA,"$2,750,000",81,181,20,32,52,17:43,"$15,193","$137,500","$85,937","$52,884","$1,916"
144,"Jagr, Jaromir",RW,43,35+,UFA,"$3,500,000",79,143,27,39,66,17:04,"$24,475","$129,629","$89,743","$53,030","$2,595"
145,"Barrie, Tyson",RD,24,Stnd,RFA,"$2,600,000",78,172,13,36,49,23:11,"$15,116","$200,000","$72,222","$53,061","$1,437"
146,"Deslauriers, Nicolas","RW, LW",24,Stnd,RFA,"$637,500",70,72,6,6,12,10:19,"$8,854","$106,250","$106,250","$53,125",$882
147,"Davidson, Brandon",LD,24,Stnd,RFA,"$585,000",51,63,4,7,11,19:11,"$9,285","$146,250","$83,571","$53,181",$597
148,"Eakin, Cody",C,24,Stnd,RFA,"$1,900,000",82,132,16,19,35,16:22,"$14,393","$118,750","$100,000","$54,285","$1,415"
149,"Stalberg, Viktor","LW, RW",29,Stnd,UFA,"$1,100,000",75,125,9,11,20,12:12,"$8,800","$122,222","$100,000","$55,000","$1,202"
150,"Huberdeau, Jonathan",LW,22,Stnd,RFA,"$3,250,000",76,174,20,39,59,18:08,"$18,678","$162,500","$83,333","$55,084","$2,358"
151,"Toffoli, Tyler","RW, LW",23,Stnd,RFA,"$3,250,000",82,213,31,27,58,17:18,"$15,258","$104,838","$120,370","$56,034","$2,290"
152,"Etem, Emerson","LW, RW",23,Stnd,RFA,"$850,500",58,100,7,8,15,13:08,"$8,505","$121,500","$106,312","$56,700","$1,116"
153,"Fiddler, Vernon","C, LW",35,Stnd,UFA,"$1,250,000",82,98,12,10,22,11:38,"$12,755","$104,166","$125,000","$56,818","$1,310"
154,"Josefson, Jacob","C, LW",24,Stnd,RFA,"$800,000",58,86,4,10,14,15:31,"$9,302","$200,000","$80,000","$57,142",$888
155,"Stone, Mark",RW,23,Stnd,RFA,"$3,500,000",75,151,23,38,61,20:06,"$23,178","$152,173","$92,105","$57,377","$2,321"
156,"Farnham, Bobby",RW,26,Stnd,UFA,"$575,000",53,50,8,2,10,9:19,"$11,500","$71,875","$287,500","$57,500","$1,164"
157,"Watson, Austin","RW, LW",23,Stnd,RFA,"$575,000",57,55,3,7,10,10:00,"$10,454","$191,666","$82,142","$57,500","$1,008"
158,"Cracknell, Adam",RW,30,Stnd,UFA,"$575,000",52,68,5,5,10,12:14,"$8,455","$115,000","$115,000","$57,500",$903
159,"Kreider, Chris",LW,24,Stnd,RFA,"$2,475,000",79,158,21,22,43,15:57,"$15,664","$117,857","$112,500","$57,558","$1,964"
160,"Paquette, Cédric","C, LW",22,ELC,RFA,"$633,333",56,50,6,5,11,12:44,"$12,666","$105,555","$126,666","$57,575",$888
161,"Benn, Jordie",LD/RD,28,Stnd,UFA,"$700,000",64,58,3,9,12,15:39,"$12,068","$233,333","$77,777","$58,333",$698
162,"Andreoff, Andy","LW, C",24,Stnd,RFA,"$587,500",60,46,8,2,10,8:47,"$12,771","$73,437","$293,750","$58,750","$1,114"
163,"Shaw, Andrew","C, RW",24,Stnd,RFA,"$2,000,000",78,153,14,20,34,14:39,"$13,071","$142,857","$100,000","$58,823","$1,750"
164,"Benn, Jamie","LW, C",26,Stnd,UFA,"$5,250,000",82,247,41,48,89,20:01,"$21,255","$128,048","$109,375","$58,988","$3,198"
165,"Rust, Bryan","RW, LW",23,ELC,RFA,"$652,500",41,68,4,7,11,12:29,"$9,595","$163,125","$93,214","$59,318","$1,274"
166,"Jaskin, Dmitrij","RW, LW",22,Stnd,RFA,"$775,000",65,92,4,9,13,11:51,"$8,423","$193,750","$86,111","$59,615","$1,006"
167,"Barberio, Mark",LD,25,Stnd,RFA,"$600,000",30,32,2,8,10,14:59,"$18,750","$300,000","$75,000","$60,000","$1,334"
168,"Shore, Nick",C,23,Stnd,RFA,"$600,000",68,90,3,7,10,12:24,"$6,666","$200,000","$85,714","$60,000",$711
169,"Ferraro, Landon","C, RW",24,Stnd,UFA,"$600,000",68,77,5,5,10,10:36,"$7,792","$120,000","$120,000","$60,000",$832
170,"Marchenko, Alexey",RD,23,ELC,RFA,"$666,667",66,40,2,9,11,16:49,"$16,666","$333,333","$74,074","$60,606",$600
171,"Tatar, Tomas","LW, RW",25,Stnd,RFA,"$2,750,000",81,165,21,24,45,14:21,"$16,666","$130,952","$114,583","$61,111","$2,365"
172,"Pulkkinen, Teemu",LW,23,Stnd,RFA,"$735,000",36,65,6,6,12,11:34,"$11,307","$122,500","$122,500","$61,250","$1,765"
173,"Desjardins, Andrew",C,29,Stnd,UFA,"$800,000",77,96,8,5,13,13:22,"$8,333","$100,000","$160,000","$61,538",$777
174,"Kalinin, Sergei",RW,24,ELC,RFA,"$925,000",78,70,8,7,15,13:19,"$13,214","$115,625","$132,142","$61,666",$890
175,"Manson, Josh",RD,24,ELC,RFA,"$925,000",71,88,5,10,15,18:46,"$10,511","$185,000","$92,500","$61,666",$694
176,"Petrovic, Alex",RD,23,Stnd,RFA,"$1,050,000",66,53,2,15,17,16:57,"$19,811","$525,000","$70,000","$61,764",$938
177,"Niederreiter, Nino","LW, RW",23,Stnd,RFA,"$2,666,667",82,159,20,23,43,15:32,"$16,771","$133,333","$115,942","$62,015","$2,093"
178,"Williams, Justin",RW,34,Stnd,UFA,"$3,250,000",82,201,22,30,52,16:39,"$16,169","$147,727","$108,333","$62,500","$2,380"
179,"Nelson, Brock","C, LW",24,Stnd,RFA,"$2,500,000",81,165,26,14,40,15:48,"$15,151","$96,153","$178,571","$62,500","$1,953"
180,"Fontaine, Justin",RW,28,Stnd,UFA,"$1,000,000",60,54,5,11,16,11:51,"$18,518","$200,000","$90,909","$62,500","$1,406"
181,"Pakarinen, Iiro",RW,24,ELC,RFA,"$817,500",63,76,5,8,13,10:44,"$10,756","$163,500","$102,187","$62,884","$1,208"
182,"Mitchell, Torrey","C, RW",30,Stnd,UFA,"$1,200,000",71,69,11,8,19,12:41,"$17,391","$109,090","$150,000","$63,157","$1,332"
183,"Killorn, Alex",LW,26,Stnd,RFA,"$2,550,000",81,154,14,26,40,16:47,"$16,558","$182,142","$98,076","$63,750","$1,875"
184,"Rasmussen, Dennis",C,25,Stnd,RFA,"$575,000",44,42,4,5,9,9:09,"$13,690","$143,750","$115,000","$63,888","$1,428"
185,"Gomez, Scott",C,36,35+,UFA,"$575,000",34,20,1,8,9,11:20,"$28,750","$575,000","$71,875","$63,888","$1,492"
186,"Bonino, Nick",C,27,Stnd,UFA,"$1,900,000",63,97,9,20,29,15:50,"$19,587","$211,111","$95,000","$65,517","$1,904"
187,"Josi, Roman",LD,25,Stnd,UFA,"$4,000,000",81,198,14,47,61,25:29:00,"$20,202","$285,714","$85,106","$65,573","$1,937"
188,"Hansen, Jannik",RW,29,Stnd,UFA,"$2,500,000",67,117,22,16,38,16:26,"$21,367","$113,636","$156,250","$65,789","$2,270"
