#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
189,"Atkinson, Cam","RW, LW",26,Stnd,UFA,"$3,500,000",81,226,27,26,53,17:47,"$15,486","$129,629","$134,615","$66,037","$2,429"
190,"van Riemsdyk, Trevor",RD,24,ELC,RFA,"$925,000",82,85,3,11,14,19:59,"$10,882","$308,333","$84,090","$66,071",$564
191,"McCabe, Jake",LD,22,ELC,RFA,"$925,000",77,62,4,10,14,19:07,"$14,919","$231,250","$92,499","$66,071",$628
192,"Simmonds, Wayne","RW, LW",27,Stnd,UFA,"$3,975,000",81,229,32,28,60,17:14,"$17,358","$124,218","$141,964","$66,250","$2,847"
193,"Vey, Linden","RW, C",24,Stnd,UFA,"$1,000,000",41,40,4,11,15,15:45,"$25,000","$250,000","$90,909","$66,666","$1,548"
194,"Bennett, Beau","RW, LW",24,Stnd,UFA,"$800,000",33,52,6,6,12,11:53,"$15,384","$133,333","$133,333","$66,666","$2,040"
195,"McBain, Jamie",RD,27,Stnd,UFA,"$600,000",44,32,2,7,9,12:14,"$18,750","$300,000","$85,714","$66,666","$1,114"
196,"Jokinen, Jussi","LW, RW",32,Stnd,UFA,"$4,000,000",81,153,18,42,60,18:17,"$26,143","$222,222","$95,238","$66,666","$2,700"
197,"Comeau, Blake","LW, RW",29,Stnd,UFA,"$2,400,000",81,142,12,24,36,17:37,"$16,901","$200,000","$100,000","$66,666","$1,681"
198,"Johansen, Ryan","C, RW",23,Stnd,RFA,"$4,000,000",80,185,14,46,60,17:33,"$21,621","$285,714","$86,956","$66,666","$2,849"
199,"Sheary, Conor","LW, RW",23,ELC,RFA,"$667,500",44,51,7,3,10,9:45,"$13,088","$95,357","$222,500","$66,750","$1,555"
200,"Richardson, Brad",C,30,Stnd,UFA,"$2,083,333",82,117,11,20,31,15:37,"$17,806","$189,393","$104,166","$67,204","$1,626"
201,"Eriksson, Loui","LW, RW",30,Stnd,UFA,"$4,250,000",82,184,30,33,63,19:28,"$23,097","$141,666","$128,787","$67,460","$2,662"
202,"Martinsen, Andreas",C,25,ELC,RFA,"$742,500",55,52,4,7,11,11:05,"$14,278","$185,625","$106,071","$67,500","$1,218"
203,"Eaves, Patrick","RW, LW",31,Stnd,UFA,"$1,150,000",54,86,11,6,17,12:58,"$13,372","$104,545","$191,666","$67,647","$1,642"
204,"Granlund, Mikael","C, RW",23,Stnd,RFA,"$3,000,000",82,160,13,31,44,18:07,"$18,750","$230,769","$96,774","$68,181","$2,019"
205,"Smith, Reilly","RW, LW",24,Stnd,RFA,"$3,425,000",82,173,25,25,50,18:36,"$19,797","$137,000","$137,000","$68,500","$2,245"
206,"Virtanen, Jake","RW, LW",19,ELC,RFA,"$894,167",55,94,7,6,13,11:33,"$9,512","$127,738","$149,027","$68,782","$1,407"
207,"Nylander, William","RW, LW",19,ELC,RFA,"$894,167",22,43,6,7,13,16:20,"$20,794","$149,027","$127,738","$68,782","$2,488"
208,"Orlov, Dmitry",LD/RD,24,Stnd,RFA,"$2,000,000",82,90,8,21,29,16:01,"$22,222","$250,000","$95,238","$68,965","$1,522"
209,"Roussel, Antoine",LW,26,Stnd,UFA,"$2,000,000",80,111,13,16,29,13:51,"$18,018","$153,846","$125,000","$68,965","$1,805"
210,"Sustr, Andrej",RD,25,Stnd,RFA,"$1,450,000",77,65,4,17,21,16:50,"$22,307","$362,500","$85,294","$69,047","$1,118"
211,"Ribeiro, Mike",C,35,35+,UFA,"$3,500,000",81,76,7,43,50,17:26,"$46,052","$500,000","$81,395","$70,000","$2,478"
212,"Pacioretty, Max",LW,27,Stnd,UFA,"$4,500,000",82,303,30,34,64,18:31,"$14,851","$150,000","$132,352","$70,312","$2,963"
213,"Gudas, Radko",RD,25,Stnd,RFA,"$991,667",76,150,5,9,14,19:50,"$6,611","$198,333","$110,185","$70,833",$657
214,"Copp, Andrew","C, LW",21,ELC,RFA,"$925,000",77,54,7,6,13,8:00,"$17,129","$132,142","$154,166","$71,153","$1,501"
215,"Giordano, Mark",LD,32,Stnd,UFA,"$4,020,000",82,212,21,35,56,24:47:00,"$18,962","$191,428","$114,857","$71,785","$1,978"
216,"Wheeler, Blake","RW, C",29,Stnd,UFA,"$5,600,000",82,256,26,52,78,19:47,"$21,875","$215,384","$107,692","$71,794","$3,452"
217,"Faksa, Radek",C,21,ELC,RFA,"$863,333",45,67,5,7,12,12:21,"$12,885","$172,666","$123,333","$71,944","$1,553"
218,"Letestu, Mark","C, RW",30,Stnd,UFA,"$1,800,000",82,107,10,15,25,15:46,"$16,822","$180,000","$120,000","$72,000","$1,392"
219,"Vatrano, Frank","RW, LW",21,ELC,RFA,"$792,500",39,99,8,3,11,11:52,"$8,005","$99,062","$264,166","$72,045","$1,712"
220,"Chipchura, Kyle","C, RW",29,Stnd,UFA,"$875,000",70,47,4,8,12,10:14,"$18,617","$218,750","$109,375","$72,916","$1,221"
221,"Perreault, Mathieu","LW, RW",27,Stnd,UFA,"$3,000,000",71,133,9,32,41,16:32,"$22,556","$333,333","$93,750","$73,170","$2,555"
222,"Klingberg, John",RD,23,Stnd,UFA,"$4,250,000",76,171,10,48,58,22:41,"$24,853","$425,000","$88,541","$73,275","$2,465"
223,"Boedker, Mikkel","LW, RW",26,Stnd,UFA,"$3,750,000",80,166,17,34,51,18:32,"$22,590","$220,588","$110,294","$73,529","$2,529"
224,"Zuccarello, Mats","LW, RW",28,Stnd,UFA,"$4,500,000",81,166,26,35,61,18:28,"$27,108","$173,076","$128,571","$73,770","$3,008"
225,"Marchand, Brad",LW,27,Stnd,UFA,"$4,500,000",77,250,37,24,61,18:36,"$18,000","$121,621","$187,500","$73,770","$3,142"
226,"Burmistrov, Alexander","C, RW",24,Stnd,UFA,"$1,550,000",81,102,7,14,21,16:10,"$15,196","$221,428","$110,714","$73,809","$1,183"
227,"Maroon, Patrick","LW, RW",27,Stnd,UFA,"$2,000,000",72,104,12,15,27,12:20,"$19,230","$166,666","$133,333","$74,074","$2,252"
228,"Klefbom, Oscar",LD,22,ELC,RFA,"$894,167",30,48,4,8,12,21:53,"$18,628","$223,541","$111,770","$74,513","$1,362"
229,"Holden, Nick",LD,28,Stnd,UFA,"$1,650,000",82,98,6,16,22,21:52,"$16,836","$275,000","$103,124","$75,000",$920
230,"Jooris, Josh",C,25,Stnd,UFA,"$975,000",59,80,4,9,13,12:17,"$12,187","$243,750","$108,333","$75,000","$1,345"
231,"Jokipakka, Jyrki",LD,24,Stnd,UFA,"$900,000",58,45,2,10,12,15:33,"$20,000","$450,000","$90,000","$75,000",$997
232,"Hanzal, Martin",C,28,Stnd,UFA,"$3,100,000",64,141,13,28,41,17:47,"$21,985","$238,461","$110,714","$75,609","$2,723"
233,"Dahlbeck, Klas",LD,24,Stnd,UFA,"$605,000",71,64,2,6,8,15:43,"$9,453","$302,500","$100,833","$75,625",$542
234,"McGinn, Jamie","LW, RW",27,Stnd,UFA,"$2,950,000",84,156,22,17,39,14:17,"$18,910","$134,090","$173,529","$75,641","$2,458"
235,"Backlund, Mikael",C,26,Stnd,UFA,"$3,575,000",82,155,21,26,47,16:25,"$23,064","$170,238","$137,500","$76,063","$2,655"
236,"Ward, Joel",RW,35,Stnd,UFA,"$3,275,000",79,138,21,22,43,16:58,"$23,731","$155,952","$148,863","$76,162","$2,443"
237,"Coyle, Charlie","C, RW",23,Stnd,UFA,"$3,200,000",82,140,21,21,42,17:18,"$22,857","$152,380","$152,380","$76,190","$2,255"
238,"Cousins, Nick","LW, C",22,ELC,RFA,"$842,500",36,41,6,5,11,10:43,"$20,548","$140,416","$168,500","$76,590","$2,183"
239,"Granlund, Markus","RW, LW, C",22,ELC,RFA,"$767,500",47,56,6,4,10,13:46,"$13,705","$127,916","$191,875","$76,750","$1,186"
240,"Burns, Brent",RD,30,Stnd,UFA,"$5,760,000",82,353,27,48,75,25:51:00,"$16,317","$213,333","$120,000","$76,800","$2,717"
241,"Pavelski, Joe","RW, C",31,Stnd,UFA,"$6,000,000",82,224,38,40,78,19:48,"$26,785","$157,894","$150,000","$76,923","$3,695"
242,"Voracek, Jakub","RW, LW",26,Stnd,UFA,"$4,250,000",73,213,11,44,55,18:35,"$19,953","$386,363","$96,590","$77,272","$3,132"
243,"Gionta, Stephen","C, RW",32,Stnd,UFA,"$850,000",82,62,1,10,11,12:12,"$13,709","$850,000","$85,000","$77,272",$849
244,"Krug, Torey",LD,24,Stnd,RFA,"$3,400,000",81,244,4,40,44,21:36,"$13,934","$850,000","$85,000","$77,272","$1,943"
245,"Howden, Quinton","C, LW",23,Stnd,UFA,"$850,500",58,54,6,5,11,10:22,"$15,750","$141,750","$170,100","$77,318","$1,414"
246,"Paajarvi, Magnus","LW, RW",24,Stnd,RFA,"$700,000",48,88,3,6,9,12:51,"$7,954","$233,333","$116,666","$77,777","$1,134"
247,"Salomaki, Miikka","LW, RW",22,ELC,RFA,"$780,833",61,61,5,5,10,12:00,"$12,800","$156,166","$156,166","$78,083","$1,066"
248,"Ellis, Ryan",RD,24,Stnd,UFA,"$2,500,000",79,152,10,22,32,20:53,"$16,447","$250,000","$113,636","$78,125","$1,515"
249,"Anisimov, Artem","C, LW",27,Stnd,UFA,"$3,283,333",77,121,20,22,42,18:05,"$27,134","$164,166","$149,242","$78,174","$2,358"
250,"Tavares, John",C,25,Stnd,UFA,"$5,500,000",78,250,33,37,70,19:59,"$22,000","$166,666","$148,648","$78,571","$3,528"
251,"Seguin, Tyler","C, RW",23,Stnd,UFA,"$5,750,000",72,278,33,40,73,19:26,"$20,683","$174,242","$143,750","$78,767","$4,109"
252,"Karlsson, Erik",RD,25,Stnd,UFA,"$6,500,000",82,248,16,66,82,28:58:00,"$26,209","$406,250","$98,484","$79,268","$2,736"
253,"Hayes, Jimmy",RW,26,Stnd,UFA,"$2,300,000",75,127,13,16,29,13:49,"$18,110","$176,923","$143,750","$79,310","$2,219"
254,"Dzingel, Ryan","LW, RW, C",23,ELC,RFA,"$715,000",30,23,3,6,9,10:47,"$31,086","$238,333","$119,166","$79,444","$2,210"
255,"Terry, Chris","LW, RW",26,Stnd,UFA,"$875,000",68,78,8,3,11,11:16,"$11,217","$109,375","$291,666","$79,545","$1,142"
256,"Henrique, Adam",C,25,Stnd,UFA,"$4,000,000",80,149,30,20,50,19:49,"$26,845","$133,333","$200,000","$80,000","$2,523"
257,"Pateryn, Greg",RD,25,Stnd,RFA,"$562,500",38,32,1,6,7,16:44,"$17,578","$562,500","$93,750","$80,357",$884
258,"Lehterä, Jori","LW, C",28,Stnd,UFA,"$2,750,000",79,83,9,25,34,16:04,"$33,132","$305,555","$110,000","$80,882","$2,166"
259,"Johansson, Marcus","C, LW, RW",25,Stnd,RFA,"$3,750,000",74,132,17,29,46,16:38,"$28,409","$220,588","$129,310","$81,521","$3,046"
260,"Foligno, Marcus","LW, RW",24,Stnd,RFA,"$1,875,000",75,81,10,13,23,13:11,"$23,148","$187,500","$144,230","$81,521","$1,896"
261,"Helm, Darren","C, LW, RW",28,Stnd,UFA,"$2,125,000",77,165,13,13,26,15:04,"$12,878","$163,461","$163,461","$81,730","$1,831"
262,"Brodziak, Kyle",C,31,Stnd,UFA,"$900,000",76,49,7,4,11,10:48,"$18,367","$128,571","$225,000","$81,818","$1,096"
263,"Oshie, T.J.","RW, C",29,Stnd,UFA,"$4,175,000",80,185,26,25,51,18:57,"$22,567","$160,576","$167,000","$81,862","$2,753"
264,"Komarov, Leo","RW, LW, C",28,Stnd,UFA,"$2,950,000",67,130,19,17,36,17:50,"$22,692","$155,263","$173,529","$81,944","$2,468"
265,"Bjorkstrand, Oliver","RW, LW",20,ELC,RFA,"$655,833",12,25,4,4,8,15:58,"$26,233","$163,958","$163,958","$81,979","$3,422"
266,"Latta, Michael",C,24,Stnd,UFA,"$575,000",43,29,3,4,7,8:05,"$19,827","$191,666","$143,750","$82,142","$1,654"
267,"Porter, Chris",LW,31,Stnd,UFA,"$575,000",61,45,4,3,7,9:38,"$12,777","$143,750","$191,666","$82,142",$978
268,"Matthias, Shawn","C, LW",27,Stnd,UFA,"$2,300,000",71,101,12,16,28,13:30,"$22,772","$191,666","$143,750","$82,142","$2,399"
269,"Thornton, Joe","C, LW",36,Stnd,UFA,"$6,750,000",82,121,19,63,82,18:21,"$55,785","$355,263","$107,142","$82,317","$4,485"
270,"Nesterov, Nikita",LD,22,ELC,RFA,"$742,500",57,57,3,6,9,14:53,"$13,026","$247,500","$123,750","$82,500",$875
271,"Edmundson, Joel",LD,22,ELC,RFA,"$742,500",67,90,1,8,9,14:55,"$8,250","$742,500","$92,812","$82,500",$742
272,"Palat, Ondrej","RW, LW",24,Stnd,RFA,"$3,333,333",62,117,16,24,40,17:55,"$28,490","$208,333","$138,888","$83,333","$3,000"
273,"Hornqvist, Patric",RW,28,Stnd,UFA,"$4,250,000",82,257,22,29,51,16:50,"$16,536","$193,181","$146,551","$83,333","$3,078"
274,"Chiarot, Ben",LD,24,Stnd,RFA,"$850,000",70,74,1,9,10,14:27,"$11,486","$850,000","$94,444","$85,000",$840
275,"Stewart, Chris","RW, LW",28,Stnd,UFA,"$1,700,000",56,78,8,12,20,10:47,"$21,794","$212,500","$141,666","$85,000","$2,815"
276,"Carter, Jeff","C, RW",30,Stnd,UFA,"$5,272,727",77,242,24,38,62,18:23,"$21,788","$219,696","$138,755","$85,043","$3,724"
277,"Hedman, Victor",LD,25,Stnd,UFA,"$4,000,000",78,180,10,37,47,23:03,"$22,222","$400,000","$108,108","$85,106","$2,224"
278,"Biega, Alex",RD,27,Stnd,UFA,"$600,000",51,61,0,7,7,16:45,"$9,836",∞,"$85,714","$85,714",$702
279,"Zubrus, Dainius",LW,37,35+,UFA,"$600,000",50,33,3,4,7,11:35,"$18,181","$200,000","$150,000","$85,714","$1,035"
280,"Chiasson, Alex",RW,25,Stnd,RFA,"$1,200,000",77,88,8,6,14,13:38,"$13,636","$150,000","$200,000","$85,714","$1,143"
281,"Mitchell, John",C,30,Stnd,UFA,"$1,800,000",71,101,10,11,21,15:14,"$17,821","$180,000","$163,636","$85,714","$1,664"
282,"Brassard, Derick","LW, C",28,Stnd,UFA,"$5,000,000",80,182,27,31,58,17:53,"$27,472","$185,185","$161,290","$86,206","$3,494"
283,"Neal, James","RW, LW",28,Stnd,UFA,"$5,000,000",82,268,31,27,58,19:04,"$18,656","$161,290","$185,185","$86,206","$3,198"
284,"Nurse, Darnell",LD,20,ELC,RFA,"$863,333",69,120,3,7,10,20:13,"$7,194","$287,777","$123,333","$86,333",$618
285,"Murphy, Ryan",RD,22,ELC,RFA,"$863,333",35,47,0,10,10,17:15,"$18,368",∞,"$86,333","$86,333","$1,429"
286,"Danault, Phillip",C,22,ELC,RFA,"$863,333",51,72,4,6,10,12:45,"$11,990","$215,833","$143,888","$86,333","$1,327"
287,"Karlsson, Melker","RW, C",25,Stnd,RFA,"$1,650,000",65,96,10,9,19,13:31,"$17,187","$165,000","$183,333","$86,842","$1,878"
288,"Hudler, Jiri","LW, RW",31,Stnd,UFA,"$4,000,000",72,109,16,30,46,15:45,"$36,697","$250,000","$133,333","$86,956","$3,527"
289,"Johnson, Tyler","RW, C",25,Stnd,RFA,"$3,333,333",69,167,14,24,38,17:08,"$19,960","$238,095","$138,888","$87,719","$2,819"
290,"Moore, John",LD,25,Stnd,UFA,"$1,666,667",73,106,4,15,19,19:50,"$15,723","$416,666","$111,111","$87,719","$1,151"
291,"Stoll, Jarret",C,33,Stnd,UFA,"$800,000",80,49,4,5,9,12:10,"$16,326","$200,000","$160,000","$88,888",$821
292,"Manning, Brandon",LD,25,Stnd,RFA,"$625,000",56,67,1,6,7,16:31,"$9,328","$625,000","$104,166","$89,285",$675
293,"Trotman, Zach",RD,25,Stnd,UFA,"$625,000",38,60,2,5,7,18:33,"$10,416","$312,499","$125,000","$89,285",$886
294,"Armia, Joel","RW, LW",22,ELC,RFA,"$894,167",43,52,4,6,10,12:09,"$17,195","$223,541","$149,027","$89,416","$1,711"
295,"Drouin, Jonathan",LW,20,ELC,RFA,"$894,167",21,25,4,6,10,14:26,"$35,766","$223,541","$149,027","$89,416","$2,950"
296,"Kadri, Nazem",C,25,Stnd,RFA,"$4,100,000",76,260,17,28,45,18:16,"$15,769","$241,176","$146,428","$91,111","$2,953"
297,"Tootoo, Jordin",RW,32,Stnd,UFA,"$825,000",66,90,4,5,9,11:31,"$9,166","$206,250","$165,000","$91,666","$1,085"
298,"Calvert, Matt","LW, RW",26,Stnd,UFA,"$2,200,000",73,114,11,13,24,15:07,"$19,298","$200,000","$169,230","$91,666","$1,993"
299,"Kopitar, Anze",C,28,Stnd,UFA,"$6,800,000",81,177,25,49,74,20:52,"$38,418","$272,000","$138,775","$91,891","$4,023"
300,"Spurgeon, Jared",RD,26,Stnd,RFA,"$2,666,667",77,122,11,18,29,22:40,"$21,857","$242,424","$148,148","$91,954","$1,527"
301,"Hall, Taylor",LW,24,Stnd,UFA,"$6,000,000",82,286,26,39,65,19:12,"$20,979","$230,769","$153,846","$92,307","$3,810"
302,"Dano, Marko","C, LW, RW",21,ELC,RFA,"$925,000",34,54,5,5,10,12:15,"$17,129","$185,000","$185,000","$92,500","$2,220"
303,"Plekanec, Tomas",C,33,Stnd,UFA,"$5,000,000",82,189,14,40,54,18:31,"$26,455","$357,142","$125,000","$92,592","$3,293"
304,"Söderberg, Carl","C, LW",30,Stnd,UFA,"$4,750,000",82,163,12,39,51,18:00,"$29,141","$395,833","$121,794","$93,137","$3,218"
305,"Carr, Daniel",LW,24,ELC,RFA,"$842,500",23,39,6,3,9,12:04,"$21,602","$140,416","$280,833","$93,611","$3,035"
306,"Zidlicky, Marek",RD,38,35+,UFA,"$1,500,000",53,48,4,12,16,15:35,"$31,250","$375,000","$125,000","$93,750","$1,816"
307,"Gallagher, Brendan",RW,23,Stnd,UFA,"$3,750,000",53,173,19,21,40,16:34,"$21,676","$197,368","$178,571","$93,750","$4,270"
308,"Goloubef, Cody",RD,26,Stnd,UFA,"$750,000",43,40,1,7,8,15:07,"$18,750","$750,000","$107,142","$93,750","$1,153"
309,"Cogliano, Andrew",LW,28,Stnd,UFA,"$3,000,000",82,131,9,23,32,14:25,"$22,900","$333,333","$130,434","$93,750","$2,537"
310,"Brouwer, Troy","LW, RW",30,Stnd,UFA,"$3,666,667",82,142,18,21,39,16:59,"$25,821","$203,703","$174,603","$94,017","$2,632"
311,"Kesler, Ryan","C, RW",31,Stnd,UFA,"$5,000,000",79,164,21,32,53,19:31,"$30,487","$238,095","$156,250","$94,339","$3,242"
312,"Flynn, Brian",RW,27,Stnd,UFA,"$950,000",56,73,4,6,10,11:43,"$13,013","$237,500","$158,333","$95,000","$1,447"
313,"Lewis, Trevor",RW,28,Stnd,UFA,"$1,525,000",75,167,8,8,16,14:33,"$9,131","$190,625","$190,625","$95,312","$1,397"
314,"Ladd, Andrew",LW,30,Stnd,UFA,"$4,400,000",78,181,25,21,46,18:55,"$24,309","$176,000","$209,523","$95,652","$2,982"
315,"Backstrom, Nicklas",C,28,Stnd,UFA,"$6,700,000",75,129,20,50,70,19:10,"$51,937","$335,000","$134,000","$95,714","$4,660"
316,"Rychel, Kerby",LW,21,ELC,RFA,"$863,333",32,32,2,7,9,9:30,"$26,979","$431,666","$123,333","$95,925","$2,839"
317,"Silfverberg, Jakob","RW, LW",25,Stnd,UFA,"$3,750,000",82,215,20,19,39,16:58,"$17,441","$187,500","$197,368","$96,153","$2,695"
318,"Kunitz, Chris","RW, LW",36,Stnd,UFA,"$3,850,000",80,150,17,23,40,16:49,"$25,666","$226,470","$167,391","$96,250","$2,861"
319,"Shaw, Logan","C, RW",23,ELC,RFA,"$674,167",53,72,5,2,7,12:14,"$9,363","$134,833","$337,083","$96,309","$1,039"
320,"Shattenkirk, Kevin",RD,26,Stnd,UFA,"$4,250,000",72,180,14,30,44,22:25,"$23,611","$303,571","$141,666","$96,590","$2,633"
321,"Hartnell, Scott",LW,33,Stnd,UFA,"$4,750,000",79,150,23,26,49,15:35,"$31,666","$206,521","$182,692","$96,938","$3,858"
322,"Bartkowski, Matt",RD,27,Stnd,UFA,"$1,750,000",80,85,6,12,18,18:37,"$20,588","$291,666","$145,833","$97,222","$1,175"
323,"Byfuglien, Dustin",RD,30,Stnd,UFA,"$5,200,000",81,247,19,34,53,25:12:00,"$21,052","$273,684","$152,941","$98,113","$2,547"
324,"Vermette, Antoine","C, LW",33,Stnd,UFA,"$3,750,000",76,123,17,21,38,16:38,"$30,487","$220,588","$178,571","$98,684","$2,966"
325,"Kane, Patrick",RW,27,Stnd,UFA,"$10,500,000",82,287,46,60,106,20:24,"$36,585","$228,260","$175,000","$99,056","$6,276"
326,"Thorburn, Chris","RW, LW",32,Stnd,UFA,"$1,200,000",82,70,6,6,12,10:07,"$17,142","$200,000","$200,000","$100,000","$1,446"
327,"Marincin, Martin",LD,23,Stnd,RFA,"$700,000",65,55,1,6,7,16:46,"$12,727","$700,000","$116,666","$100,000",$642
328,"Boyle, Brian","LW, C",31,Stnd,UFA,"$2,000,000",76,117,13,7,20,12:54,"$17,094","$153,846","$285,714","$100,000","$2,039"
329,"Backes, David","C, RW",31,Stnd,UFA,"$4,500,000",79,168,21,24,45,19:13,"$26,785","$214,285","$187,500","$100,000","$2,964"
330,"Moore, Dominic","C, LW",35,Stnd,UFA,"$1,500,000",80,94,6,9,15,13:17,"$15,957","$250,000","$166,666","$100,000","$1,411"
331,"Muzzin, Jake",LD,26,Stnd,UFA,"$4,000,000",82,203,8,32,40,23:03,"$19,704","$500,000","$125,000","$100,000","$2,116"
332,"MacKenzie, Derek","C, LW",34,Stnd,UFA,"$1,300,000",64,79,6,7,13,13:09,"$16,455","$216,666","$185,714","$100,000","$1,544"
333,"O'Reilly, Ryan",C,24,Stnd,UFA,"$6,000,000",71,157,21,39,60,21:44,"$38,216","$285,714","$153,846","$100,000","$3,888"
334,"O'Reilly, Cal",C,29,Stnd,UFA,"$700,000",20,10,3,4,7,11:10,"$70,000","$233,333","$175,000","$100,000","$3,134"
335,"Randell, Tyler",RW,24,Stnd,UFA,"$600,000",27,18,6,0,6,6:58,"$33,333","$100,000",∞,"$100,000","$3,189"
336,"Ekman-Larsson, Oliver",LD,24,Stnd,UFA,"$5,500,000",75,228,21,34,55,24:46:00,"$24,122","$261,904","$161,764","$100,000","$2,960"
337,"Tanguay, Alex","LW, RW",36,Stnd,UFA,"$3,500,000",70,71,8,27,35,15:47,"$49,295","$437,500","$129,629","$100,000","$3,167"
338,"Wagner, Chris","RW, C",24,Stnd,UFA,"$600,000",43,55,4,2,6,9:09,"$10,909","$150,000","$300,000","$100,000","$1,524"
339,"Bergeron, Patrice",C,30,Stnd,UFA,"$6,875,000",80,282,32,36,68,19:50,"$24,379","$214,843","$190,972","$101,102","$4,332"
340,"Tarasenko, Vladimir",RW,24,Stnd,UFA,"$7,500,000",80,292,40,34,74,18:38,"$25,684","$187,500","$220,588","$101,351","$5,031"
341,"Duchene, Matt","C, LW",24,Stnd,UFA,"$6,000,000",76,200,30,29,59,18:35,"$30,000","$200,000","$206,896","$101,694","$4,248"
342,"Carlson, John",RD,25,Stnd,UFA,"$3,966,667",56,124,8,31,39,23:42,"$31,989","$495,833","$127,957","$101,709","$2,988"
343,"Pysyk, Mark","RD, RW",23,Stnd,RFA,"$1,125,000",55,44,1,10,11,15:54,"$25,568","$1,125,000","$112,500","$102,272","$1,286"
344,"Crosby, Sidney",C,28,Stnd,UFA,"$8,700,000",80,248,36,49,85,20:28,"$35,080","$241,666","$177,551","$102,352","$5,313"
345,"Hemsky, Ales",RW,32,Stnd,UFA,"$4,000,000",75,155,13,26,39,13:06,"$25,806","$307,692","$153,846","$102,564","$4,071"
346,"McLeod, Cody","LW, RW",31,Stnd,UFA,"$1,333,333",82,73,8,5,13,10:32,"$18,264","$166,666","$266,666","$102,564","$1,543"
347,"Hagelin, Carl",LW,27,Stnd,UFA,"$4,000,000",80,178,14,25,39,15:42,"$22,471","$285,714","$160,000","$102,564","$3,184"
348,"Beleskey, Matt",LW,27,Stnd,UFA,"$3,800,000",80,168,15,22,37,15:51,"$22,619","$253,333","$172,727","$102,702","$2,996"
349,"Beagle, Jay",C,30,Stnd,UFA,"$1,750,000",57,74,8,9,17,14:00,"$23,648","$218,750","$194,444","$102,941","$2,192"
350,"Bailey, Josh","RW, LW",26,Stnd,UFA,"$3,300,000",81,105,12,20,32,15:50,"$31,428","$275,000","$165,000","$103,124","$2,573"
351,"Brodie, TJ",RD,25,Stnd,UFA,"$4,650,400",70,79,6,39,45,25:15:00,"$58,865","$775,066","$119,241","$103,342","$2,631"
352,"Lee, Anders","LW, C",25,Stnd,UFA,"$3,750,000",80,183,15,21,36,14:34,"$20,491","$250,000","$178,571","$104,166","$3,217"
353,"Purcell, Teddy","RW, LW",30,Stnd,UFA,"$4,500,000",76,149,14,29,43,16:49,"$30,201","$321,428","$155,172","$104,651","$3,520"
354,"Landeskog, Gabriel","LW, C",23,Stnd,UFA,"$5,571,429",75,169,20,33,53,18:55,"$32,967","$278,571","$168,831","$105,121","$3,926"
355,"Corrado, Frank",RD,22,Stnd,RFA,"$632,500",39,46,1,5,6,14:27,"$13,750","$632,500","$126,500","$105,416","$1,122"
356,"Sissons, Colton","RW, C",22,ELC,RFA,"$635,000",34,25,4,2,6,9:57,"$25,400","$158,750","$317,500","$105,833","$1,877"
357,"Perron, David","RW, LW",27,Stnd,UFA,"$3,812,500",71,147,12,24,36,15:12,"$25,935","$317,708","$158,854","$105,902","$3,532"
358,"Schwartz, Jaden",LW,23,Stnd,RFA,"$2,350,000",33,63,8,14,22,17:12,"$37,301","$293,750","$167,857","$106,818","$4,140"
359,"Knight, Corban",C,25,Stnd,UFA,"$750,000",20,11,2,5,7,9:37,"$68,181","$375,000","$150,000","$107,142","$3,899"
360,"Richards, Brad","C, LW",35,35+,UFA,"$3,000,000",68,164,10,18,28,14:47,"$18,292","$300,000","$166,666","$107,142","$2,984"
361,"Sharp, Patrick","LW, C",34,Stnd,UFA,"$5,900,000",76,226,20,35,55,17:37,"$26,106","$295,000","$168,571","$107,272","$4,406"
362,"Theodore, Shea",LD/RD,20,ELC,RFA,"$863,333",19,28,3,5,8,19:06,"$30,833","$287,777","$172,666","$107,916","$2,378"
363,"Letang, Kris",RD,28,Stnd,UFA,"$7,250,000",71,218,16,51,67,26:56:00,"$33,256","$453,125","$142,156","$108,208","$3,791"
364,"Malone, Brad","C, LW",26,Stnd,UFA,"$650,000",57,31,2,4,6,9:32,"$20,967","$325,000","$162,500","$108,333","$1,196"
365,"Elliott, Stefan",RD,24,Stnd,RFA,"$650,000",21,37,2,4,6,14:10,"$17,567","$325,000","$162,500","$108,333","$2,184"
366,"Yakupov, Nail","RW, LW",22,Stnd,UFA,"$2,500,000",60,127,8,15,23,14:13,"$19,685","$312,500","$166,666","$108,695","$2,930"
367,"Clendening, Adam",RD,23,Stnd,UFA,"$761,250",29,43,1,6,7,14:47,"$17,703","$761,250","$126,875","$108,750","$1,775"
368,"Vlasic, Marc-Édouard",LD/RD,28,Stnd,UFA,"$4,250,000",67,116,8,31,39,23:07,"$36,637","$531,250","$137,096","$108,974","$2,744"
369,"Lucic, Milan",LW,27,Stnd,UFA,"$6,000,000",81,124,20,35,55,17:14,"$48,387","$300,000","$171,428","$109,090","$4,298"
370,"McClement, Jay",C,32,Stnd,UFA,"$1,200,000",77,64,3,8,11,11:36,"$18,750","$400,000","$150,000","$109,090","$1,343"
371,"Wilson, Scott",LW,23,ELC,RFA,"$655,000",24,39,5,1,6,10:41,"$16,794","$131,000","$655,000","$109,166","$2,554"
