#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
189,"Merrill, Jon",LD,22,ELC,UFA,"$840,000",66,47,2,12,14,20:33,"$17,872","$420,000","$70,000","$60,000",$619
190,"Benn, Jamie","LW, C",25,Stnd,UFA,"$5,250,000",82,253,35,52,87,19:56,"$20,750","$150,000","$100,961","$60,344","$3,211"
191,"Lewis, Trevor",RW,27,Stnd,UFA,"$1,525,000",73,143,9,16,25,14:06,"$10,664","$169,444","$95,312","$61,000","$1,481"
192,"McBain, Jamie",RD,26,Stnd,UFA,"$550,000",26,18,3,6,9,12:41,"$30,555","$183,333","$91,666","$61,111","$1,667"
193,"Lehterä, Jori","LW, C",27,Stnd,UFA,"$2,750,000",75,103,14,30,44,16:12,"$26,699","$196,428","$91,666","$62,500","$2,263"
194,"Gerbe, Nathan","LW, RW",27,Stnd,UFA,"$1,750,000",78,235,10,18,28,16:26,"$7,446","$175,000","$97,222","$62,500","$1,365"
195,"Chipchura, Kyle","C, RW",28,Stnd,UFA,"$875,000",70,81,4,10,14,13:23,"$10,802","$218,750","$87,500","$62,500",$933
196,"Tanguay, Alex","LW, RW",35,Stnd,UFA,"$3,500,000",80,104,22,33,55,18:09,"$33,653","$159,090","$106,060","$63,636","$2,410"
197,"Stone, Michael",RD,24,Stnd,RFA,"$1,150,000",81,144,3,15,18,20:52,"$7,986","$383,333","$76,666","$63,888",$680
198,"Nielsen, Frans","C, LW",30,Stnd,UFA,"$2,750,000",78,157,14,29,43,16:34,"$17,515","$196,428","$94,827","$63,953","$2,128"
199,"Tavares, John",C,24,Stnd,UFA,"$5,500,000",82,278,38,48,86,20:40,"$19,784","$144,736","$114,583","$63,953","$3,245"
200,"Hagelin, Carl",LW,26,Stnd,RFA,"$2,250,000",82,185,17,18,35,15:13,"$12,162","$132,352","$125,000","$64,285","$1,803"
201,"Haula, Erik","C, LW",23,ELC,RFA,"$900,000",72,92,7,7,14,12:09,"$9,782","$128,571","$128,571","$64,285","$1,028"
202,"Helm, Darren","C, LW, RW",27,Stnd,UFA,"$2,125,000",75,160,15,18,33,15:50,"$13,281","$141,666","$118,055","$64,393","$1,789"
203,"Matthias, Shawn","C, LW",26,Stnd,UFA,"$1,750,000",78,132,18,9,27,13:06,"$13,257","$97,222","$194,444","$64,814","$1,712"
204,"Dorsett, Derek",RW,28,Stnd,UFA,"$1,633,333",79,89,7,18,25,12:02,"$18,352","$233,333","$90,740","$65,333","$1,718"
205,"Gionta, Stephen","C, RW",31,Stnd,UFA,"$850,000",61,84,5,8,13,13:11,"$10,119","$170,000","$106,250","$65,384","$1,056"
206,"Murphy, Ryan",RD,21,ELC,RFA,"$863,333",37,61,4,9,13,18:17,"$14,152","$215,833","$95,925","$66,410","$1,276"
207,"Bartley, Victor",LD,26,Stnd,UFA,"$666,667",37,28,0,10,10,13:26,"$23,809",∞,"$66,666","$66,666","$1,341"
208,"Jokipakka, Jyrki",LD,23,ELC,RFA,"$666,667",51,40,0,10,10,16:30,"$16,666",∞,"$66,666","$66,666",$792
209,"Moss, David",RW,33,Stnd,UFA,"$800,000",60,96,4,8,12,12:54,"$8,333","$200,000","$100,000","$66,666","$1,033"
210,"Killorn, Alex",LW,25,Stnd,RFA,"$2,550,000",71,130,15,23,38,16:55,"$19,615","$170,000","$110,869","$67,105","$2,123"
211,"Pacioretty, Max",LW,26,Stnd,UFA,"$4,500,000",80,302,37,30,67,19:23,"$14,900","$121,621","$150,000","$67,164","$2,901"
212,"Sustr, Andrej",RD,24,Stnd,RFA,"$874,125",72,55,0,13,13,17:42,"$15,893",∞,"$67,240","$67,240",$685
213,"Wingels, Tommy","RW, LW",26,Stnd,UFA,"$2,475,000",75,158,15,21,36,16:28,"$15,664","$165,000","$117,857","$68,750","$2,004"
214,"Carcillo, Daniel",LW,29,Stnd,UFA,"$550,000",39,42,4,4,8,8:11,"$13,095","$137,500","$137,500","$68,750","$1,723"
215,"Boyes, Brad","RW, C",32,Stnd,UFA,"$2,625,000",78,151,14,24,38,15:39,"$17,384","$187,500","$109,375","$69,078","$2,150"
216,"Mitchell, John",C,29,Stnd,UFA,"$1,800,000",68,105,11,15,26,15:51,"$17,142","$163,636","$120,000","$69,230","$1,670"
217,"Higgins, Chris",LW,31,Stnd,UFA,"$2,500,000",77,171,12,24,36,15:47,"$14,619","$208,333","$104,166","$69,444","$2,057"
218,"Goloubef, Cody",RD,25,Stnd,RFA,"$625,000",36,23,0,9,9,15:33,"$27,173",∞,"$69,444","$69,444","$1,116"
219,"Klinkhammer, Rob","LW, RW, C",28,Stnd,UFA,"$625,000",69,64,5,4,9,11:12,"$9,765","$125,000","$156,250","$69,444",$808
220,"Lindstrom, Joakim",C,31,Stnd,UFA,"$700,000",53,61,4,6,10,10:52,"$11,475","$175,000","$116,666","$70,000","$1,215"
221,"DeKeyser, Danny",LD,24,Stnd,RFA,"$2,187,500",80,89,2,29,31,20:55,"$24,578","$1,093,750","$75,431","$70,564","$1,307"
222,"Ladd, Andrew",LW,29,Stnd,UFA,"$4,400,000",81,224,24,38,62,20:04,"$19,642","$183,333","$115,789","$70,967","$2,707"
223,"Zuccarello, Mats","LW, RW",27,Stnd,UFA,"$3,500,000",78,154,15,34,49,17:15,"$22,727","$233,333","$102,941","$71,428","$2,601"
224,"Martin, Matt","LW, RW",25,Stnd,UFA,"$1,000,000",78,90,8,6,14,11:16,"$11,111","$125,000","$166,666","$71,428","$1,137"
225,"Clifford, Kyle",LW,23,Stnd,RFA,"$1,075,000",80,117,6,9,15,10:44,"$9,188","$179,166","$119,444","$71,666","$1,251"
226,"Garbutt, Ryan",LW,29,Stnd,UFA,"$1,800,000",67,143,8,17,25,13:33,"$12,587","$225,000","$105,882","$72,000","$1,982"
227,"Niederreiter, Nino","LW, RW",22,Stnd,RFA,"$2,666,667",80,149,24,13,37,14:32,"$17,897","$111,111","$205,128","$72,072","$2,293"
228,"Carlson, John",RD,24,Stnd,UFA,"$3,966,667",82,193,12,43,55,23:04,"$20,552","$330,555","$92,248","$72,121","$2,097"
229,"Butler, Chris",RD,28,Stnd,UFA,"$650,000",33,54,3,6,9,17:11,"$12,037","$216,666","$108,333","$72,222","$1,146"
230,"Sheppard, James",C,26,Stnd,UFA,"$1,300,000",71,79,7,11,18,13:15,"$16,455","$185,714","$118,181","$72,222","$1,381"
231,"Josefson, Jacob","C, LW",23,Stnd,RFA,"$800,000",62,61,6,5,11,12:25,"$13,114","$133,333","$160,000","$72,727","$1,039"
232,"Josi, Roman",LD,24,Stnd,UFA,"$4,000,000",81,201,15,40,55,26:28:00,"$19,900","$266,666","$100,000","$72,727","$1,865"
233,"Glencross, Curtis",LW,32,Stnd,UFA,"$2,550,000",71,108,13,22,35,15:38,"$23,611","$196,153","$115,909","$72,857","$2,297"
234,"Desharnais, David",C,28,Stnd,UFA,"$3,500,000",82,90,14,34,48,17:14,"$38,888","$250,000","$102,941","$72,916","$2,476"
235,"Leddy, Nick",LD,23,Stnd,RFA,"$2,700,000",78,120,10,27,37,20:21,"$22,500","$270,000","$100,000","$72,972","$1,701"
236,"Perreault, Mathieu","LW, RW",26,Stnd,UFA,"$3,000,000",62,129,18,23,41,16:15,"$23,255","$166,666","$130,434","$73,170","$2,977"
237,"Kadri, Nazem",C,24,Stnd,RFA,"$2,900,000",73,176,18,21,39,17:36,"$16,477","$161,111","$138,095","$74,358","$2,257"
238,"Jagr, Jaromir",RW,42,35+,UFA,"$3,500,000",77,169,17,30,47,17:34,"$20,710","$205,882","$116,666","$74,468","$2,587"
239,"Seguin, Tyler","C, RW",22,Stnd,UFA,"$5,750,000",71,280,37,40,77,19:33,"$20,535","$155,405","$143,750","$74,675","$4,142"
240,"Chiarot, Ben",LD,23,Stnd,RFA,"$600,000",40,37,2,6,8,17:01,"$16,216","$300,000","$100,000","$75,000",$881
241,"Bennett, Beau","RW, LW",23,ELC,RFA,"$900,000",49,81,4,8,12,12:29,"$11,111","$225,000","$112,500","$75,000","$1,471"
242,"Schroeder, Jordan","C, RW",24,Stnd,RFA,"$600,000",25,48,3,5,8,10:51,"$12,500","$200,000","$120,000","$75,000","$2,211"
243,"King, Dwight","LW, RW",25,Stnd,UFA,"$1,950,000",81,127,13,13,26,14:23,"$15,354","$150,000","$150,000","$75,000","$1,673"
244,"Dwyer, Patrick",RW,31,Stnd,UFA,"$900,000",71,77,5,7,12,12:46,"$11,688","$180,000","$128,571","$75,000",$992
245,"Desjardins, Andrew",C,28,Stnd,UFA,"$750,000",69,59,5,5,10,10:44,"$12,711","$150,000","$150,000","$75,000","$1,012"
246,"Bortuzzo, Robert",RD,25,Stnd,RFA,"$600,000",51,56,3,5,8,15:06,"$10,714","$200,000","$120,000","$75,000",$779
247,"Krüger, Marcus",C,24,Stnd,RFA,"$1,287,500",81,126,7,10,17,13:05,"$10,218","$183,928","$128,750","$75,735","$1,214"
248,"Hansen, Jannik",RW,28,Stnd,UFA,"$2,500,000",81,145,16,17,33,13:58,"$17,241","$156,250","$147,058","$75,757","$2,209"
249,"van Riemsdyk, James",LW,25,Stnd,UFA,"$4,250,000",82,248,27,29,56,19:05,"$17,137","$157,407","$146,551","$75,892","$2,715"
250,"Oshie, T.J.","RW, C",28,Stnd,UFA,"$4,175,000",72,162,19,36,55,18:50,"$25,771","$219,736","$115,972","$75,909","$3,078"
251,"Griffith, Seth","RW, C",21,ELC,RFA,"$759,167",30,33,6,4,10,13:26,"$23,005","$126,527","$189,791","$75,916","$1,883"
252,"Russell, Kris",LD/RD,27,Stnd,UFA,"$2,600,000",79,111,4,30,34,23:56,"$23,423","$650,000","$86,666","$76,470","$1,375"
253,"Shaw, Andrew","C, RW",23,Stnd,RFA,"$2,000,000",79,146,15,11,26,14:56,"$13,698","$133,333","$181,818","$76,923","$1,695"
254,"Moore, John",LD,24,Stnd,UFA,"$850,500",57,77,2,9,11,16:18,"$11,045","$425,250","$94,500","$77,318",$915
255,"Backes, David","C, RW",30,Stnd,UFA,"$4,500,000",80,183,26,32,58,18:38,"$24,590","$173,076","$140,625","$77,586","$3,018"
256,"Pardy, Adam",LD,30,Stnd,UFA,"$700,000",55,29,0,9,9,15:01,"$24,137",∞,"$77,777","$77,777",$847
257,"Nolan, Jordan",LW,25,Stnd,RFA,"$700,000",60,44,6,3,9,9:57,"$15,909","$116,666","$233,333","$77,777","$1,172"
258,"Tennyson, Matt",RD,24,Stnd,UFA,"$625,000",27,37,2,6,8,17:34,"$16,891","$312,500","$104,166","$78,125","$1,317"
259,"Colaiacovo, Carlo",LD,31,Stnd,UFA,"$625,000",33,42,2,6,8,16:29,"$14,880","$312,500","$104,166","$78,125","$1,149"
260,"Tropp, Corey","RW, LW",25,Stnd,RFA,"$625,000",61,22,1,7,8,8:45,"$28,409","$625,000","$89,285","$78,125","$1,170"
261,"Frolík, Michael","LW, RW",26,Stnd,UFA,"$3,300,000",82,206,19,23,42,17:30,"$16,019","$173,684","$143,478","$78,571","$2,299"
262,"Lovejoy, Ben",RD,30,Stnd,UFA,"$1,100,000",60,86,2,12,14,19:26,"$12,790","$550,000","$91,666","$78,571",$943
263,"Hartnell, Scott",LW,32,Stnd,UFA,"$4,750,000",77,204,28,32,60,17:17,"$23,284","$169,642","$148,437","$79,166","$3,569"
264,"Vrbata, Radim",RW,33,Stnd,UFA,"$5,000,000",79,267,31,32,63,16:36,"$18,726","$161,290","$156,250","$79,365","$3,812"
265,"Simmonds, Wayne","RW, LW",26,Stnd,UFA,"$3,975,000",75,188,28,22,50,16:48,"$21,143","$141,964","$180,681","$79,500","$3,154"
266,"McDonald, Colin",RW,30,Stnd,UFA,"$637,500",18,29,2,6,8,10:30,"$21,982","$318,750","$106,250","$79,687","$3,373"
267,"Roussel, Antoine",LW,25,Stnd,UFA,"$2,000,000",80,113,13,12,25,14:31,"$17,699","$153,846","$166,666","$80,000","$1,722"
268,"Bailey, Josh","RW, LW",25,Stnd,UFA,"$3,300,000",70,140,15,26,41,16:46,"$23,571","$220,000","$126,923","$80,487","$2,811"
269,"Spaling, Nick","C, LW",26,Stnd,UFA,"$2,200,000",82,90,9,18,27,15:14,"$24,444","$244,444","$122,222","$81,481","$1,761"
270,"Boyle, Brian","LW, C",30,Stnd,UFA,"$2,000,000",82,140,15,9,24,12:59,"$14,285","$133,333","$222,222","$83,333","$1,878"
271,"Hörnqvist, Patric",RW,27,Stnd,UFA,"$4,250,000",64,220,25,26,51,17:39,"$19,318","$170,000","$163,461","$83,333","$3,762"
272,"Schultz, Nick",LD,32,Stnd,UFA,"$1,250,000",80,69,2,13,15,19:02,"$18,115","$625,000","$96,153","$83,333",$820
273,"Brassard, Derick","LW, C",27,Stnd,UFA,"$5,000,000",80,168,19,41,60,17:23,"$29,761","$263,157","$121,951","$83,333","$3,595"
274,"Plekanec, Tomas",C,32,Stnd,UFA,"$5,000,000",82,248,26,34,60,19:09,"$20,161","$192,307","$147,058","$83,333","$3,184"
275,"Giordano, Mark",LD,31,Stnd,UFA,"$4,020,000",61,157,11,37,48,25:10:00,"$25,605","$365,454","$108,648","$83,750","$2,618"
276,"Booth, David",LW,30,Stnd,UFA,"$1,100,000",59,107,7,6,13,11:56,"$10,280","$157,142","$183,333","$84,615","$1,562"
277,"Carter, Jeff","C, RW",29,Stnd,UFA,"$5,272,727",82,218,28,34,62,17:58,"$24,186","$188,311","$155,080","$85,043","$3,578"
278,"Brouwer, Troy","LW, RW",29,Stnd,UFA,"$3,666,667",82,145,21,22,43,17:31,"$25,287","$174,603","$166,666","$85,271","$2,552"
279,"Thorburn, Chris","RW, LW",31,Stnd,UFA,"$1,200,000",81,67,7,7,14,8:05,"$17,910","$171,428","$171,428","$85,714","$1,832"
280,"Bozak, Tyler","C, RW",28,Stnd,UFA,"$4,200,000",82,154,23,26,49,19:08,"$27,272","$182,608","$161,538","$85,714","$2,676"
281,"Pavelski, Joe","RW, C",30,Stnd,UFA,"$6,000,000",82,261,37,33,70,20:07,"$22,988","$162,162","$181,818","$85,714","$3,637"
282,"Cunningham, Craig","LW, C",24,Stnd,UFA,"$600,000",51,54,3,4,7,10:28,"$11,111","$200,000","$150,000","$85,714","$1,124"
283,"McGinn, Tye",LW,24,Stnd,UFA,"$600,000",51,60,2,5,7,10:06,"$10,000","$300,000","$120,000","$85,714","$1,164"
284,"Erixon, Tim",LD,23,Stnd,RFA,"$600,000",42,36,2,5,7,15:12,"$16,666","$300,000","$120,000","$85,714",$939
285,"Bäckström, Nicklas",C,27,Stnd,UFA,"$6,700,000",82,153,18,60,78,20:31,"$43,790","$372,222","$111,666","$85,897","$3,982"
286,"Hossa, Marián",RW,35,Stnd,UFA,"$5,275,000",82,247,22,39,61,18:33,"$21,356","$239,772","$135,256","$86,475","$3,467"
287,"Daley, Trevor",RD,31,Stnd,UFA,"$3,300,000",68,113,16,22,38,22:52,"$29,203","$206,250","$150,000","$86,842","$2,122"
288,"Etem, Emerson","LW, RW",22,ELC,RFA,"$870,000",45,77,5,5,10,12:14,"$11,298","$174,000","$174,000","$87,000","$1,580"
289,"Pulkkinen, Teemu",LW,22,ELC,RFA,"$698,333",31,67,5,3,8,11:28,"$10,422","$139,666","$232,777","$87,291","$1,964"
290,"Ward, Joel",RW,34,Stnd,UFA,"$3,000,000",82,138,19,15,34,16:51,"$21,739","$157,894","$200,000","$88,235","$2,171"
291,"Zidlicky, Marek",RD,37,35+,UFA,"$3,000,000",84,130,7,27,34,20:57,"$23,076","$428,571","$111,111","$88,235","$1,704"
292,"Benoît, André",LD,30,Stnd,UFA,"$800,000",59,45,1,8,9,18:08,"$17,777","$800,000","$100,000","$88,888",$747
293,"Thompson, Nate",C,30,Stnd,UFA,"$1,600,000",80,87,5,13,18,13:19,"$18,390","$320,000","$123,076","$88,888","$1,501"
294,"Couture, Logan","C, LW",25,Stnd,UFA,"$6,000,000",82,263,27,40,67,19:04,"$22,813","$222,222","$150,000","$89,552","$3,837"
295,"MacArthur, Clarke",LW,29,Stnd,UFA,"$3,250,000",62,140,16,20,36,17:00,"$23,214","$203,125","$162,500","$90,277","$3,083"
296,"Little, Bryan","C, RW",27,Stnd,UFA,"$4,700,000",70,148,24,28,52,19:55,"$31,756","$195,833","$167,857","$90,384","$3,371"
297,"Iginla, Jarome",RW,37,35+,UFA,"$5,333,333",82,189,29,30,59,18:08,"$28,218","$183,908","$177,777","$90,395","$3,586"
298,"Eriksson, Loui","LW, RW",29,Stnd,UFA,"$4,250,000",81,169,22,25,47,18:28,"$25,147","$193,181","$170,000","$90,425","$2,841"
299,"Ritchie, Brett",RW,21,ELC,RFA,"$814,167",31,78,6,3,9,13:59,"$10,438","$135,694","$271,389","$90,463","$1,878"
300,"Halischuk, Matt",RW,26,Stnd,UFA,"$725,000",47,59,3,5,8,9:44,"$12,288","$241,666","$145,000","$90,625","$1,584"
301,"Steen, Alexander","LW, RW, C",30,Stnd,UFA,"$5,800,000",74,223,24,40,64,19:58,"$26,008","$241,666","$145,000","$90,625","$3,925"
302,"Jokinen, Jussi","LW, RW",31,Stnd,UFA,"$4,000,000",81,134,8,36,44,16:44,"$29,850","$500,000","$111,111","$90,909","$2,951"
303,"Boedker, Mikkel","LW, RW",25,Stnd,RFA,"$2,550,000",45,79,14,14,28,17:29,"$32,278","$182,142","$182,142","$91,071","$3,241"
304,"Jackman, Tim",RW,33,Stnd,UFA,"$637,500",55,55,5,2,7,8:22,"$11,590","$127,499","$318,750","$91,071","$1,385"
305,"Andersson, Joakim",C,25,Stnd,RFA,"$732,500",68,74,3,5,8,11:37,"$9,898","$244,166","$146,500","$91,562",$927
306,"Ebbett, Andrew",C,31,Stnd,UFA,"$550,000",24,21,1,5,6,9:00,"$26,190","$550,000","$110,000","$91,666","$2,546"
307,"Jordan, Michal",LD,24,Stnd,RFA,"$550,000",38,44,2,4,6,15:56,"$12,500","$275,000","$137,500","$91,666",$908
308,"Franson, Cody",RD,27,Stnd,UFA,"$3,300,000",78,127,7,29,36,19:37,"$25,984","$471,428","$113,793","$91,666","$2,156"
309,"Wheeler, Blake","RW, C",28,Stnd,UFA,"$5,600,000",79,244,26,35,61,19:39,"$22,950","$215,384","$160,000","$91,803","$3,607"
310,"Sedin, Daniel",LW,34,Stnd,UFA,"$7,000,000",82,226,20,56,76,18:21,"$30,973","$350,000","$125,000","$92,105","$4,652"
311,"Zetterberg, Henrik",C,34,Stnd,UFA,"$6,083,333",77,227,17,49,66,19:06,"$26,798","$357,843","$124,149","$92,171","$4,136"
312,"Folin, Christian",RD,23,ELC,RFA,"$925,000",40,39,2,8,10,15:12,"$23,717","$462,500","$115,625","$92,500","$1,521"
313,"Ellis, Ryan",RD,23,Stnd,UFA,"$2,500,000",58,118,9,18,27,18:58,"$21,186","$277,777","$138,888","$92,592","$2,272"
314,"Perron, David","RW, LW",26,Stnd,UFA,"$3,812,500",81,196,17,24,41,17:19,"$19,451","$224,264","$158,854","$92,987","$2,718"
315,"Henrique, Adam",C,24,Stnd,UFA,"$4,000,000",75,127,16,27,43,17:44,"$31,496","$250,000","$148,148","$93,023","$3,007"
316,"Stafford, Drew","RW, LW",29,Stnd,UFA,"$4,000,000",76,147,18,25,43,16:29,"$27,210","$222,222","$160,000","$93,023","$3,193"
317,"Williams, Justin",RW,33,Stnd,UFA,"$3,825,000",81,174,18,23,41,15:49,"$21,982","$212,500","$166,304","$93,292","$2,985"
318,"Reaves, Ryan",RW,27,Stnd,UFA,"$1,125,000",81,55,6,6,12,8:31,"$20,454","$187,500","$187,500","$93,750","$1,630"
319,"Skille, Jack",RW,27,Stnd,UFA,"$750,000",45,95,6,2,8,12:31,"$7,894","$125,000","$375,000","$93,750","$1,331"
320,"Wideman, Dennis",RD,31,Stnd,UFA,"$5,250,000",80,173,15,41,56,24:38:00,"$30,346","$350,000","$128,048","$93,750","$2,664"
321,"Foligno, Marcus","LW, RW",23,Stnd,RFA,"$1,875,000",57,66,8,12,20,16:13,"$28,409","$234,374","$156,250","$93,750","$2,028"
322,"Landeskog, Gabriel","LW, C",22,Stnd,UFA,"$5,571,429",82,214,23,36,59,18:30,"$26,034","$242,236","$154,761","$94,431","$3,672"
323,"Ryan, Bobby","RW, LW",27,Stnd,UFA,"$5,100,000",78,221,18,36,54,17:28,"$23,076","$283,333","$141,666","$94,444","$3,743"
324,"Tlusty, Jiri",C,26,Stnd,UFA,"$2,950,000",72,123,14,17,31,16:01,"$23,983","$210,714","$173,529","$95,161","$2,558"
325,"Eberle, Jordan",RW,24,Stnd,UFA,"$6,000,000",81,183,24,39,63,19:02,"$32,786","$250,000","$153,846","$95,238","$3,891"
326,"Toews, Jonathan",C,26,Stnd,UFA,"$6,300,000",81,192,28,38,66,19:33,"$32,812","$225,000","$165,789","$95,454","$3,978"
327,"Latta, Michael",C,23,Stnd,UFA,"$575,000",53,24,0,6,6,8:22,"$23,958",∞,"$95,833","$95,833","$1,296"
328,"McLeod, Cody","LW, RW",30,Stnd,UFA,"$1,150,000",82,94,7,5,12,11:11,"$12,234","$164,285","$230,000","$95,833","$1,254"
329,"Sedin, Henrik",C,34,Stnd,UFA,"$7,000,000",82,101,18,55,73,18:36,"$69,306","$388,888","$127,272","$95,890","$4,589"
330,"Burns, Brent",RD,29,Stnd,UFA,"$5,760,000",82,245,17,43,60,23:57,"$23,510","$338,823","$133,953","$96,000","$2,932"
331,"Letestu, Mark","C, RW",29,Stnd,UFA,"$1,250,000",54,63,7,6,13,13:20,"$19,841","$178,571","$208,333","$96,153","$1,736"
332,"Boychuk, Johnny",RD,30,Stnd,UFA,"$3,366,667",72,192,9,26,35,21:40,"$17,534","$374,074","$129,487","$96,190","$2,158"
333,"Kunitz, Chris","RW, LW",35,Stnd,UFA,"$3,850,000",74,170,17,23,40,17:53,"$22,647","$226,470","$167,391","$96,250","$2,909"
334,"Shattenkirk, Kevin",RD,25,Stnd,UFA,"$4,250,000",56,135,8,36,44,22:33,"$31,481","$531,250","$118,055","$96,590","$3,365"
335,"Olsen, Dylan",LD,23,Stnd,UFA,"$775,000",44,44,2,6,8,15:54,"$17,613","$387,500","$129,166","$96,875","$1,107"
336,"Smith, Brendan","LD/RD, LW",25,Stnd,RFA,"$1,262,500",76,88,4,9,13,17:53,"$14,346","$315,625","$140,277","$97,115",$928
337,"Kane, Patrick",RW,26,Stnd,UFA,"$6,300,000",61,186,27,37,64,19:51,"$33,870","$233,333","$170,270","$98,437","$5,202"
338,"Karlsson, Erik",RD,24,Stnd,UFA,"$6,500,000",82,292,21,45,66,27:15:00,"$22,260","$309,523","$144,444","$98,484","$2,908"
339,"Faulk, Justin",LD/RD,22,Stnd,UFA,"$4,833,333",82,238,15,34,49,24:25:00,"$20,308","$322,222","$142,156","$98,639","$2,414"
340,"Vermette, Antoine","C, LW",32,Stnd,UFA,"$3,750,000",82,109,13,25,38,17:50,"$34,403","$288,461","$150,000","$98,684","$2,564"
341,"Määttä, Olli",LD,20,ELC,RFA,"$894,167",20,27,1,8,9,20:42,"$33,117","$894,167","$111,770","$99,351","$2,159"
342,"Teräväinen, Teuvo","RW, LW",20,ELC,RFA,"$894,167",34,66,4,5,9,12:47,"$13,547","$223,541","$178,833","$99,351","$2,057"
343,"Cliche, Marc-Andre",C,27,Stnd,UFA,"$700,000",74,68,2,5,7,10:36,"$10,294","$350,000","$140,000","$99,999",$892
344,"Tanev, Christopher",RD,25,Stnd,RFA,"$2,000,000",70,53,2,18,20,21:04,"$37,735","$1,000,000","$111,111","$100,000","$1,356"
345,"Adams, Craig",RW,37,35+,UFA,"$700,000",70,51,1,6,7,9:44,"$13,725","$700,000","$116,666","$100,000","$1,027"
346,"Sutter, Brandon","RW, C",25,Stnd,UFA,"$3,300,000",80,180,21,12,33,17:19,"$18,333","$157,142","$275,000","$100,000","$2,382"
347,"Prosser, Nate",RD,28,Stnd,UFA,"$700,000",63,38,2,5,7,12:47,"$18,421","$350,000","$140,000","$100,000",$869
348,"Boychuk, Zach","LW, RW",25,Stnd,RFA,"$600,000",31,35,3,3,6,10:37,"$17,142","$200,000","$200,000","$100,000","$1,823"
349,"Ennis, Tyler","C, LW, RW",25,Stnd,UFA,"$4,600,000",78,185,20,26,46,19:06,"$24,864","$230,000","$176,923","$100,000","$3,087"
350,"Paille, Daniel",LW,30,Stnd,UFA,"$1,300,000",71,66,6,7,13,11:30,"$19,696","$216,666","$185,714","$100,000","$1,592"
351,"Talbot, Maxime","C, LW",30,Stnd,UFA,"$1,800,000",81,97,5,13,18,13:36,"$18,556","$360,000","$138,461","$100,000","$1,633"
352,"Lapierre, Maxim",C,29,Stnd,UFA,"$1,100,000",80,86,2,9,11,10:42,"$12,790","$550,000","$122,222","$100,000","$1,285"
353,"Streit, Mark",RD,37,35+,UFA,"$5,250,000",81,144,9,43,52,22:22,"$36,458","$583,333","$122,093","$100,961","$2,897"
354,"Yandle, Keith",LD,28,Stnd,UFA,"$5,250,000",84,232,6,46,52,22:54,"$22,629","$875,000","$114,130","$100,961","$2,729"
355,"Beaulieu, Nathan",LD/RD,22,ELC,RFA,"$925,000",64,62,1,8,9,15:41,"$14,919","$925,000","$115,625","$102,777",$921
356,"Draisaitl, Leon","C, LW, RW",19,ELC,RFA,"$925,000",37,49,2,7,9,12:41,"$18,877","$462,500","$132,142","$102,777","$1,971"
357,"Cogliano, Andrew",LW,27,Stnd,UFA,"$3,000,000",82,134,15,14,29,14:36,"$22,388","$200,000","$214,285","$103,448","$2,505"
358,"Crosby, Sidney",C,27,Stnd,UFA,"$8,700,000",77,237,28,56,84,19:58,"$36,708","$310,714","$155,357","$103,571","$5,658"
359,"Pominville, Jason",RW,32,Stnd,UFA,"$5,600,000",82,252,18,36,54,18:17,"$22,222","$311,111","$155,555","$103,703","$3,735"
360,"Gáborík, Marián",RW,32,Stnd,UFA,"$4,875,000",69,174,27,20,47,16:54,"$28,017","$180,555","$243,750","$103,723","$4,180"
361,"Thornton, Joe","C, LW",35,Stnd,UFA,"$6,750,000",78,131,16,49,65,18:25,"$51,526","$421,874","$137,755","$103,846","$4,698"
362,"Miller, Drew","LW, RW",30,Stnd,UFA,"$1,350,000",82,98,5,8,13,13:26,"$13,775","$270,000","$168,750","$103,846","$1,225"
363,"Stamkos, Steven","C, RW",24,Stnd,UFA,"$7,500,000",82,268,43,29,72,19:22,"$27,985","$174,418","$258,620","$104,166","$4,722"
364,"Filppula, Valtteri","C, LW",30,Stnd,UFA,"$5,000,000",82,91,12,36,48,19:01,"$54,945","$416,666","$138,888","$104,166","$3,206"
365,"Gryba, Eric",RD,26,Stnd,UFA,"$1,250,000",75,64,0,12,12,15:39,"$19,531",∞,"$104,166","$104,166","$1,064"
366,"Chimera, Jason","LW, RW",35,35+,UFA,"$2,000,000",77,96,7,12,19,12:56,"$20,833","$285,714","$166,666","$105,263","$2,008"
367,"Hedman, Victor",LD,24,Stnd,UFA,"$4,000,000",59,115,10,28,38,22:41,"$34,782","$400,000","$142,857","$105,263","$2,988"
368,"Brown, J.T.",RW,24,Stnd,RFA,"$950,000",52,74,3,6,9,10:36,"$12,837","$316,666","$158,333","$105,555","$1,723"
369,"Nesterov, Nikita",LD,21,ELC,RFA,"$742,500",27,44,2,5,7,16:03,"$16,875","$371,250","$148,500","$106,071","$1,713"
370,"Kopitar, Anze",C,27,Stnd,UFA,"$6,800,000",79,134,16,48,64,19:23,"$50,746","$424,999","$141,666","$106,249","$4,440"
371,"Kesler, Ryan","C, RW",30,Stnd,UFA,"$5,000,000",81,205,20,27,47,19:30,"$24,390","$250,000","$185,185","$106,382","$3,165"
372,"Spurgeon, Jared",RD,25,Stnd,RFA,"$2,666,667",66,128,9,16,25,22:37,"$20,833","$296,296","$166,666","$106,666","$1,786"
