#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
21,"Zibanejad, Mika",C,21,ELC,RFA,"$894,167",80,150,20,26,46,16:26,"$5,961","$44,708","$34,391","$19,438",$680
22,"Hayes, Kevin",C,22,ELC,RFA,"$900,000",79,111,17,28,45,13:02,"$8,108","$52,941","$32,142","$20,000",$874
23,"Galchenyuk, Alex","LW, C, RW",20,ELC,RFA,"$925,000",80,163,20,26,46,16:25,"$5,674","$46,250","$35,576","$20,108",$704
24,"Rask, Victor",C,21,ELC,RFA,"$680,833",80,172,11,22,33,16:20,"$3,958","$61,893","$30,946","$20,631",$521
25,"Lee, Anders","LW, C",24,Stnd,RFA,"$850,500",76,197,25,16,41,14:23,"$4,317","$34,020","$53,156","$20,743",$778
26,"Bjugstad, Nick","C, RW",22,ELC,RFA,"$900,000",72,207,24,19,43,16:34,"$4,347","$37,500","$47,368","$20,930",$754
27,"Nelson, Brock","C, LW",23,ELC,RFA,"$900,000",82,190,20,22,42,15:52,"$4,736","$45,000","$40,909","$21,428",$691
28,"Silfverberg, Jakob","RW, LW",24,Stnd,RFA,"$850,000",81,189,13,26,39,15:39,"$4,497","$65,384","$32,692","$21,794",$670
29,"Hamilton, Dougie",RD,21,ELC,RFA,"$925,000",72,188,10,32,42,21:20,"$4,920","$92,500","$28,906","$22,023",$602
30,"Comeau, Blake","LW, RW",28,Stnd,UFA,"$700,000",61,147,16,15,31,15:17,"$4,761","$43,750","$46,666","$22,580",$750
31,"Bouma, Lance","C, LW, RW",24,Stnd,RFA,"$775,000",78,104,16,18,34,14:00,"$7,451","$48,437","$43,055","$22,794",$709
32,"Söderberg, Carl","C, LW",29,Stnd,UFA,"$1,008,333",82,163,13,31,44,16:48,"$6,186","$77,564","$32,526","$22,916",$731
33,"Nash, Riley","C, RW",25,Stnd,RFA,"$575,000",68,94,8,17,25,16:18,"$6,117","$71,875","$33,823","$23,000",$518
34,"Granlund, Mikael","C, RW",22,ELC,RFA,"$900,000",68,99,8,31,39,17:53,"$9,090","$112,500","$29,032","$23,076",$740
35,"Ekblad, Aaron",RD,18,ELC,RFA,"$925,000",81,170,12,27,39,21:48,"$5,441","$77,083","$34,259","$23,717",$523
36,"Lindholm, Elias","RW, C",20,ELC,RFA,"$925,000",81,170,17,22,39,16:25,"$5,441","$54,411","$42,045","$23,717",$695
37,"Eaves, Patrick","RW, LW",30,Stnd,UFA,"$650,000",47,91,14,13,27,13:43,"$7,142","$46,428","$49,999","$24,074","$1,008"
38,"Kuznetsov, Evgeny",C,22,ELC,RFA,"$900,000",80,127,11,26,37,13:19,"$7,086","$81,818","$34,615","$24,324",$844
39,"MacKinnon, Nathan","C, RW",19,ELC,RFA,"$925,000",64,192,14,24,38,17:02,"$4,817","$66,071","$38,541","$24,342",$848
40,"Muzzin, Jake",LD,25,Stnd,RFA,"$1,000,000",76,173,10,31,41,22:41,"$5,780","$100,000","$32,258","$24,390",$580
41,"Sceviour, Colton",RW,25,Stnd,UFA,"$650,000",71,113,9,17,26,12:42,"$5,752","$72,222","$38,235","$25,000",$720
42,"Barkov, Aleksander",C,19,ELC,RFA,"$925,000",71,123,16,20,36,17:29,"$7,520","$57,812","$46,250","$25,694",$745
43,"Coyle, Charlie","C, RW",22,ELC,RFA,"$900,000",82,120,11,24,35,14:33,"$7,500","$81,818","$37,500","$25,714",$754
44,"Lindholm, Hampus",LD,20,ELC,RFA,"$894,167",78,107,7,27,34,21:45,"$8,356","$127,738","$33,117","$26,299",$527
45,"Sheahan, Riley","LW, C",23,Stnd,RFA,"$950,000",79,123,13,23,36,15:38,"$7,723","$73,076","$41,304","$26,388",$769
46,"Hayes, Jimmy",RW,25,Stnd,RFA,"$925,000",72,166,19,16,35,15:08,"$5,572","$48,684","$57,812","$26,428",$848
47,"McNabb, Brayden",LD,23,Stnd,RFA,"$650,000",71,74,2,22,24,15:53,"$8,783","$325,000","$29,545","$27,083",$576
48,"Nestrasil, Andrej","C, RW, LW",23,Stnd,RFA,"$550,000",54,82,7,13,20,13:20,"$6,707","$78,571","$42,307","$27,500",$763
49,"Drouin, Jonathan",LW,19,ELC,RFA,"$894,167",70,76,4,28,32,13:14,"$11,765","$223,541","$31,934","$27,942",$965
50,"Yakupov, Nail","RW, LW",21,ELC,RFA,"$925,000",81,191,14,19,33,15:26,"$4,842","$66,071","$48,684","$28,030",$739
51,"Nieto, Matt","LW, RW",22,ELC,RFA,"$759,167",72,135,10,17,27,15:15,"$5,623","$75,916","$44,656","$28,117",$691
52,"Atkinson, Cam","RW, LW",25,Stnd,RFA,"$1,150,000",78,212,22,18,40,16:59,"$5,424","$52,272","$63,888","$28,750",$868
53,"Rakell, Rickard","RW, LW",21,ELC,RFA,"$894,167",71,105,9,22,31,12:34,"$8,515","$99,351","$40,643","$28,844","$1,002"
54,"Girgensons, Zemgus","C, LW",20,ELC,RFA,"$894,167",61,115,15,15,30,19:04,"$7,775","$59,611","$59,611","$29,805",$768
55,"Hertl, Tomas","C, RW",21,ELC,RFA,"$925,000",82,145,13,18,31,14:33,"$6,379","$71,153","$51,388","$29,838",$775
56,"Terry, Chris","LW, RW",25,Stnd,UFA,"$600,000",57,71,11,9,20,12:43,"$8,450","$54,545","$66,666","$29,999",$827
57,"Lander, Anton","C, LW, RW",23,Stnd,RFA,"$600,000",38,61,6,14,20,15:00,"$9,836","$100,000","$42,857","$30,000","$1,052"
58,"Trocheck, Vincent","C, RW",21,ELC,RFA,"$661,667",50,89,7,15,22,14:00,"$7,434","$94,523","$44,111","$30,075",$945
59,"Vey, Linden","RW, C",23,Stnd,RFA,"$735,000",75,61,10,14,24,13:10,"$12,049","$73,500","$52,500","$30,625",$744
60,"Hickey, Thomas",LD,25,Stnd,RFA,"$675,000",81,82,2,20,22,18:55,"$8,231","$337,500","$33,750","$30,681",$440
61,"Rielly, Morgan",LD,20,ELC,RFA,"$894,167",81,148,8,21,29,20:20,"$6,041","$111,770","$42,579","$30,833",$542
62,"Holland, Peter",C,23,Stnd,RFA,"$775,000",62,93,11,14,25,14:31,"$8,333","$70,454","$55,357","$31,000",$861
63,"Roy, Derek",C,31,Stnd,UFA,"$1,000,000",72,113,12,20,32,15:40,"$8,849","$83,333","$50,000","$31,250",$886
64,"Byron, Paul","LW, RW",25,Stnd,RFA,"$600,000",57,62,6,13,19,14:28,"$9,677","$100,000","$46,153","$31,578",$727
65,"Stempniak, Lee",RW,31,Stnd,UFA,"$900,000",71,115,15,13,28,12:43,"$7,826","$60,000","$69,230","$32,142",$996
66,"Fontaine, Justin",RW,27,Stnd,UFA,"$1,000,000",71,104,9,22,31,11:57,"$9,615","$111,111","$45,454","$32,258","$1,178"
67,"Pageau, Jean-Gabriel",C,22,ELC,RFA,"$613,333",50,97,10,9,19,14:11,"$6,323","$61,333","$68,148","$32,280",$864
68,"Connauton, Kevin",LD,24,Stnd,UFA,"$683,333",62,96,9,12,21,16:12,"$7,118","$75,925","$56,944","$32,539",$680
69,"Paquette, Cédric","C, LW",21,ELC,RFA,"$633,333",64,91,12,7,19,13:36,"$6,959","$52,777","$90,476","$33,333",$727
70,"Chiasson, Alex",RW,24,ELC,RFA,"$866,667",76,105,11,15,26,13:22,"$8,253","$78,787","$57,777","$33,333",$853
71,"Tierney, Chris",C,20,ELC,RFA,"$711,667",43,48,6,15,21,12:14,"$14,826","$118,611","$47,444","$33,888","$1,352"
72,"Vatanen, Sami",LD/RD,23,Stnd,RFA,"$1,262,500",67,122,12,25,37,21:27,"$10,348","$105,208","$50,500","$34,121",$878
73,"Jones, Seth",RD,20,ELC,RFA,"$925,000",82,123,8,19,27,19:52,"$7,520","$115,625","$48,684","$34,259",$567
74,"Pastrnak, David",RW,18,ELC,RFA,"$925,000",46,93,10,17,27,13:58,"$9,946","$92,500","$54,411","$34,259","$1,439"
75,"Karlsson, Melker","RW, C",24,ELC,RFA,"$825,000",53,100,13,11,24,15:26,"$8,250","$63,461","$75,000","$34,375","$1,008"
76,"Beck, Taylor",LW,23,Stnd,RFA,"$550,000",62,78,8,8,16,11:55,"$7,051","$68,750","$68,750","$34,375",$744
77,"Zucker, Jason","LW, RW",22,Stnd,RFA,"$900,250",51,124,21,5,26,15:03,"$7,260","$42,869","$180,050","$34,625","$1,172"
78,"Glendening, Luke","C, RW, LW",25,Stnd,UFA,"$628,333",82,104,12,6,18,14:43,"$6,041","$52,361","$104,722","$34,907",$520
79,"Smith, Reilly","RW, LW",23,Stnd,RFA,"$1,400,000",81,143,13,27,40,15:24,"$9,790","$107,692","$51,851","$35,000","$1,122"
80,"Weise, Dale","RW, LW",26,Stnd,UFA,"$1,025,000",79,91,10,19,29,12:10,"$11,263","$102,500","$53,947","$35,344","$1,066"
81,"Severson, Damon",RD,20,ELC,RFA,"$605,833",51,93,5,12,17,21:57,"$6,514","$121,166","$50,486","$35,637",$541
82,"Downie, Steve","RW, LW",27,Stnd,UFA,"$1,000,000",72,104,14,14,28,12:26,"$9,615","$71,428","$71,428","$35,714","$1,117"
83,"Horvat, Bo",C,19,ELC,RFA,"$894,167",68,93,13,12,25,12:15,"$9,614","$68,782","$74,513","$35,766","$1,073"
84,"Krug, Torey",LD,23,Stnd,RFA,"$1,400,000",78,205,12,27,39,19:35,"$6,829","$116,666","$51,851","$35,897",$916
85,"Lowry, Adam",C,21,ELC,RFA,"$828,333",80,104,11,12,23,13:45,"$7,964","$75,303","$69,027","$36,014",$753
86,"Savard, David",RD,24,Stnd,RFA,"$1,300,000",82,112,11,25,36,22:56,"$11,607","$118,181","$52,000","$36,111",$691
87,"Tootoo, Jordin",RW,31,Stnd,UFA,"$550,000",68,75,10,5,15,10:27,"$7,333","$55,000","$110,000","$36,666",$773
88,"Schwartz, Jaden",LW,22,Stnd,RFA,"$2,350,000",75,184,28,35,63,18:14,"$12,771","$83,928","$67,142","$37,301","$1,718"
89,"Larsson, Adam",RD,22,Stnd,RFA,"$900,000",64,91,3,21,24,20:57,"$9,890","$300,000","$42,857","$37,500",$671
90,"Redmond, Zach",RD,26,Stnd,UFA,"$750,000",59,93,5,15,20,17:08,"$8,064","$150,000","$50,000","$37,500",$741
91,"Flynn, Brian",RW,26,Stnd,RFA,"$637,500",63,82,5,12,17,14:55,"$7,774","$127,500","$53,125","$37,500",$678
92,"Winnik, Daniel",C,29,Stnd,UFA,"$1,300,000",79,97,9,25,34,16:38,"$13,402","$144,444","$52,000","$38,235",$989
93,"VandeVelde, Chris","C, LW",27,Stnd,UFA,"$575,000",72,70,9,6,15,11:43,"$8,214","$63,888","$95,833","$38,333",$681
94,"Pirri, Brandon","RW, LW",23,Stnd,UFA,"$925,000",49,143,22,2,24,14:46,"$6,468","$42,045","$462,499","$38,541","$1,278"
95,"Jooris, Josh",C,24,ELC,RFA,"$925,000",60,89,12,12,24,14:29,"$10,393","$77,083","$77,083","$38,541","$1,064"
96,"Miller, J.T.","LW, C",21,ELC,RFA,"$894,167",58,92,10,13,23,12:41,"$9,719","$89,416","$68,782","$38,876","$1,215"
97,"Despres, Simon",RD,23,Stnd,RFA,"$900,000",75,103,3,20,23,16:51,"$8,737","$300,000","$45,000","$39,130",$712
98,"Raffl, Michael","LW, RW",26,Stnd,UFA,"$1,100,000",67,134,21,7,28,14:11,"$8,208","$52,380","$157,142","$39,285","$1,157"
99,"Jurco, Tomas","RW, LW",22,ELC,RFA,"$709,167",63,92,3,15,18,11:30,"$7,708","$236,389","$47,277","$39,398",$978
100,"Järnkrok, Calle","LW, C, RW",23,ELC,RFA,"$715,000",74,95,7,11,18,12:50,"$7,526","$102,142","$65,000","$39,722",$752
101,"Smith-Pelly, Devante","RW, LW",22,Stnd,UFA,"$800,000",74,104,6,14,20,14:16,"$7,692","$133,333","$57,142","$40,000",$757
102,"Sekac, Jiri","LW, RW",22,ELC,RFA,"$925,000",69,85,9,14,23,13:34,"$10,882","$102,777","$66,071","$40,217",$988
103,"Weber, Yannick",RD,26,Stnd,UFA,"$850,000",65,117,11,10,21,17:11,"$7,264","$77,272","$85,000","$40,476",$761
104,"Del Zotto, Michael",LD,24,Stnd,RFA,"$1,300,000",64,119,10,22,32,21:55,"$10,924","$130,000","$59,090","$40,625",$926
105,"Rieder, Tobias","RW, LW",21,ELC,RFA,"$853,333",72,189,13,8,21,16:53,"$4,514","$65,641","$106,666","$40,634",$701
106,"Trouba, Jacob",RD,20,ELC,RFA,"$894,167",65,133,7,15,22,23:18,"$6,723","$127,738","$59,611","$40,643",$590
107,"Burakovsky, André","LW, RW",19,ELC,RFA,"$894,167",53,65,9,13,22,12:55,"$13,756","$99,351","$68,782","$40,643","$1,306"
108,"Abdelkader, Justin","LW, RW",27,Stnd,UFA,"$1,800,000",71,154,23,21,44,17:54,"$11,688","$78,260","$85,714","$40,909","$1,416"
109,"Beleskey, Matt",LW,26,Stnd,UFA,"$1,350,000",65,145,22,10,32,14:28,"$9,310","$61,363","$135,000","$42,187","$1,435"
110,"Spooner, Ryan","C, LW",22,ELC,RFA,"$760,000",29,73,8,10,18,14:32,"$10,410","$95,000","$76,000","$42,222","$1,803"
111,"Foligno, Nick","LW, C, RW",27,Stnd,UFA,"$3,083,333",79,182,31,42,73,18:49,"$16,941","$99,462","$73,412","$42,237","$2,074"
112,"Deslauriers, Nicolas","RW, LW",23,Stnd,RFA,"$637,500",82,76,5,10,15,11:52,"$8,388","$127,500","$63,750","$42,500",$655
113,"Johansson, Marcus","C, LW, RW",24,Stnd,RFA,"$2,000,000",82,138,20,27,47,16:28,"$14,492","$100,000","$74,074","$42,553","$1,481"
114,"Ceci, Cody",RD,21,ELC,RFA,"$894,167",81,130,5,16,21,19:17,"$6,878","$178,833","$55,885","$42,579",$572
115,"Granlund, Markus","RW, LW, C",21,ELC,RFA,"$767,500",48,65,8,10,18,13:22,"$11,807","$95,937","$76,750","$42,638","$1,196"
116,"Holden, Nick",LD,27,Stnd,UFA,"$600,000",78,94,5,9,14,19:48,"$6,382","$120,000","$66,666","$42,857",$388
117,"Jaskin, Dmitrij","RW, LW",21,ELC,RFA,"$772,500",54,108,13,5,18,13:28,"$7,152","$59,423","$154,500","$42,916","$1,062"
118,"Calvert, Matt","LW, RW",25,Stnd,RFA,"$987,500",56,93,13,10,23,15:59,"$10,618","$75,961","$98,750","$42,934","$1,103"
119,"Fiddler, Vernon","C, LW",34,Stnd,UFA,"$1,250,000",80,132,13,16,29,13:07,"$9,469","$96,153","$78,125","$43,103","$1,191"
120,"Pánik, Richard","LW, RW",23,Stnd,RFA,"$735,000",76,87,11,6,17,11:38,"$8,448","$66,818","$122,500","$43,235",$831
121,"Malone, Brad","C, LW",25,Stnd,UFA,"$650,000",65,65,7,8,15,10:09,"$10,000","$92,857","$81,250","$43,333",$985
122,"Benn, Jordie",LD/RD,27,Stnd,UFA,"$700,000",73,70,2,14,16,18:03,"$10,000","$350,000","$50,000","$43,750",$531
123,"Dano, Marko","C, LW, RW",20,ELC,RFA,"$925,000",35,84,8,13,21,13:15,"$11,011","$115,625","$71,153","$44,047","$1,994"
124,"Scandella, Marco",LD,24,Stnd,RFA,"$1,025,000",64,112,11,12,23,21:43,"$9,151","$93,181","$85,416","$44,565",$737
125,"Klefbom, Oscar",LD,21,ELC,RFA,"$894,167",60,98,2,18,20,21:59,"$9,124","$447,083","$49,675","$44,708",$677
126,"Beagle, Jay",C,29,Stnd,UFA,"$900,000",62,84,10,10,20,12:48,"$10,714","$90,000","$90,000","$45,000","$1,134"
127,"Fehr, Eric","C, RW",29,Stnd,UFA,"$1,500,000",75,142,19,14,33,14:51,"$10,563","$78,947","$107,142","$45,454","$1,346"
128,"Smith, Craig","RW, C",25,Stnd,RFA,"$2,000,000",82,252,23,21,44,15:44,"$7,936","$86,956","$95,238","$45,454","$1,550"
129,"Santorelli, Mike","C, RW",29,Stnd,UFA,"$1,500,000",79,145,12,21,33,14:23,"$10,344","$125,000","$71,428","$45,454","$1,320"
130,"Colborne, Joe","C, LW, RW",24,Stnd,UFA,"$1,275,000",64,67,8,20,28,15:25,"$19,029","$159,375","$63,750","$45,535","$1,292"
131,"Jenner, Boone","C, LW",21,ELC,RFA,"$778,333",31,83,9,8,17,18:16,"$9,377","$86,481","$97,291","$45,784","$1,374"
132,"Pearson, Tanner",LW,22,ELC,RFA,"$735,833",42,68,12,4,16,13:17,"$10,821","$61,319","$183,958","$45,989","$1,318"
133,"Ristolainen, Rasmus",RD,20,ELC,RFA,"$925,000",78,121,8,12,20,20:36,"$7,644","$115,625","$77,083","$46,249",$575
134,"Wennberg, Alexander",C,20,ELC,RFA,"$925,000",68,85,4,16,20,15:37,"$10,882","$231,250","$57,812","$46,250",$871
135,"Johnson, Tyler","RW, C",24,Stnd,RFA,"$3,333,333",77,203,29,43,72,17:14,"$16,420","$114,942","$77,519","$46,296","$2,511"
136,"Couturier, Sean",C,22,Stnd,RFA,"$1,750,000",82,148,15,22,37,18:23,"$11,824","$116,666","$79,545","$47,297","$1,160"
137,"Gelinas, Eric",LD,23,Stnd,RFA,"$900,000",61,112,6,13,19,16:27,"$8,035","$150,000","$69,230","$47,368",$896
138,"Eakin, Cody",C,23,Stnd,RFA,"$1,900,000",78,142,19,21,40,17:11,"$13,380","$100,000","$90,476","$47,500","$1,417"
139,"Wilson, Colin","C, LW",25,Stnd,RFA,"$2,000,000",77,172,20,22,42,16:12,"$11,627","$100,000","$90,909","$47,619","$1,603"
140,"McClement, Jay",C,31,Stnd,UFA,"$1,000,000",82,68,7,14,21,13:34,"$14,705","$142,857","$71,428","$47,619",$898
141,"Larsson, Johan","C, LW",22,ELC,RFA,"$763,333",39,50,6,10,16,14:30,"$15,266","$127,222","$76,333","$47,708","$1,349"
142,"White, Ryan",C,26,Stnd,UFA,"$575,000",34,45,6,6,12,11:43,"$12,777","$95,833","$95,833","$47,916","$1,443"
143,"Cole, Ian",LD/RD,25,Stnd,RFA,"$825,000",74,83,5,12,17,15:59,"$9,939","$165,000","$68,750","$48,529",$697
144,"Bonino, Nick",C,26,Stnd,UFA,"$1,900,000",75,149,15,24,39,16:55,"$12,751","$126,666","$79,166","$48,717","$1,497"
145,"Barrie, Tyson",RD,23,Stnd,RFA,"$2,600,000",80,139,12,41,53,21:21,"$18,705","$216,666","$63,414","$49,056","$1,522"
146,"Tatar, Tomas","LW, RW",24,Stnd,RFA,"$2,750,000",82,211,29,27,56,16:13,"$13,033","$94,827","$101,851","$49,107","$2,068"
147,"Stanton, Ryan",LD,25,Stnd,UFA,"$550,000",54,59,3,8,11,16:00,"$9,322","$183,333","$68,750","$50,000",$636
148,"Bellemare, Pierre-Édouard","C, LW",29,Stnd,UFA,"$600,000",81,113,6,6,12,12:49,"$5,309","$100,000","$100,000","$50,000",$577
149,"Martinez, Alec",LD,27,Stnd,UFA,"$1,100,000",56,103,6,16,22,19:55,"$10,679","$183,333","$68,750","$50,000",$986
150,"Connolly, Brett","RW, LW",22,Stnd,RFA,"$850,500",55,83,12,5,17,12:08,"$10,246","$70,875","$170,100","$50,029","$1,274"
151,"Palmieri, Kyle","RW, LW",23,Stnd,RFA,"$1,466,667",57,112,14,15,29,14:05,"$13,095","$104,761","$97,777","$50,574","$1,827"
152,"Everberg, Dennis",RW,23,ELC,RFA,"$612,500",55,62,3,9,12,11:48,"$9,879","$204,166","$68,055","$51,041",$943
153,"Brodie, TJ",RD,24,Stnd,RFA,"$2,125,000",81,133,11,30,41,25:12:00,"$15,977","$193,181","$70,833","$51,829","$1,041"
154,"Fraser, Matt","RW, LW",24,Stnd,UFA,"$625,000",60,92,8,4,12,11:12,"$6,793","$78,125","$156,250","$52,083",$930
155,"Goodrow, Barclay",LW,21,ELC,RFA,"$626,667",60,68,4,8,12,11:04,"$9,215","$156,666","$78,333","$52,222",$943
156,"Borowiecki, Mark",LD,25,Stnd,RFA,"$575,000",63,30,1,10,11,15:54,"$19,166","$575,000","$57,500","$52,272",$574
157,"Voracek, Jakub","RW, LW",25,Stnd,UFA,"$4,250,000",82,221,22,59,81,18:35,"$19,230","$193,181","$72,033","$52,469","$2,789"
158,"Wilson, Tom",RW,20,ELC,RFA,"$894,167",67,79,4,13,17,10:56,"$11,318","$223,541","$68,782","$52,598","$1,220"
159,"Irwin, Matt",LD/RD,27,Stnd,UFA,"$1,000,000",53,93,8,11,19,17:01,"$10,752","$125,000","$90,909","$52,631","$1,108"
160,"Hudler, Jiri","LW, RW",30,Stnd,UFA,"$4,000,000",78,158,31,45,76,18:00,"$25,316","$129,032","$88,888","$52,631","$2,849"
161,"Palat, Ondrej","RW, LW",23,Stnd,RFA,"$3,333,333",75,139,16,47,63,17:25,"$23,980","$208,333","$70,921","$52,910","$2,551"
162,"Schenn, Brayden","C, LW",23,Stnd,RFA,"$2,500,000",82,156,18,29,47,17:04,"$16,025","$138,888","$86,206","$53,191","$1,786"
163,"Guenin, Nate",RD,32,Stnd,UFA,"$800,000",76,38,2,13,15,16:50,"$21,052","$400,000","$61,538","$53,333",$625
164,"Kreider, Chris",LW,23,Stnd,RFA,"$2,475,000",80,180,21,25,46,15:42,"$13,750","$117,857","$99,000","$53,804","$1,970"
165,"Richards, Brad","C, LW",34,Stnd,UFA,"$2,000,000",76,199,12,25,37,14:53,"$10,050","$166,666","$80,000","$54,054","$1,768"
166,"Braun, Justin",RD,27,Stnd,UFA,"$1,250,000",70,94,1,22,23,21:01,"$13,297","$1,250,000","$56,818","$54,347",$849
167,"Condra, Erik",RW,28,Stnd,UFA,"$1,250,000",68,106,9,14,23,14:27,"$11,792","$138,888","$89,285","$54,347","$1,272"
168,"Brodin, Jonas",LD,21,ELC,RFA,"$925,000",71,95,3,14,17,24:10:00,"$9,736","$308,333","$66,071","$54,411",$539
169,"Hunwick, Matt",LD,29,Stnd,UFA,"$600,000",55,72,2,9,11,15:48,"$8,333","$300,000","$66,666","$54,545",$690
170,"Turris, Kyle",C,25,Stnd,UFA,"$3,500,000",82,215,24,40,64,19:12,"$16,279","$145,833","$87,500","$54,687","$2,223"
171,"Richardson, Brad",C,29,Stnd,UFA,"$1,150,000",45,66,8,13,21,14:28,"$17,424","$143,750","$88,461","$54,761","$1,766"
172,"Okposo, Kyle",RW,26,Stnd,UFA,"$2,800,000",60,195,18,33,51,19:33,"$14,358","$155,555","$84,848","$54,901","$2,387"
173,"Moore, Dominic","C, LW",34,Stnd,UFA,"$1,500,000",82,116,10,17,27,13:48,"$12,931","$150,000","$88,235","$55,555","$1,325"
174,"Cizikas, Casey",C,23,Stnd,RFA,"$1,000,000",70,90,9,9,18,12:31,"$11,111","$111,111","$111,111","$55,555","$1,141"
175,"Backlund, Mikael",C,25,Stnd,RFA,"$1,500,000",52,103,10,17,27,17:44,"$14,563","$150,000","$88,235","$55,555","$1,626"
176,"Carter, Ryan","C, LW",31,Stnd,UFA,"$725,000",53,47,3,10,13,10:05,"$15,425","$241,666","$72,500","$55,769","$1,356"
177,"Dumba, Matt",RD,20,ELC,RFA,"$894,167",58,86,8,8,16,15:00,"$10,397","$111,770","$111,770","$55,885","$1,027"
178,"Stepan, Derek",C,24,Stnd,RFA,"$3,075,000",68,155,16,39,55,18:10,"$19,838","$192,187","$78,846","$55,909","$2,489"
179,"Rundblad, David",RD,24,Stnd,RFA,"$785,000",49,58,3,11,14,12:47,"$13,534","$261,666","$71,363","$56,071","$1,253"
180,"Johansen, Ryan","C, RW",22,Stnd,RFA,"$4,000,000",82,202,26,45,71,19:30,"$19,801","$153,846","$88,888","$56,338","$2,501"
181,"Kenins, Ronalds",LW,23,ELC,RFA,"$680,000",30,38,4,8,12,12:16,"$17,894","$170,000","$85,000","$56,666","$1,847"
182,"Fast, Jesper",RW,23,ELC,RFA,"$805,000",58,52,6,8,14,11:48,"$15,480","$134,166","$100,625","$57,500","$1,176"
183,"Ekholm, Mattias",LD,24,Stnd,RFA,"$1,037,500",80,86,7,11,18,19:00,"$12,063","$148,214","$94,318","$57,638",$682
184,"Namestnikov, Vladislav","RW, LW, C",22,ELC,RFA,"$925,000",43,46,9,7,16,11:59,"$20,108","$102,777","$132,142","$57,812","$1,795"
185,"Lazar, Curtis","C, RW",19,ELC,RFA,"$894,167",67,92,6,9,15,12:53,"$9,719","$149,027","$99,351","$59,611","$1,035"
186,"Zadorov, Nikita",LD/RD,19,ELC,RFA,"$894,167",60,52,3,12,15,17:42,"$17,195","$298,055","$74,513","$59,611",$841
187,"Bourque, Gabriel","LW, RW",24,Stnd,RFA,"$775,000",69,76,3,10,13,12:00,"$10,197","$258,333","$77,500","$59,615",$935
188,"Bellemore, Brett",D,26,Stnd,UFA,"$600,000",49,26,2,8,10,16:22,"$23,076","$300,000","$75,000","$59,999",$748
