#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
22,"Parenteau, Pierre-Alexandre",RW,28,Stnd,UFA,"$1,250,000",80,167,18,49,67,18:39,"$7,485","$69,444","$25,510","$18,656",$837
23,"Nikitin, Nikita",LD,25,Stnd,RFA,"$600,000",61,103,7,25,32,23:11,"$5,825","$85,714","$24,000","$18,750",$424
24,"Read, Matt","RW, LW",25,Stnd,UFA,"$900,000",79,155,24,23,47,17:03,"$5,806","$37,500","$39,130","$19,148",$668
25,"Johansson, Marcus","C, LW, RW",21,ELC,RFA,"$900,000",80,90,14,32,46,16:48,"$10,000","$64,285","$28,125","$19,565",$669
26,"Smith, Craig","RW, C",22,ELC,RFA,"$715,000",72,172,14,22,36,14:11,"$4,156","$51,071","$32,500","$19,861",$700
27,"Hodgson, Cody","C, RW",21,ELC,RFA,"$816,667",83,154,19,22,41,13:49,"$5,303","$42,982","$37,121","$19,918",$712
28,"Shattenkirk, Kevin",RD,22,ELC,RFA,"$875,000",81,178,9,34,43,21:36,"$4,915","$97,222","$25,735","$20,348",$500
29,"Stalberg, Viktor","LW, RW",25,Stnd,UFA,"$875,000",79,215,22,21,43,14:04,"$4,069","$39,772","$41,666","$20,348",$787
30,"Garrison, Jason",LD,27,Stnd,UFA,"$675,000",77,168,16,17,33,23:41,"$4,017","$42,187","$39,705","$20,454",$370
31,"Skinner, Jeff","LW, RW",19,ELC,RFA,"$900,000",64,210,20,24,44,18:37,"$4,285","$45,000","$37,500","$20,454",$755
32,"Del Zotto, Michael",LD,21,ELC,RFA,"$875,000",77,113,10,31,41,22:26,"$7,743","$87,499","$28,225","$21,341",$506
33,"Greening, Colin",LW,25,Stnd,UFA,"$816,666",82,184,17,20,37,15:35,"$4,438","$48,039","$40,833","$22,072",$639
34,"Bickell, Bryan",LW,25,Stnd,UFA,"$541,667",71,84,9,15,24,12:08,"$6,448","$60,185","$36,111","$22,569",$628
35,"Spurgeon, Jared",RD,22,ELC,RFA,"$526,667",70,92,3,20,23,21:35,"$5,724","$175,555","$26,333","$22,898",$348
36,"Subban, P.K.",RD,22,ELC,RFA,"$875,000",81,205,7,29,36,24:18:00,"$4,268","$125,000","$30,172","$24,305",$444
37,"Leddy, Nick",LD,20,ELC,RFA,"$900,000",82,94,3,34,37,22:04,"$9,574","$300,000","$26,470","$24,324",$497
38,"Shaw, Andrew","C, RW",20,ELC,RFA,"$573,333",37,74,12,11,23,15:12,"$7,747","$47,777","$52,121","$24,927","$1,019"
39,"Condra, Erik",RW,25,Stnd,RFA,"$625,000",81,140,8,17,25,14:09,"$4,464","$78,125","$36,764","$25,000",$545
40,"Wilson, Colin","C, LW",22,ELC,RFA,"$875,000",68,114,15,20,35,16:07,"$7,675","$58,333","$43,750","$25,000",$798
41,"Pacioretty, Max",LW,23,Stnd,RFA,"$1,625,000",79,286,33,32,65,18:15,"$5,681","$49,242","$50,781","$25,000","$1,127"
42,"Potter, Corey",RD,27,Stnd,UFA,"$525,000",62,98,4,17,21,19:56,"$5,357","$131,250","$30,882","$25,000",$424
43,"Letestu, Mark","C, RW",26,Stnd,UFA,"$625,000",62,114,11,14,25,15:39,"$5,482","$56,818","$44,642","$25,000",$644
44,"McBain, Jamie",RD,23,ELC,RFA,"$685,000",76,127,8,19,27,19:47,"$5,393","$85,625","$36,052","$25,370",$455
45,"Dupuis, Pascal","RW, LW",32,Stnd,UFA,"$1,500,000",82,214,25,34,59,16:55,"$7,009","$60,000","$44,117","$25,423","$1,081"
46,"Halischuk, Matt",RW,23,Stnd,RFA,"$712,500",73,96,15,13,28,11:15,"$7,421","$47,500","$54,807","$25,446",$867
47,"Foligno, Nick","LW, C, RW",24,Stnd,RFA,"$1,200,000",82,153,15,32,47,14:38,"$7,843","$80,000","$37,500","$25,531","$1,000"
48,"Ennis, Tyler","C, LW, RW",22,ELC,RFA,"$875,000",48,82,15,19,34,16:09,"$10,670","$58,333","$46,052","$25,735","$1,128"
49,"Brodziak, Kyle",C,27,Stnd,UFA,"$1,150,000",82,160,22,22,44,19:03,"$7,187","$52,272","$52,272","$26,136",$736
50,"Carlson, John",RD,21,ELC,RFA,"$845,833",82,152,9,23,32,21:51,"$5,564","$93,981","$36,775","$26,432",$472
51,"Smith, Zack","LW, C",23,Stnd,RFA,"$700,000",81,134,14,12,26,14:04,"$5,223","$50,000","$58,333","$26,923",$614
52,"McDonagh, Ryan",LD,22,ELC,RFA,"$875,000",82,123,7,25,32,24:44:00,"$7,113","$125,000","$35,000","$27,343",$431
53,"Pyatt, Tom",C,24,Stnd,RFA,"$525,000",74,95,12,7,19,14:47,"$5,526","$43,750","$75,000","$27,631",$479
54,"Dorsett, Derek",RW,25,Stnd,RFA,"$562,500",77,137,12,8,20,14:41,"$4,105","$46,875","$70,312","$28,125",$497
55,"Krüger, Marcus",C,21,ELC,RFA,"$735,000",71,89,9,17,26,15:23,"$8,258","$81,666","$43,235","$28,269",$672
56,"Crabb, Joey",RW,28,Stnd,UFA,"$750,000",67,75,11,15,26,13:26,"$10,000","$68,181","$50,000","$28,846",$833
57,"MacDonald, Andrew",RD,25,Stnd,UFA,"$550,000",75,71,5,14,19,23:22,"$7,746","$110,000","$39,285","$28,947",$313
58,"Gardiner, Jake",LD,21,ELC,RFA,"$875,000",75,79,7,23,30,21:35,"$11,075","$125,000","$38,043","$29,166",$540
59,"Eller, Lars",C,22,ELC,RFA,"$845,833",79,129,16,12,28,15:18,"$6,556","$52,864","$70,486","$30,208",$699
60,"Harrison, Jay",LD,29,Stnd,UFA,"$700,000",72,128,9,14,23,20:33,"$5,468","$77,777","$50,000","$30,434",$473
61,"Fowler, Cam",LD,20,ELC,RFA,"$900,000",82,123,5,24,29,23:15,"$7,317","$180,000","$37,500","$31,034",$472
62,"Sullivan, Steve",LW,37,35+,UFA,"$1,500,000",79,140,17,31,48,15:21,"$10,714","$88,235","$48,387","$31,250","$1,236"
63,"Brent, Tim",C,27,Stnd,UFA,"$750,000",79,71,12,12,24,10:53,"$10,563","$62,500","$62,500","$31,250",$872
64,"Peverley, Rich",C,29,Stnd,UFA,"$1,325,000",57,112,11,31,42,16:53,"$11,830","$120,454","$42,741","$31,547","$1,376"
65,"Desjardins, Andrew",C,25,Stnd,RFA,"$540,000",76,80,4,13,17,9:34,"$6,750","$135,000","$41,538","$31,764",$742
66,"Fayne, Mark",RD,24,ELC,RFA,"$542,500",82,94,4,13,17,20:11,"$5,771","$135,625","$41,730","$31,911",$327
67,"Bozak, Tyler","C, RW",25,Stnd,UFA,"$1,500,000",73,109,18,29,47,18:50,"$13,761","$83,333","$51,724","$31,914","$1,091"
68,"Burmistrov, Alexander","C, RW",20,ELC,RFA,"$900,000",76,123,13,15,28,16:39,"$7,317","$69,230","$60,000","$32,142",$711
69,"Kulikov, Dmitry",LD,21,ELC,RFA,"$900,000",58,104,4,24,28,21:51,"$8,653","$225,000","$37,500","$32,142",$710
70,"Duchene, Matt","C, LW",20,ELC,RFA,"$900,000",58,132,14,14,28,16:17,"$6,818","$64,285","$64,285","$32,142",$952
71,"Bourque, Gabriel","LW, RW",21,ELC,RFA,"$618,333",43,59,7,12,19,12:47,"$10,480","$88,333","$51,527","$32,543","$1,124"
72,"Bailey, Josh","RW, LW",22,Stnd,RFA,"$1,050,000",80,104,13,19,32,15:13,"$10,096","$80,769","$55,263","$32,812",$862
73,"Engelland, Deryk",RD,29,Stnd,UFA,"$566,667",73,86,4,13,17,16:08,"$6,589","$141,666","$43,589","$33,333",$481
74,"Miller, Drew","LW, RW",27,Stnd,RFA,"$837,500",80,131,14,11,25,12:52,"$6,393","$59,821","$76,136","$33,500",$813
75,"Petry, Jeff",RD,24,ELC,RFA,"$850,000",73,111,2,23,25,21:45,"$7,657","$425,000","$36,956","$34,000",$535
76,"Couturier, Sean",C,19,ELC,RFA,"$925,000",77,116,13,14,27,14:08,"$7,974","$71,153","$66,071","$34,259",$849
77,"Johnson, Aaron",D,28,Stnd,UFA,"$550,000",56,63,3,13,16,16:30,"$8,730","$183,333","$42,307","$34,375",$595
78,"Pouliot, Benoit",LW,25,Stnd,UFA,"$1,100,000",74,107,16,16,32,12:12,"$10,280","$68,750","$68,750","$34,375","$1,218"
79,"Hansen, Jannik",RW,25,Stnd,UFA,"$1,350,000",82,137,16,23,39,14:53,"$9,854","$84,375","$58,695","$34,615","$1,106"
80,"Helm, Darren","C, LW, RW",24,Stnd,RFA,"$912,500",68,124,9,17,26,14:30,"$7,358","$101,388","$53,676","$35,096",$925
81,"Matthias, Shawn","C, LW",23,Stnd,RFA,"$851,625",79,133,10,14,24,13:48,"$6,403","$85,162","$60,830","$35,484",$781
82,"Neal, James","RW, LW",24,Stnd,RFA,"$2,875,000",80,329,40,41,81,19:08,"$8,738","$71,875","$70,121","$35,493","$1,878"
83,"Simmonds, Wayne","RW, LW",23,Stnd,RFA,"$1,750,000",82,197,28,21,49,15:54,"$8,883","$62,500","$83,333","$35,714","$1,342"
84,"Abdelkader, Justin","LW, RW",24,Stnd,RFA,"$787,500",81,121,8,14,22,12:18,"$6,508","$98,437","$56,250","$35,795",$790
85,"Orlov, Dmitry",LD/RD,20,ELC,RFA,"$690,000",60,51,3,16,19,16:52,"$13,529","$230,000","$43,125","$36,315",$681
86,"Purcell, Teddy","RW, LW",26,Stnd,UFA,"$2,362,500",81,152,24,41,65,16:07,"$15,542","$98,437","$57,621","$36,346","$1,809"
87,"van Riemsdyk, James",LW,22,ELC,RFA,"$875,000",43,121,11,13,24,15:10,"$7,231","$79,545","$67,307","$36,458","$1,341"
88,"Hamonic, Travis",RD,21,ELC,RFA,"$875,000",73,124,2,22,24,22:25,"$7,056","$437,500","$39,772","$36,458",$534
89,"Vitale, Joe","C, RW",26,Stnd,RFA,"$512,500",68,70,4,10,14,11:10,"$7,321","$128,125","$51,250","$36,607",$674
90,"Mayers, Jamal",RW,37,35+,UFA,"$550,000",81,70,6,9,15,9:48,"$7,857","$91,666","$61,111","$36,666",$692
91,"Gragnani, Marc-Andre",LD,24,Stnd,UFA,"$550,000",58,47,2,13,15,16:08,"$11,702","$275,000","$42,307","$36,666",$587
92,"Adam, Luke",C,21,ELC,RFA,"$737,500",52,89,10,10,20,12:24,"$8,286","$73,750","$73,750","$36,875","$1,143"
93,"Adams, Craig",RW,34,Stnd,UFA,"$675,000",82,76,5,13,18,11:17,"$8,881","$135,000","$51,923","$37,500",$729
94,"Myers, Tyler",RD,21,ELC,RFA,"$875,000",55,84,8,15,23,22:29,"$10,416","$109,375","$58,333","$38,043",$707
95,"Franson, Cody",RD,24,Stnd,RFA,"$800,000",57,65,5,16,21,16:11,"$12,307","$160,000","$50,000","$38,095",$867
96,"Voynov, Slava",RD,21,ELC,RFA,"$762,500",54,86,8,12,20,18:32,"$8,866","$95,312","$63,541","$38,125",$761
97,"Faulk, Justin",LD/RD,19,ELC,RFA,"$840,000",66,101,8,14,22,22:50,"$8,316","$105,000","$60,000","$38,181",$557
98,"Burrows, Alexandre","RW, LW",30,Stnd,UFA,"$2,000,000",80,198,28,24,52,18:28,"$10,101","$71,428","$83,333","$38,461","$1,353"
99,"Bonino, Nick",C,23,Stnd,RFA,"$693,000",50,63,5,13,18,12:28,"$11,000","$138,600","$53,307","$38,500","$1,111"
100,"Hedman, Victor",LD,21,ELC,RFA,"$900,000",61,82,5,18,23,23:05,"$10,975","$180,000","$50,000","$39,130",$639
101,"Wheeler, Blake","RW, C",25,Stnd,RFA,"$2,550,000",80,208,17,47,64,19:04,"$12,259","$150,000","$54,255","$39,843","$1,671"
102,"Giroux, Claude","LW, C, RW",23,Stnd,RFA,"$3,750,000",77,242,28,65,93,21:32,"$15,495","$133,928","$57,692","$40,322","$2,261"
103,"Gervais, Bruno",D,27,Stnd,UFA,"$525,000",50,57,6,7,13,14:16,"$9,210","$87,500","$75,000","$40,384",$735
104,"King, Dwight","LW, RW",22,ELC,RFA,"$566,667",27,42,5,9,14,14:38,"$13,492","$113,333","$62,963","$40,476","$1,434"
105,"Brodie, TJ",RD,21,ELC,RFA,"$566,667",54,44,2,12,14,16:28,"$12,878","$283,333","$47,222","$40,476",$637
106,"Winnik, Daniel",C,26,Stnd,UFA,"$950,000",84,184,8,15,23,16:41,"$5,163","$118,750","$63,333","$41,304",$677
107,"Johansen, Ryan","C, RW",19,ELC,RFA,"$870,000",67,99,9,12,21,12:44,"$8,787","$96,666","$72,500","$41,428","$1,019"
108,"Bergeron, Marc-Andre",D,31,Stnd,UFA,"$1,000,000",43,80,4,20,24,19:21,"$12,500","$249,999","$50,000","$41,666","$1,201"
109,"Tootoo, Jordin",RW,28,Stnd,UFA,"$1,250,000",77,136,6,24,30,13:09,"$9,191","$208,333","$52,083","$41,666","$1,234"
110,"MacKenzie, Derek","C, LW",30,Stnd,UFA,"$600,000",66,61,7,7,14,10:30,"$9,836","$85,714","$85,714","$42,857",$865
111,"Oshie, T.J.","RW, C",25,Stnd,RFA,"$2,350,000",80,188,19,35,54,19:31,"$12,500","$123,684","$67,142","$43,518","$1,505"
112,"Moore, Dominic","C, LW",31,Stnd,UFA,"$1,100,000",79,103,4,21,25,15:31,"$10,679","$275,000","$52,380","$44,000",$897
113,"Higgins, Chris",LW,28,Stnd,UFA,"$1,900,000",71,165,18,25,43,16:18,"$11,515","$105,555","$76,000","$44,186","$1,641"
114,"Stewart, Anthony",RW,26,Stnd,UFA,"$900,000",77,64,9,11,20,8:07,"$14,062","$100,000","$81,818","$44,999","$1,440"
115,"Martin, Matt","LW, RW",22,ELC,RFA,"$631,667",80,130,7,7,14,12:09,"$4,858","$90,238","$90,238","$45,119",$649
116,"Downie, Steve","RW, LW",24,Stnd,RFA,"$1,850,000",75,140,14,27,41,15:56,"$13,214","$132,142","$68,518","$45,121","$1,548"
117,"Moulson, Matt",LW,28,Stnd,UFA,"$3,133,333",82,219,36,33,69,19:18,"$14,307","$87,037","$94,949","$45,410","$1,979"
118,"Jones, Ryan",LW,27,Stnd,UFA,"$1,500,000",79,137,17,16,33,15:25,"$10,948","$88,235","$93,750","$45,454","$1,231"
119,"Filppula, Valtteri","C, LW",27,Stnd,UFA,"$3,000,000",81,144,23,43,66,18:15,"$20,833","$130,434","$69,767","$45,454","$2,029"
120,"Prospal, Vaclav",LW,36,35+,UFA,"$2,500,000",82,165,16,39,55,17:53,"$15,151","$156,250","$64,102","$45,454","$1,704"
121,"Marchand, Brad",LW,23,Stnd,RFA,"$2,500,000",76,167,28,27,55,17:37,"$14,970","$89,285","$92,592","$45,454","$1,867"
122,"Ponikarovsky, Alexei",LW,31,Stnd,UFA,"$1,500,000",82,156,14,19,33,14:44,"$9,615","$107,142","$78,947","$45,454","$1,241"
123,"Voracek, Jakub","RW, LW",22,Stnd,RFA,"$2,250,000",78,190,18,31,49,16:17,"$11,842","$125,000","$72,580","$45,918","$1,771"
124,"Galiardi, TJ",LW,23,Stnd,RFA,"$700,000",69,113,9,6,15,13:03,"$6,194","$77,777","$116,666","$46,666",$777
125,"Glass, Tanner",LW,28,Stnd,UFA,"$750,000",78,86,5,11,16,13:25,"$8,720","$150,000","$68,181","$46,875",$716
126,"Prust, Brandon","LW, C",27,Stnd,UFA,"$800,000",82,68,5,12,17,11:56,"$11,764","$160,000","$66,666","$47,058",$817
127,"Weber, Yannick",RD,23,Stnd,UFA,"$850,000",60,88,4,14,18,15:37,"$9,659","$212,500","$60,714","$47,222",$907
128,"Cooke, Matt",LW,33,Stnd,UFA,"$1,800,000",82,147,19,19,38,15:40,"$12,244","$94,736","$94,736","$47,368","$1,401"
129,"Slater, Jim",C,29,Stnd,UFA,"$1,000,000",78,118,13,8,21,14:45,"$8,474","$76,923","$125,000","$47,619",$869
130,"Spaling, Nick","C, LW",23,Stnd,RFA,"$1,050,000",77,107,10,12,22,15:42,"$9,813","$105,000","$87,499","$47,727",$868
131,"Chimera, Jason","LW, RW",32,Stnd,UFA,"$1,875,000",82,205,20,19,39,14:25,"$9,146","$93,750","$98,684","$48,076","$1,586"
132,"Turris, Kyle",C,22,Stnd,RFA,"$1,400,000",49,133,12,17,29,17:21,"$10,526","$116,666","$82,352","$48,275","$1,646"
133,"Schenn, Brayden","C, LW",20,ELC,RFA,"$870,000",54,97,12,6,18,14:07,"$8,969","$72,500","$145,000","$48,333","$1,141"
134,"Gagner, Sam","C, RW",22,Stnd,RFA,"$2,275,000",75,149,18,29,47,17:10,"$15,268","$126,388","$78,448","$48,404","$1,766"
135,"Beleskey, Matt",LW,23,Stnd,RFA,"$737,500",70,75,4,11,15,10:15,"$9,833","$184,375","$67,045","$49,166","$1,027"
136,"Jokinen, Olli",C,33,Stnd,UFA,"$3,000,000",82,223,23,38,61,18:57,"$13,452","$130,434","$78,947","$49,180","$1,930"
137,"Strålman, Anton",RD,25,Stnd,RFA,"$900,000",53,55,2,16,18,17:05,"$16,363","$450,000","$56,250","$50,000",$994
138,"Bowman, Drayson",LW,22,ELC,RFA,"$658,333",37,70,6,7,13,13:21,"$9,404","$109,722","$94,047","$50,641","$1,332"
139,"Bertuzzi, Todd",RW,36,35+,UFA,"$1,937,500",71,118,14,24,38,15:33,"$16,419","$138,392","$80,729","$50,986","$1,754"
140,"Cowen, Jared",LD,20,ELC,RFA,"$870,000",82,58,5,12,17,18:53,"$15,000","$174,000","$72,500","$51,176",$561
141,"Perron, David","RW, LW",23,Stnd,RFA,"$2,150,000",57,114,21,21,42,18:17,"$18,859","$102,380","$102,380","$51,190","$2,063"
142,"Larsson, Adam",RD,19,ELC,RFA,"$925,000",65,68,2,16,18,20:37,"$13,602","$462,500","$57,812","$51,388",$690
143,"Halpern, Jeff",C,35,35+,UFA,"$825,000",69,63,4,12,16,12:36,"$13,095","$206,250","$68,750","$51,562",$948
144,"Wandell, Tom","C, RW",24,Stnd,RFA,"$775,000",72,103,6,9,15,9:44,"$7,524","$129,166","$86,111","$51,666","$1,105"
145,"Little, Bryan","C, RW",24,Stnd,RFA,"$2,383,333",74,162,24,22,46,20:13,"$14,711","$99,305","$108,333","$51,811","$1,593"
146,"Clutterbuck, Cal",RW,24,Stnd,RFA,"$1,400,000",74,161,15,12,27,16:21,"$8,695","$93,333","$116,666","$51,851","$1,157"
147,"Anisimov, Artem","C, LW",23,Stnd,RFA,"$1,875,000",79,132,16,20,36,15:24,"$14,204","$117,187","$93,750","$52,083","$1,541"
148,"Dwyer, Patrick",RW,28,Stnd,UFA,"$625,000",73,120,5,7,12,15:22,"$5,208","$125,000","$89,285","$52,083",$557
149,"Lapierre, Maxim",C,26,Stnd,UFA,"$1,000,000",82,103,9,10,19,11:13,"$9,708","$111,111","$100,000","$52,631","$1,087"
150,"Talbot, Maxime","C, LW",27,Stnd,UFA,"$1,800,000",81,115,19,15,34,15:59,"$15,652","$94,736","$120,000","$52,941","$1,390"
151,"Larose, Chad","RW, LW",29,Stnd,UFA,"$1,700,000",67,199,19,13,32,16:45,"$8,542","$89,473","$130,769","$53,125","$1,514"
152,"Glencross, Curtis",LW,29,Stnd,UFA,"$2,550,000",67,110,26,22,48,18:01,"$23,181","$98,076","$115,909","$53,125","$2,112"
153,"Emmerton, Cory",C,23,Stnd,UFA,"$533,333",71,63,6,4,10,8:06,"$8,465","$88,888","$133,333","$53,333",$927
154,"Scandella, Marco",LD,21,ELC,RFA,"$643,333",63,77,3,9,12,21:46,"$8,354","$214,444","$71,481","$53,611",$469
155,"Weiss, Stephen",C,28,Stnd,UFA,"$3,100,000",80,149,20,37,57,20:30,"$20,805","$155,000","$83,783","$54,385","$1,890"
156,"Kelly, Chris","C, LW",31,Stnd,UFA,"$2,125,000",82,122,20,19,39,14:44,"$17,418","$106,250","$111,842","$54,487","$1,758"
157,"Daugavins, Kaspars","C, LW",23,Stnd,RFA,"$600,000",65,77,5,6,11,11:19,"$7,792","$120,000","$100,000","$54,545",$815
158,"Josi, Roman",LD,21,ELC,RFA,"$875,000",52,64,5,11,16,18:23,"$13,671","$175,000","$79,545","$54,687",$915
159,"Lee, Brian",D,24,Stnd,RFA,"$875,000",55,32,1,15,16,15:31,"$27,343","$875,000","$58,333","$54,687","$1,025"
160,"O'Brien, Shane",LD,28,Stnd,UFA,"$1,100,000",76,114,3,17,20,19:13,"$9,649","$366,666","$64,705","$55,000",$753
161,"Atkinson, Cam","RW, LW",22,ELC,RFA,"$775,000",27,66,7,7,14,15:23,"$11,742","$110,714","$110,714","$55,357","$1,865"
162,"Smith-Pelly, Devante","RW, LW",19,ELC,RFA,"$720,000",49,66,7,6,13,12:02,"$10,909","$102,857","$119,999","$55,384","$1,221"
163,"Horak, Roman",C,20,ELC,RFA,"$613,333",61,53,3,8,11,10:11,"$11,572","$204,444","$76,666","$55,757",$987
164,"Diaz, Raphael",RD,25,ELC,RFA,"$900,000",59,61,3,13,16,18:00,"$14,754","$300,000","$69,230","$56,250",$847
165,"Weaver, Mike",D,33,Stnd,UFA,"$900,000",82,51,0,16,16,20:19,"$17,647",∞,"$56,250","$56,250",$540
166,"Ryder, Michael",RW,31,Stnd,UFA,"$3,500,000",82,211,35,27,62,17:22,"$16,587","$100,000","$129,629","$56,451","$2,457"
167,"Sharp, Patrick","LW, C",30,Stnd,UFA,"$3,900,000",74,282,33,36,69,19:53,"$13,829","$118,181","$108,333","$56,521","$2,650"
168,"Grabovski, Mikhail","C, RW",27,Stnd,UFA,"$2,900,000",74,163,23,28,51,17:36,"$17,791","$126,086","$103,571","$56,862","$2,226"
169,"Versteeg, Kris","LW, RW",25,Stnd,RFA,"$3,083,333",71,181,23,31,54,19:54,"$17,034","$134,057","$99,462","$57,098","$2,182"
170,"Hudler, Jiri","LW, RW",27,Stnd,UFA,"$2,875,000",81,127,25,25,50,15:40,"$22,637","$115,000","$115,000","$57,500","$2,265"
171,"McQuaid, Adam",RD,25,Stnd,RFA,"$575,000",72,63,2,8,10,14:57,"$9,126","$287,500","$71,875","$57,500",$534
172,"Larsen, Philip",D,22,ELC,RFA,"$635,000",55,69,3,8,11,17:57,"$9,202","$211,666","$79,375","$57,727",$643
173,"Clarkson, David",RW,27,Stnd,UFA,"$2,666,667",80,228,30,16,46,16:21,"$11,695","$88,888","$166,666","$57,971","$2,038"
174,"Gerbe, Nathan","LW, RW",24,Stnd,RFA,"$1,450,000",62,137,6,19,25,14:12,"$10,583","$241,666","$76,315","$58,000","$1,646"
175,"Kostitsyn, Sergei","RW, LW",24,Stnd,RFA,"$2,500,000",75,97,17,26,43,16:28,"$25,773","$147,058","$96,153","$58,139","$2,024"
176,"Frattin, Matt",RW,23,ELC,RFA,"$875,000",56,92,8,7,15,13:09,"$9,510","$109,375","$125,000","$58,333","$1,188"
177,"Brown, Dustin","RW, LW",27,Stnd,UFA,"$3,175,000",82,214,22,32,54,20:10,"$14,836","$144,318","$99,218","$58,796","$1,919"
178,"Caron, Jordan",RW,21,ELC,RFA,"$886,667",48,57,7,8,15,11:31,"$15,555","$126,666","$110,833","$59,111","$1,603"
179,"Clifford, Kyle",LW,20,ELC,RFA,"$710,000",81,88,5,7,12,9:24,"$8,068","$142,000","$101,428","$59,166",$932
180,"Berglund, Patrik","C, LW",23,Stnd,RFA,"$2,250,000",82,188,19,19,38,17:57,"$11,968","$118,421","$118,421","$59,210","$1,528"
181,"Prosser, Nate",RD,25,Stnd,RFA,"$715,000",51,32,1,11,12,19:14,"$22,343","$715,000","$65,000","$59,583",$728
182,"Eriksson, Loui","LW, RW",26,Stnd,UFA,"$4,250,000",82,187,26,45,71,19:45,"$22,727","$163,461","$94,444","$59,859","$2,624"
183,"Thompson, Nate",C,27,Stnd,UFA,"$900,000",68,85,9,6,15,14:49,"$10,588","$100,000","$150,000","$60,000",$893
184,"Connolly, Brett","RW, LW",19,ELC,RFA,"$900,000",68,94,4,11,15,11:28,"$9,574","$225,000","$81,818","$60,000","$1,154"
185,"Rinaldo, Zac",LW,21,ELC,RFA,"$540,000",66,54,2,7,9,7:28,"$10,000","$270,000","$77,142","$60,000","$1,095"
186,"Braun, Justin",RD,24,ELC,RFA,"$662,500",66,113,2,9,11,16:32,"$5,862","$331,250","$73,611","$60,227",$607
187,"Krejci, David",C,25,Stnd,RFA,"$3,750,000",79,145,23,39,62,18:25,"$25,862","$163,043","$96,153","$60,483","$2,577"
188,"Burish, Adam",RW,28,Stnd,UFA,"$1,150,000",65,82,6,13,19,12:47,"$14,024","$191,666","$88,461","$60,526","$1,384"
189,"Kennedy, Tyler",C,25,Stnd,RFA,"$2,000,000",60,195,11,22,33,14:22,"$10,256","$181,818","$90,909","$60,606","$2,320"
