Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Sean Monahan,20142015,CGY,L,C,81,31,31,62,8,12,0.77,20,41,10,19,1,2,3,8,191,16.2,19:37,49.3
Zach Parise,20142015,MIN,L,L,74,33,29,62,21,41,0.84,22,46,11,16,0,0,0,3,259,12.7,19:11,16.7
Jeff Carter,20142015,LAK,R,C,82,28,34,62,7,28,0.76,17,45,10,15,1,2,0,5,218,12.8,17:58,52.6
Andrew Ladd,20142015,WPG,L,L,81,24,38,62,9,72,0.77,15,42,9,19,0,1,1,6,224,10.7,20:04,35
Jason Spezza,20142015,DAL,R,C,82,17,45,62,-7,28,0.76,13,36,4,26,0,0,0,1,204,8.3,17:13,54
Phil Kessel,20142015,TOR,R,R,82,25,36,61,-34,30,0.74,17,36,8,25,0,0,1,4,280,8.9,18:48,40
Marian Hossa,20142015,CHI,L,R,82,22,39,61,17,32,0.74,15,43,6,17,1,1,0,2,247,8.9,18:33,57.1
Blake Wheeler,20142015,WPG,R,R,79,26,35,61,26,73,0.77,20,44,2,12,4,5,0,6,244,10.7,19:40,45.8
P.K. Subban,20142015,MTL,R,D,82,15,45,60,21,74,0.73,7,39,8,21,0,0,1,5,170,8.8,26:12,--
Tomas Plekanec,20142015,MTL,L,C,82,26,34,60,8,46,0.73,16,40,7,16,3,4,0,5,248,10.5,19:09,49.9
Derick Brassard,20142015,NYR,L,C,80,19,41,60,9,34,0.75,13,42,6,18,0,0,2,3,168,11.3,17:24,48.8
Scott Hartnell,20142015,CBJ,L,L,77,28,32,60,1,100,0.78,20,44,8,16,0,0,0,2,204,13.7,17:18,50
Brent Burns,20142015,SJS,R,D,82,17,43,60,-9,65,0.73,10,36,7,24,0,0,1,2,245,6.9,23:57,--
Gabriel Landeskog,20142015,COL,L,L,82,23,36,59,-2,79,0.72,15,42,8,17,0,0,0,2,214,10.8,18:30,35.6
Jarome Iginla,20142015,COL,R,R,82,29,30,59,0,42,0.72,21,46,8,13,0,0,0,2,189,15.3,18:08,44.5
David Backes,20142015,STL,R,R,80,26,32,58,7,104,0.73,16,42,10,16,0,0,0,3,183,14.2,18:38,54.6
Patrick Marleau,20142015,SJS,L,C,82,19,38,57,-17,12,0.7,12,33,7,24,0,0,0,4,233,8.2,19:35,48
Tomas Tatar,20142015,DET,L,L,82,29,27,56,6,28,0.68,20,37,9,19,0,0,0,7,211,13.7,16:13,50
James van Riemsdyk,20142015,TOR,L,L,82,27,29,56,-33,43,0.68,17,36,9,19,1,1,1,4,248,10.9,19:05,38.9
Dennis Wideman,20142015,CGY,R,D,80,15,41,56,6,34,0.7,9,35,6,21,0,0,1,2,173,8.7,24:39,--
Ryan Nugent-Hopkins,20142015,EDM,L,C,76,24,32,56,-12,25,0.74,22,41,2,14,0,1,1,2,189,12.7,20:38,45.7
John Carlson,20142015,WSH,R,D,82,12,43,55,11,28,0.67,8,38,3,16,1,1,0,3,193,6.2,23:04,--
T.J. Oshie,20142015,STL,R,R,72,19,36,55,17,51,0.76,16,42,3,13,0,0,1,4,162,11.7,18:50,23.1
Patrice Bergeron,20142015,BOS,R,C,81,23,32,55,2,44,0.68,18,39,4,14,1,2,1,4,234,9.8,18:08,60.2
Ryan O'Reilly,20142015,COL,L,C,82,17,38,55,-5,12,0.67,14,41,2,12,1,2,1,1,171,9.9,19:43,53.5
Corey Perry,20142015,ANA,R,R,67,33,22,55,13,67,0.82,29,48,4,7,0,0,1,3,193,17.1,18:06,25
Derek Stepan,20142015,NYR,R,C,68,16,39,55,26,22,0.81,11,40,3,10,2,5,1,3,155,10.3,18:11,44.1
Roman Josi,20142015,NSH,L,D,81,15,40,55,15,26,0.68,12,37,3,15,0,3,1,4,201,7.5,26:28,0
Matt Duchene,20142015,COL,L,C,82,21,34,55,3,16,0.67,19,48,2,7,0,0,0,4,207,10.1,18:34,52.2
Alex Tanguay,20142015,COL,L,L,80,22,33,55,-1,40,0.69,19,40,2,14,1,1,0,4,104,21.2,18:10,42.9
Bobby Ryan,20142015,OTT,R,R,78,18,36,54,5,24,0.69,14,40,4,14,0,0,1,5,221,8.1,17:28,36.4
Gustav Nyquist,20142015,DET,L,C,82,27,27,54,-11,26,0.66,13,30,14,24,0,0,1,4,195,13.9,16:39,11.1
Eric Staal,20142015,CAR,L,C,77,23,31,54,-13,41,0.7,16,37,7,17,0,0,0,4,244,9.4,18:51,51.3
Kris Letang,20142015,PIT,R,D,69,11,43,54,12,79,0.78,8,29,2,24,1,1,0,1,197,5.6,25:29,0
Jason Pominville,20142015,MIN,R,R,82,18,36,54,9,8,0.66,15,40,3,14,0,0,0,4,252,7.1,18:17,44.8
Jonathan Huberdeau,20142015,FLA,L,L,79,15,39,54,10,38,0.68,15,42,0,12,0,0,0,0,169,8.9,16:45,25
Ryan Callahan,20142015,TBL,R,R,77,24,30,54,9,41,0.7,14,38,10,16,0,0,0,4,191,12.6,17:44,48.4
Tyson Barrie,20142015,COL,R,D,80,12,41,53,5,26,0.66,10,37,2,16,0,0,0,0,139,8.6,21:22,--
Brandon Saad,20142015,CHI,L,L,82,23,29,52,7,12,0.63,21,42,2,10,0,0,1,6,203,11.3,17:15,43.2
Keith Yandle,20142015,"ARI,NYR",L,D,84,6,46,52,-26,40,0.62,4,23,2,29,0,0,0,2,232,2.6,22:55,--
Bryan Little,20142015,WPG,R,C,70,24,28,52,8,24,0.74,14,33,9,18,1,1,1,3,148,16.2,19:55,49.1
Mark Streit,20142015,PHI,L,D,81,9,43,52,-8,36,0.64,5,22,4,30,0,0,0,0,144,6.3,22:22,--
Martin St. Louis,20142015,NYR,L,R,74,21,31,52,12,20,0.7,16,39,5,13,0,0,0,1,144,14.6,17:34,46.4
Thomas Vanek,20142015,MIN,R,L,80,21,31,52,-6,37,0.65,16,35,5,17,0,0,0,2,171,12.3,16:13,50
Kyle Okposo,20142015,NYI,R,R,60,18,33,51,-8,12,0.85,12,33,6,18,0,0,0,2,195,9.2,19:33,49.7
Patric Hornqvist,20142015,PIT,R,R,64,25,26,51,12,38,0.8,19,36,6,15,0,0,1,4,220,11.4,17:39,28.6
Andrei Markov,20142015,MTL,L,D,81,10,40,50,22,38,0.62,6,24,4,25,0,1,0,1,135,7.4,24:55,--
Wayne Simmonds,20142015,PHI,R,R,75,28,22,50,-5,66,0.67,14,26,14,24,0,0,0,6,188,14.9,16:48,80
Ryan Strome,20142015,NYI,R,C,81,17,33,50,23,47,0.62,15,41,1,8,1,1,0,2,179,9.5,15:24,46.7
Tyler Bozak,20142015,TOR,R,C,82,23,26,49,-34,44,0.6,9,29,12,18,2,2,0,3,154,14.9,19:09,53.2
Mark Scheifele,20142015,WPG,R,C,82,15,34,49,11,24,0.6,12,36,3,13,0,0,0,2,170,8.8,18:35,42.9
Justin Faulk,20142015,CAR,R,D,82,15,34,49,-19,30,0.6,6,27,7,20,2,2,0,4,238,6.3,24:26,--
Tyler Toffoli,20142015,LAK,R,R,76,23,26,49,25,37,0.64,15,38,3,5,5,6,0,3,200,11.5,14:35,44.4
Mats Zuccarello,20142015,NYR,L,R,78,15,34,49,17,45,0.63,15,43,0,6,0,0,0,3,154,9.7,17:16,43.2
David Desharnais,20142015,MTL,L,C,82,14,34,48,22,24,0.59,12,37,2,11,0,0,2,4,90,15.6,17:15,52.9
Mikko Koivu,20142015,MIN,L,C,80,14,34,48,2,38,0.6,10,33,4,15,0,0,1,4,179,7.8,19:16,55.2
Valtteri Filppula,20142015,TBL,L,C,82,12,36,48,-14,24,0.59,10,31,2,17,0,0,0,0,91,13.2,19:01,52.4
Mike Hoffman,20142015,OTT,L,C,79,27,21,48,16,14,0.61,26,45,1,3,0,0,1,4,199,13.6,14:33,50
Mark Giordano,20142015,CGY,L,D,61,11,37,48,13,37,0.79,8,33,2,14,1,1,1,2,157,7,25:10,--
Ryan Kesler,20142015,ANA,R,C,81,20,27,47,-5,75,0.58,14,33,5,11,1,3,2,4,205,9.8,19:31,56.3
Brendan Gallagher,20142015,MTL,R,R,82,24,23,47,18,31,0.57,21,39,3,8,0,0,0,6,254,9.5,16:35,43.4
Marian Gaborik,20142015,LAK,L,R,69,27,20,47,7,16,0.68,16,29,11,18,0,0,0,2,174,15.5,16:55,100
Marcus Johansson,20142015,WSH,L,C,82,20,27,47,6,10,0.57,17,32,3,15,0,0,0,1,138,14.5,16:29,43.8
Jaromir Jagr,20142015,"NJD,FLA",L,R,77,17,30,47,-3,48,0.61,13,36,4,11,0,0,1,5,169,10.1,17:34,100
Ryan Kesler,20142015,ANA,R,C,81,20,27,47,-5,75,0.58,14,33,5,11,1,3,2,4,205,9.8,19:31,56.3
Loui Eriksson,20142015,BOS,L,L,81,22,25,47,1,14,0.58,16,35,6,11,0,1,2,4,169,13,18:29,33.3
Alex Galchenyuk,20142015,MTL,L,C,80,20,26,46,8,39,0.58,17,34,3,12,0,0,0,1,163,12.3,16:26,47.1
Paul Stastny,20142015,STL,L,C,74,16,30,46,5,40,0.62,9,31,7,15,0,0,0,7,143,11.2,17:38,57.9
Mika Zibanejad,20142015,OTT,R,C,80,20,26,46,0,20,0.58,16,32,4,14,0,0,0,0,150,13.3,16:26,48.8
Chris Kreider,20142015,NYR,L,L,80,21,25,46,24,88,0.58,14,38,7,8,0,0,0,5,180,11.7,15:43,42.9
Tyler Ennis,20142015,BUF,L,C,78,20,26,46,-19,37,0.59,13,28,6,17,1,1,0,2,185,10.8,19:07,36.6
Alex Pietrangelo,20142015,STL,R,D,81,7,39,46,-2,28,0.57,6,34,1,12,0,0,0,2,195,3.6,25:25,--
Drew Doughty,20142015,LAK,R,D,82,7,39,46,3,56,0.56,6,28,1,17,0,1,0,2,219,3.2,29:00,0
Kevin Hayes,20142015,NYR,L,C,79,17,28,45,15,22,0.57,15,39,1,5,1,1,0,1,111,15.3,13:02,36.3
Duncan Keith,20142015,CHI,L,D,80,10,35,45,12,20,0.56,7,28,3,16,0,1,0,2,171,5.9,25:34,--
Mike Green,20142015,WSH,R,D,72,10,35,45,15,34,0.63,9,28,1,17,0,0,0,2,159,6.3,19:06,--
Dustin Byfuglien,20142015,WPG,R,D,69,18,27,45,5,124,0.65,13,27,5,17,0,1,1,3,209,8.6,22:41,0
Shea Weber,20142015,NSH,R,D,78,15,30,45,15,72,0.58,9,29,5,15,1,1,1,2,237,6.3,26:22,--
Kevin Shattenkirk,20142015,STL,R,D,56,8,36,44,19,52,0.79,4,19,4,25,0,0,0,1,135,5.9,22:34,--
Jussi Jokinen,20142015,FLA,L,L,81,8,36,44,-2,34,0.54,6,35,2,9,0,0,0,0,134,6,16:44,50.4
Carl Soderberg,20142015,BOS,L,C,82,13,31,44,10,26,0.54,8,36,5,8,0,0,0,3,163,8,16:49,48.2
Milan Lucic,20142015,BOS,L,L,81,18,26,44,13,81,0.54,16,36,2,8,0,0,0,4,141,12.8,16:21,44.7
Craig Smith,20142015,NSH,R,C,82,23,21,44,11,44,0.54,17,35,6,9,0,0,1,4,252,9.1,15:44,40
Jori Lehtera,20142015,STL,L,C,75,14,30,44,21,48,0.59,11,35,2,7,1,2,0,2,103,13.6,16:13,51.2
Justin Abdelkader,20142015,DET,L,L,71,23,21,44,3,72,0.62,15,30,8,14,0,0,2,5,154,14.9,17:55,46.7
Niklas Kronwall,20142015,DET,L,D,80,9,35,44,-4,40,0.55,6,21,3,23,0,0,1,1,101,8.9,23:50,100
Nick Bjugstad,20142015,FLA,R,C,72,24,19,43,-7,38,0.6,17,31,7,12,0,0,0,3,207,11.6,16:35,48.9
Oliver Ekman-Larsson,20142015,ARI,L,D,82,23,20,43,-18,40,0.52,12,22,10,20,1,1,3,7,264,8.7,25:13,--
Drew Stafford,20142015,"BUF,WPG",R,R,76,18,25,43,-12,47,0.57,14,33,4,9,0,1,0,1,147,12.2,16:30,49.4
Troy Brouwer,20142015,WSH,R,R,82,21,22,43,11,53,0.52,11,27,8,14,2,2,0,3,145,14.5,17:31,56.9
Adam Henrique,20142015,NJD,L,C,75,16,27,43,-6,34,0.57,11,26,5,16,0,1,0,3,127,12.6,17:45,52
Frans Nielsen,20142015,NYI,L,C,78,14,29,43,8,12,0.55,9,22,4,18,1,3,0,4,157,8.9,16:35,48.2
Patrick Sharp,20142015,CHI,R,L,68,16,27,43,-8,33,0.63,8,29,8,14,0,0,1,2,230,7,16:49,49.1
Colin Wilson,20142015,NSH,L,C,77,20,22,42,19,22,0.55,17,35,3,7,0,0,0,5,172,11.6,16:13,39.9
Michael Frolik,20142015,WPG,L,R,82,19,23,42,4,18,0.51,13,32,3,7,3,3,0,4,206,9.2,17:30,34.2
Michael Cammalleri,20142015,NJD,L,L,68,27,15,42,2,28,0.62,16,29,9,11,2,2,0,8,156,17.3,18:20,42.2
Brock Nelson,20142015,NYI,L,C,82,20,22,42,6,24,0.51,10,27,10,15,0,0,0,3,190,10.5,15:53,44.3
Dougie Hamilton,20142015,BOS,R,D,72,10,32,42,-3,41,0.58,5,27,5,15,0,0,1,2,188,5.3,21:20,--
Brad Marchand,20142015,BOS,L,L,77,24,18,42,5,95,0.55,20,37,2,2,2,3,3,5,180,13.3,16:54,39.4
Jake Muzzin,20142015,LAK,L,D,76,10,31,41,-4,22,0.54,6,26,4,14,0,1,0,3,173,5.8,22:42,--
Josh Bailey,20142015,NYI,L,R,70,15,26,41,3,12,0.59,13,37,2,4,0,0,0,1,140,10.7,16:47,45.5
Justin Williams,20142015,LAK,R,R,81,18,23,41,8,29,0.51,14,28,4,13,0,0,0,2,174,10.3,15:49,50
Anders Lee,20142015,NYI,L,L,76,25,16,41,9,33,0.54,20,35,5,6,0,0,0,6,197,12.7,14:24,100
Sam Gagner,20142015,ARI,R,C,81,15,26,41,-28,28,0.51,9,29,6,12,0,0,1,1,183,8.2,17:15,46.8
Mathieu Perreault,20142015,WPG,L,L,62,18,23,41,7,38,0.66,13,29,5,12,0,0,1,2,129,14,16:15,51.6
Matt Moulson,20142015,BUF,L,L,77,13,28,41,-11,4,0.53,10,30,3,11,0,0,0,2,156,8.3,17:41,59.1
TJ Brodie,20142015,CGY,L,D,81,11,30,41,15,30,0.51,7,29,3,9,1,3,1,3,133,8.3,25:12,--
David Perron,20142015,"EDM,PIT",R,L,81,17,24,41,-25,62,0.51,14,32,3,9,0,0,0,2,196,8.7,17:20,25
Cody Eakin,20142015,DAL,L,C,78,19,21,40,-1,26,0.51,15,33,2,4,2,3,2,6,142,13.4,17:12,50.8
John Klingberg,20142015,DAL,R,D,65,11,29,40,5,32,0.62,9,28,2,12,0,0,1,3,98,11.2,21:50,--
Reilly Smith,20142015,BOS,L,R,81,13,27,40,7,20,0.49,12,29,1,11,0,0,0,0,143,9.1,15:24,25
Chris Kunitz,20142015,PIT,L,L,74,17,23,40,2,56,0.54,7,23,9,16,1,1,0,5,170,10,17:53,53.9
Jack Johnson,20142015,CBJ,L,D,79,8,32,40,-13,44,0.51,5,19,3,21,0,0,1,1,141,5.7,24:10,--
Cam Atkinson,20142015,CBJ,R,R,78,22,18,40,-2,22,0.51,14,29,7,10,1,1,0,7,212,10.4,16:59,44.4
Nick Bonino,20142015,VAN,L,C,75,15,24,39,7,22,0.52,14,34,1,5,0,0,0,6,149,10.1,16:55,47.4
Elias Lindholm,20142015,CAR,R,C,81,17,22,39,-23,14,0.48,13,24,4,15,0,0,1,4,170,10,16:25,52.3
Mikael Granlund,20142015,MIN,L,C,68,8,31,39,17,20,0.57,8,31,0,8,0,0,0,2,99,8.1,17:54,48.4
Torey Krug,20142015,BOS,L,D,78,12,27,39,13,20,0.5,10,25,2,14,0,0,0,0,205,5.9,19:36,--
Anton Stralman,20142015,TBL,R,D,82,9,30,39,22,26,0.48,7,25,2,14,0,0,0,0,138,6.5,21:57,--
Jakob Silfverberg,20142015,ANA,R,R,81,13,26,39,15,24,0.48,10,32,2,4,1,3,0,2,189,6.9,15:40,46
Erik Cole,20142015,"DAL,DET",L,L,68,21,18,39,2,14,0.57,17,29,3,9,1,1,0,0,122,17.2,14:33,31.3
Aaron Ekblad,20142015,FLA,R,D,81,12,27,39,12,32,0.48,6,26,6,13,0,0,0,4,170,7.1,21:49,--
Nazem Kadri,20142015,TOR,L,C,73,18,21,39,-7,28,0.53,14,31,3,7,1,1,0,1,176,10.2,17:36,46.2
Mike Fisher,20142015,NSH,R,C,59,19,20,39,4,39,0.66,11,28,7,10,1,1,0,1,111,17.1,18:26,52.3
Antoine Vermette,20142015,"ARI,CHI",L,C,82,13,25,38,-25,40,0.46,7,24,6,14,0,0,0,1,109,11.9,17:51,55.3
Ryan Suter,20142015,MIN,L,D,77,2,36,38,7,48,0.49,1,26,1,11,0,1,0,1,150,1.3,29:04,--
Brad Boyes,20142015,FLA,R,R,78,14,24,38,11,20,0.49,9,29,5,9,0,0,1,4,151,9.3,15:39,56.1
Nathan MacKinnon,20142015,COL,R,C,64,14,24,38,-7,34,0.59,11,31,3,7,0,0,0,2,192,7.3,17:03,47
Alex Killorn,20142015,TBL,L,L,71,15,23,38,8,36,0.54,13,34,1,3,1,1,0,5,130,11.5,16:56,43.8
Taylor Hall,20142015,EDM,L,L,53,14,24,38,-1,40,0.72,11,32,3,6,0,0,0,0,158,8.9,19:13,45.9
Trevor Daley,20142015,DAL,L,D,68,16,22,38,-13,34,0.56,8,24,6,12,2,2,0,2,113,14.2,22:53,--
Victor Hedman,20142015,TBL,L,D,59,10,28,38,12,40,0.64,7,27,3,11,0,0,1,2,115,8.7,22:41,--
James Neal,20142015,NSH,L,L,67,23,14,37,12,57,0.55,20,33,3,4,0,0,2,6,221,10.4,18:05,41.2
Nick Leddy,20142015,NYI,L,D,78,10,27,37,18,14,0.47,9,24,1,12,0,1,0,1,120,8.3,20:22,--
Sean Couturier,20142015,PHI,L,C,82,15,22,37,4,28,0.45,13,29,1,6,1,2,0,0,148,10.1,18:23,48.4
Brad Richards,20142015,CHI,L,C,76,12,25,37,3,12,0.49,10,30,2,7,0,0,0,3,199,6,14:53,48.4
Sami Vatanen,20142015,ANA,R,D,67,12,25,37,5,36,0.55,4,19,7,17,1,1,0,1,122,9.8,21:28,50
Nino Niederreiter,20142015,MIN,L,R,80,24,13,37,2,28,0.46,17,28,6,8,1,1,0,5,149,16.1,14:33,28.6
Evgeny Kuznetsov,20142015,WSH,L,C,80,11,26,37,10,24,0.46,7,24,4,13,0,0,1,1,127,8.7,13:20,44.6
Aleksander Barkov,20142015,FLA,L,C,71,16,20,36,-4,16,0.51,13,29,3,7,0,0,0,3,123,13,17:30,46.1
Chris Higgins,20142015,VAN,L,L,77,12,24,36,8,16,0.47,9,31,3,5,0,0,0,1,171,7,15:47,33.3
Alex Goligoski,20142015,DAL,L,D,81,4,32,36,0,24,0.44,4,26,0,8,0,2,0,0,122,3.3,23:49,--
Chris Stewart,20142015,"BUF,MIN",R,R,81,14,22,36,-26,88,0.44,9,26,5,10,0,0,0,0,155,9,15:53,24.4
Brandon Dubinsky,20142015,CBJ,L,C,47,13,23,36,11,43,0.77,12,28,0,7,1,1,0,1,100,13,18:04,50.8
David Savard,20142015,CBJ,R,D,82,11,25,36,0,71,0.44,8,26,3,10,0,0,0,3,112,9.8,22:57,100
Cody Franson,20142015,"TOR,NSH",R,D,78,7,29,36,-7,28,0.46,2,19,5,17,0,0,0,0,127,5.5,19:38,--
Clarke MacArthur,20142015,OTT,L,L,62,16,20,36,-6,36,0.58,10,26,6,10,0,0,0,5,140,11.4,17:00,36.4
Riley Sheahan,20142015,DET,L,C,79,13,23,36,-3,16,0.46,8,25,5,11,0,0,0,0,123,10.6,15:39,49.9
Tommy Wingels,20142015,SJS,R,C,75,15,21,36,-7,40,0.48,10,25,4,10,1,1,0,1,158,9.5,16:28,45.5
Shane Doan,20142015,ARI,R,R,79,14,22,36,-29,65,0.46,9,26,5,10,0,0,0,0,189,7.4,18:53,27.3
Charlie Coyle,20142015,MIN,R,C,82,11,24,35,13,39,0.43,10,32,1,3,0,0,0,4,120,9.2,14:33,46.5
Johnny Boychuk,20142015,NYI,R,D,72,9,26,35,15,14,0.49,4,19,5,15,0,1,1,1,192,4.7,21:41,100
Jimmy Hayes,20142015,FLA,R,R,72,19,16,35,-4,20,0.49,15,24,4,11,0,0,0,3,166,11.5,15:09,44.4
Brian Gionta,20142015,BUF,R,R,69,13,22,35,-13,18,0.51,9,25,3,9,1,1,0,2,153,8.5,18:03,40.8
Carl Hagelin,20142015,NYR,L,L,82,17,18,35,18,46,0.43,16,33,1,1,0,1,1,4,185,9.2,15:14,35.3
Curtis Glencross,20142015,"CGY,WSH",L,L,71,13,22,35,2,45,0.49,9,24,4,11,0,0,0,1,108,12,15:39,44.4
Teddy Purcell,20142015,EDM,R,L,82,12,22,34,-33,24,0.41,7,22,5,12,0,0,0,0,146,8.2,17:10,57.1
Pat Maroon,20142015,ANA,L,L,71,9,25,34,-5,82,0.48,8,27,1,7,0,0,0,1,120,7.5,14:17,33.3
James Wisniewski,20142015,"CBJ,ANA",R,D,69,8,26,34,-13,44,0.49,1,19,7,15,0,0,0,2,147,5.4,21:11,--
Scott Gomez,20142015,NJD,L,C,58,7,27,34,-10,23,0.59,7,20,0,14,0,0,0,1,70,10,16:31,46.6
Cam Fowler,20142015,ANA,L,D,80,7,27,34,4,14,0.43,5,23,1,9,1,2,1,2,87,8.1,21:09,--
Daniel Winnik,20142015,"TOR,PIT",L,L,79,9,25,34,23,27,0.43,9,33,0,0,0,1,0,1,97,9.3,16:39,46.9
Kris Russell,20142015,CGY,L,D,79,4,30,34,18,17,0.43,3,20,1,14,0,0,0,0,111,3.6,23:57,--
Hampus Lindholm,20142015,ANA,L,D,78,7,27,34,25,32,0.44,7,28,0,6,0,0,0,1,107,6.5,21:46,0
Joel Ward,20142015,WSH,R,R,82,19,15,34,-4,30,0.41,13,23,6,11,0,0,1,4,138,13.8,16:52,47.2
James Wisniewski,20142015,"CBJ,ANA",R,D,69,8,26,34,-13,44,0.49,1,19,7,15,0,0,0,2,147,5.4,21:11,--
Patrik Elias,20142015,NJD,L,C,69,13,21,34,-20,12,0.49,8,23,5,9,0,2,0,1,114,11.4,17:39,39.1
Scott Gomez,20142015,NJD,L,C,58,7,27,34,-10,23,0.59,7,20,0,14,0,0,0,1,70,10,16:31,46.6
