#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
187,"McLeod, Cody","LW, RW",28,Stnd,UFA,"$1,150,000",48,79,8,4,12,13:05,"$14,556","$143,750","$287,500","$95,833","$1,831"
188,"Klein, Kevin",RD,28,Stnd,UFA,"$1,350,000",47,54,3,11,14,20:25,"$24,999","$449,999","$122,727","$96,428","$1,406"
189,"Glencross, Curtis",LW,30,Stnd,UFA,"$2,550,000",40,92,15,11,26,18:14,"$27,717","$170,000","$231,818","$98,076","$3,496"
190,"Smith, Reilly","RW, LW",21,ELC,RFA,"$900,000",37,34,3,6,9,10:55,"$26,470","$300,000","$150,000","$99,999","$2,228"
191,"Ebbett, Andrew",C,29,Stnd,UFA,"$600,000",28,23,1,5,6,12:19,"$26,086","$600,000","$119,999","$100,000","$1,739"
192,"Lapierre, Maxim",C,27,Stnd,UFA,"$1,000,000",48,54,4,6,10,12:35,"$18,518","$250,000","$166,666","$100,000","$1,655"
193,"Schroeder, Jordan","C, RW",22,ELC,RFA,"$900,000",31,28,3,6,9,13:42,"$32,142","$300,000","$150,000","$100,000","$2,119"
194,"Reaves, Ryan",RW,25,Stnd,UFA,"$600,000",43,24,4,2,6,7:26,"$25,000","$150,000","$300,000","$100,000","$1,877"
195,"Ryder, Michael",RW,32,Stnd,UFA,"$3,500,000",46,101,16,19,35,16:03,"$34,653","$218,750","$184,210","$100,000","$4,740"
196,"Mueller, Peter",C,24,Stnd,UFA,"$1,725,000",43,131,8,9,17,16:15,"$13,167","$215,625","$191,666","$101,470","$2,468"
197,"Ribeiro, Mike",C,32,Stnd,UFA,"$5,000,000",48,63,13,36,49,17:50,"$79,365","$384,615","$138,888","$102,040","$5,841"
198,"Weise, Dale","RW, LW",24,Stnd,RFA,"$615,000",40,35,3,3,6,9:33,"$17,571","$205,000","$205,000","$102,500","$1,609"
199,"Hendricks, Matt","RW, C, LW",31,Stnd,UFA,"$825,000",48,54,5,3,8,11:43,"$15,277","$165,000","$275,000","$103,125","$1,466"
200,"Raymond, Mason",LW,27,Stnd,UFA,"$2,275,000",46,79,10,12,22,15:49,"$28,797","$227,499","$189,583","$103,409","$3,126"
201,"Kessel, Phil",RW,25,Stnd,UFA,"$5,400,000",48,161,20,32,52,19:48,"$33,540","$270,000","$168,750","$103,846","$5,681"
202,"Cogliano, Andrew",LW,25,Stnd,UFA,"$2,390,000",48,79,13,10,23,15:22,"$30,253","$183,846","$239,000","$103,913","$3,240"
203,"Anisimov, Artem","C, LW",24,Stnd,RFA,"$1,875,000",35,68,11,7,18,16:24,"$27,573","$170,454","$267,857","$104,166","$3,266"
204,"Comeau, Blake","LW, RW",26,Stnd,UFA,"$1,250,000",42,48,6,6,12,12:09,"$26,041","$208,333","$208,333","$104,166","$2,449"
205,"Miller, Drew","LW, RW",28,Stnd,RFA,"$837,500",44,54,4,4,8,13:49,"$15,509","$209,375","$209,375","$104,687","$1,377"
206,"Harrold, Peter","RD, RW",29,Stnd,UFA,"$525,000",23,36,2,3,5,17:37,"$14,583","$262,500","$175,000","$105,000","$1,295"
207,"Stoner, Clayton",LD,27,Stnd,UFA,"$1,050,000",48,40,0,10,10,18:12,"$26,250",∞,"$105,000","$105,000","$1,201"
208,"Lashoff, Brian",LD,22,ELC,RFA,"$525,000",31,26,1,4,5,17:47,"$20,192","$525,000","$131,250","$105,000",$952
209,"Bordeleau, Patrick","LW, RW",26,Stnd,UFA,"$525,000",46,24,2,3,5,6:13,"$21,875","$262,500","$175,000","$105,000","$1,835"
210,"Wilson, Colin","C, LW",23,Stnd,RFA,"$2,000,000",25,26,7,12,19,16:34,"$76,923","$285,714","$166,666","$105,263","$4,828"
211,"Fiddler, Vernon","C, LW",32,Stnd,UFA,"$1,800,000",46,56,4,13,17,12:51,"$32,142","$450,000","$138,461","$105,882","$3,045"
212,"O'Brien, Jim",C,23,Stnd,RFA,"$637,500",29,38,5,1,6,11:25,"$16,776","$127,500","$637,500","$106,250","$1,925"
213,"Wellwood, Kyle",C,29,Stnd,UFA,"$1,600,000",39,37,6,9,15,12:58,"$43,243","$266,666","$177,777","$106,666","$3,163"
214,"Rinaldo, Zac",LW,22,ELC,RFA,"$540,000",32,15,3,2,5,8:22,"$36,000","$180,000","$270,000","$108,000","$2,016"
215,"Getzlaf, Ryan",C,27,Stnd,UFA,"$5,325,000",44,99,15,34,49,20:11,"$53,787","$355,000","$156,617","$108,673","$5,996"
216,"Sutter, Brandon","RW, C",23,Stnd,RFA,"$2,066,667",48,82,11,8,19,16:24,"$25,203","$187,878","$258,333","$108,771","$2,625"
217,"Smith, Brendan","LD/RD, LW",23,ELC,RFA,"$875,000",34,33,0,8,8,18:24,"$26,515",∞,"$109,375","$109,375","$1,398"
218,"Brown, Dustin","RW, LW",28,Stnd,UFA,"$3,175,000",46,142,18,11,29,19:30,"$22,359","$176,388","$288,636","$109,482","$3,539"
219,"Vitale, Joe","C, RW",27,Stnd,UFA,"$550,000",33,26,2,3,5,9:31,"$21,153","$275,000","$183,333","$110,000","$1,751"
220,"Mueller, Chris",C,26,Stnd,UFA,"$550,000",18,22,2,3,5,10:42,"$25,000","$275,000","$183,333","$110,000","$2,855"
221,"Brassard, Derick","LW, C",25,Stnd,RFA,"$3,200,000",47,88,12,17,29,16:33,"$36,363","$266,666","$188,235","$110,344","$4,113"
222,"Clarkson, David",RW,28,Stnd,UFA,"$2,666,667",48,180,15,9,24,17:35,"$14,814","$177,777","$296,296","$111,111","$3,159"
223,"Setoguchi, Devin",RW,25,Stnd,UFA,"$3,000,000",48,97,13,14,27,14:26,"$30,927","$230,769","$214,285","$111,111","$4,330"
224,"Kopecky, Tomas",RW,30,Stnd,UFA,"$3,000,000",47,92,15,12,27,17:41,"$32,608","$199,999","$249,999","$111,111","$3,609"
225,"Bergeron, Marc-Andre",D,32,Stnd,UFA,"$1,000,000",25,43,1,8,9,13:45,"$23,255","$1,000,000","$125,000","$111,111","$2,909"
226,"Beagle, Jay",C,27,Stnd,UFA,"$900,000",48,56,2,6,8,12:06,"$16,071","$450,000","$150,000","$112,500","$1,549"
227,"Granlund, Mikael","C, RW",20,ELC,RFA,"$900,000",27,36,2,6,8,13:10,"$25,000","$450,000","$150,000","$112,500","$2,531"
228,"Kane, Patrick",RW,24,Stnd,UFA,"$6,300,000",47,138,23,32,55,20:03,"$45,652","$273,913","$196,875","$114,545","$6,685"
229,"Williams, Justin",RW,31,Stnd,UFA,"$3,825,000",48,142,11,22,33,16:59,"$26,936","$347,727","$173,863","$115,909","$4,692"
230,"Okposo, Kyle",RW,24,Stnd,UFA,"$2,800,000",48,101,4,20,24,16:57,"$27,722","$700,000","$140,000","$116,666","$3,441"
231,"Sanguinetti, Bobby",RD,24,Stnd,UFA,"$700,000",37,48,2,4,6,14:45,"$14,583","$350,000","$175,000","$116,666","$1,282"
232,"Tavares, John",C,22,Stnd,UFA,"$5,500,000",48,162,28,19,47,20:46,"$33,950","$196,428","$289,473","$117,021","$5,517"
233,"Corvo, Joe",D,35,35+,UFA,"$2,000,000",40,71,6,11,17,18:45,"$28,169","$333,333","$181,818","$117,647","$2,666"
234,"Fraser, Colin",C,27,Stnd,UFA,"$825,000",34,19,2,5,7,9:22,"$43,421","$412,500","$165,000","$117,857","$2,590"
235,"Gudas, Radko",RD,22,ELC,RFA,"$600,000",22,31,2,3,5,16:59,"$19,354","$300,000","$199,999","$120,000","$1,605"
236,"Despres, Simon",RD,21,ELC,RFA,"$840,000",33,33,2,5,7,15:06,"$25,454","$420,000","$168,000","$120,000","$1,685"
237,"Bowman, Drayson",LW,23,Stnd,UFA,"$600,000",37,68,3,2,5,11:42,"$8,823","$199,999","$300,000","$120,000","$1,386"
238,"Moore, John",LD,22,ELC,RFA,"$840,000",30,29,1,6,7,13:19,"$28,965","$840,000","$140,000","$120,000","$2,102"
239,"Del Zotto, Michael",LD,22,Stnd,RFA,"$2,550,000",46,81,3,18,21,23:10,"$31,481","$850,000","$141,666","$121,428","$2,392"
240,"Kulemin, Nikolai","LW, RW",26,Stnd,UFA,"$2,800,000",48,72,7,16,23,16:44,"$38,888","$400,000","$175,000","$121,739","$3,486"
241,"Weaver, Mike",D,34,Stnd,UFA,"$1,100,000",27,21,1,8,9,20:08,"$52,380","$1,100,000","$137,500","$122,222","$2,023"
242,"Jackman, Tim",RW,31,Stnd,UFA,"$612,500",42,42,1,4,5,7:35,"$14,583","$612,500","$153,125","$122,500","$1,923"
243,"Ott, Steve","C, LW",30,Stnd,UFA,"$2,950,000",48,73,9,15,24,18:33,"$40,410","$327,777","$196,666","$122,916","$3,313"
244,"Campbell, Gregory","C, LW",29,Stnd,UFA,"$1,600,000",48,52,4,9,13,13:42,"$30,769","$400,000","$177,777","$123,076","$2,433"
245,"Chiasson, Alex",RW,22,ELC,RFA,"$866,667",7,13,6,1,7,14:04,"$66,666","$144,444","$866,667","$123,809","$8,801"
246,"Steen, Alexander","LW, RW, C",28,Stnd,UFA,"$3,362,500",40,129,8,19,27,18:59,"$26,065","$420,312","$176,973","$124,537","$4,428"
247,"Chimera, Jason","LW, RW",33,Stnd,UFA,"$1,750,000",47,92,3,11,14,12:40,"$19,021","$583,333","$159,090","$124,999","$2,939"
248,"MacKenzie, Derek","C, LW",31,Stnd,UFA,"$1,000,000",43,33,3,5,8,10:20,"$30,303","$333,333","$200,000","$124,999","$2,250"
249,"Crombeen, B.J.",RW,27,Stnd,UFA,"$1,000,000",44,50,1,7,8,11:04,"$20,000","$1,000,000","$142,857","$125,000","$2,053"
250,"Latendresse, Guillaume",LW,25,Stnd,UFA,"$1,250,000",27,53,6,4,10,14:48,"$23,584","$208,333","$312,500","$125,000","$3,128"
251,"Johnson, Tyler","RW, C",22,ELC,RFA,"$756,667",14,11,3,3,6,13:04,"$68,787","$252,222","$252,222","$126,111","$4,136"
252,"McLaren, Frazer",LW,25,Stnd,RFA,"$632,500",36,20,3,2,5,5:12,"$31,625","$210,833","$316,250","$126,500","$3,378"
253,"Higgins, Chris",LW,29,Stnd,UFA,"$1,900,000",41,77,10,5,15,16:24,"$24,675","$190,000","$380,000","$126,666","$2,825"
254,"Zetterberg, Henrik",C,32,Stnd,UFA,"$6,083,333",46,173,11,37,48,20:31,"$35,163","$553,030","$164,414","$126,736","$6,445"
255,"Nyquist, Gustav","RW, LW",23,ELC,RFA,"$762,500",22,46,3,3,6,13:02,"$16,576","$254,166","$254,166","$127,083","$2,659"
256,"Nystrom, Eric","LW, RW",29,Stnd,UFA,"$1,400,000",48,49,7,4,11,14:21,"$28,571","$200,000","$350,000","$127,272","$2,032"
257,"Ullstrom, David","C, LW",23,ELC,RFA,"$637,500",20,28,2,3,5,9:29,"$22,767","$318,750","$212,500","$127,500","$3,361"
258,"Franzen, Johan","RW, LW",33,Stnd,UFA,"$3,954,545",41,116,14,17,31,18:05,"$34,090","$282,467","$232,620","$127,565","$5,333"
259,"Tanev, Christopher",RD,23,ELC,RFA,"$900,000",38,20,2,5,7,17:17,"$44,999","$450,000","$179,999","$128,571","$1,370"
260,"Fleischmann, Tomas",LW,28,Stnd,UFA,"$4,500,000",48,121,12,23,35,18:44,"$37,190","$375,000","$195,652","$128,571","$5,004"
261,"Jagr, Jaromir",RW,40,35+,UFA,"$4,500,000",45,115,16,19,35,18:19,"$39,130","$281,250","$236,842","$128,571","$5,459"
262,"Pavelski, Joe","RW, C",28,Stnd,UFA,"$4,000,000",48,130,16,15,31,18:54,"$30,769","$250,000","$266,666","$129,032","$4,409"
263,"Staal, Jordan","C, LW",24,Stnd,UFA,"$4,000,000",48,114,10,21,31,20:06,"$35,087","$400,000","$190,476","$129,032","$4,145"
264,"Cullen, Matt","C, LW",36,Stnd,UFA,"$3,500,000",42,79,7,20,27,15:53,"$44,303","$500,000","$175,000","$129,629","$5,246"
265,"Tanguay, Alex","LW, RW",33,Stnd,UFA,"$3,500,000",40,44,11,16,27,19:21,"$79,545","$318,181","$218,750","$129,629","$4,521"
266,"Wright, James",C,22,Stnd,UFA,"$650,000",38,32,2,3,5,11:35,"$20,312","$325,000","$216,666","$130,000","$1,476"
267,"Bortuzzo, Robert",RD,23,Stnd,RFA,"$525,000",15,10,2,2,4,13:17,"$52,500","$262,500","$262,500","$131,250","$2,634"
268,"Toews, Jonathan",C,24,Stnd,UFA,"$6,300,000",47,143,23,25,48,19:20,"$44,055","$273,913","$252,000","$131,250","$6,933"
269,"Stamkos, Steven","C, RW",22,Stnd,UFA,"$7,500,000",48,157,29,28,57,22:01,"$47,770","$258,620","$267,857","$131,578","$7,096"
270,"van Riemsdyk, James",LW,23,Stnd,UFA,"$4,250,000",48,140,18,14,32,19:12,"$30,357","$236,111","$303,571","$132,812","$4,611"
271,"Smithson, Jerred",C,33,Stnd,UFA,"$800,000",45,29,3,3,6,10:39,"$27,586","$266,666","$266,666","$133,333","$1,669"
272,"Sedin, Henrik",C,32,Stnd,UFA,"$6,100,000",48,70,11,34,45,19:20,"$87,142","$554,545","$179,411","$135,555","$6,573"
273,"Weber, Mike",LD,25,Stnd,RFA,"$950,000",42,25,1,6,7,18:21,"$38,000","$950,000","$158,333","$135,714","$1,232"
274,"Jokinen, Jussi","LW, RW",29,Stnd,UFA,"$3,000,000",43,74,13,9,22,15:26,"$40,540","$230,769","$333,333","$136,363","$4,520"
275,"Datsyuk, Pavel","C, LW",34,Stnd,UFA,"$6,700,000",47,107,15,34,49,20:10,"$62,616","$446,666","$197,058","$136,734","$7,068"
276,"Bourque, Chris",LW,26,Stnd,UFA,"$550,000",18,24,1,3,4,12:04,"$22,916","$550,000","$183,333","$137,500","$2,532"
277,"Gervais, Bruno",D,28,Stnd,UFA,"$825,000",37,49,1,5,6,17:07,"$16,836","$825,000","$165,000","$137,500","$1,302"
278,"Callahan, Ryan",RW,27,Stnd,UFA,"$4,275,000",45,144,16,15,31,21:30,"$29,687","$267,187","$285,000","$137,903","$4,418"
279,"Abdelkader, Justin","LW, RW",25,Stnd,UFA,"$1,800,000",48,96,10,3,13,14:48,"$18,750","$180,000","$600,000","$138,461","$2,533"
280,"Neal, James","RW, LW",25,Stnd,UFA,"$5,000,000",40,136,21,15,36,17:28,"$36,764","$238,095","$333,333","$138,888","$7,156"
281,"Kobasew, Chuck",RW,30,Stnd,UFA,"$1,250,000",37,43,5,4,9,11:16,"$29,069","$250,000","$312,500","$138,888","$2,998"
282,"Bäckström, Nicklas",C,25,Stnd,UFA,"$6,700,000",48,82,8,40,48,19:54,"$81,707","$837,500","$167,500","$139,583","$7,014"
283,"Ellis, Ryan",RD,21,ELC,RFA,"$840,000",32,48,2,4,6,16:22,"$17,500","$420,000","$210,000","$140,000","$1,603"
284,"Clutterbuck, Cal",RW,25,Stnd,RFA,"$1,400,000",42,87,4,6,10,13:44,"$16,091","$350,000","$233,333","$140,000","$2,427"
285,"Grabner, Michael","LW, RW",25,Stnd,UFA,"$3,000,000",45,108,16,5,21,14:47,"$27,777","$187,500","$600,000","$142,857","$4,509"
286,"Redden, Wade",D,35,35+,UFA,"$1,000,000",29,28,3,4,7,15:04,"$35,714","$333,333","$249,999","$142,857","$2,288"
287,"Roy, Derek",C,29,Stnd,UFA,"$4,000,000",42,85,7,21,28,18:35,"$47,058","$571,428","$190,476","$142,857","$5,124"
288,"Toffoli, Tyler","RW, LW",20,ELC,RFA,"$716,667",10,20,2,3,5,11:58,"$35,833","$358,333","$238,889","$143,333","$5,988"
289,"Palat, Ondrej","RW, LW",21,ELC,RFA,"$575,000",14,16,2,2,4,11:44,"$35,937","$287,500","$287,500","$143,750","$3,500"
290,"Gerbe, Nathan","LW, RW",25,Stnd,RFA,"$1,450,000",42,64,5,5,10,12:30,"$22,656","$290,000","$290,000","$145,000","$2,761"
291,"Petry, Jeff",RD,25,Stnd,RFA,"$1,750,000",48,66,3,9,12,21:54,"$26,515","$583,333","$194,444","$145,833","$1,664"
292,"Beauchemin, Francois",LD,32,Stnd,UFA,"$3,500,000",48,74,6,18,24,23:27,"$47,297","$583,333","$194,444","$145,833","$3,109"
293,"Eriksson, Loui","LW, RW",27,Stnd,UFA,"$4,250,000",48,104,12,17,29,20:07,"$40,865","$354,166","$250,000","$146,551","$4,401"
294,"Martinez, Alec",LD,25,Stnd,RFA,"$737,500",27,30,1,4,5,16:01,"$24,583","$737,500","$184,375","$147,500","$1,705"
295,"Edler, Alexander",LD,26,Stnd,UFA,"$3,250,000",45,113,8,14,22,23:50,"$28,761","$406,250","$232,142","$147,727","$3,030"
296,"Perry, Corey",RW,27,Stnd,UFA,"$5,325,000",44,128,15,21,36,19:04,"$41,601","$355,000","$253,571","$147,916","$6,347"
297,"Hudler, Jiri","LW, RW",28,Stnd,UFA,"$4,000,000",42,56,10,17,27,17:09,"$71,428","$399,999","$235,294","$148,148","$5,553"
298,"Ward, Joel",RW,32,Stnd,UFA,"$3,000,000",39,52,8,12,20,15:07,"$57,692","$375,000","$250,000","$150,000","$5,088"
299,"Tyrell, Dana",C,23,Stnd,RFA,"$600,000",21,19,1,3,4,10:21,"$31,578","$600,000","$199,999","$150,000","$2,760"
300,"Strachan, Tyson",RD,28,Stnd,UFA,"$600,000",38,42,0,4,4,18:57,"$14,285",∞,"$150,000","$150,000",$833
301,"Eaves, Patrick","RW, LW",28,Stnd,UFA,"$1,200,000",34,42,2,6,8,10:34,"$28,571","$600,000","$200,000","$150,000","$3,340"
302,"Lucic, Milan",LW,24,Stnd,RFA,"$4,083,333",46,79,7,20,27,16:54,"$51,687","$583,333","$204,166","$151,234","$5,252"
303,"Strait, Brian",LD,24,Stnd,RFA,"$605,000",19,13,0,4,4,17:09,"$46,538",∞,"$151,250","$151,250","$1,856"
304,"Plekanec, Tomas",C,30,Stnd,UFA,"$5,000,000",47,133,14,19,33,19:12,"$37,593","$357,142","$263,157","$151,515","$5,540"
305,"Streit, Mark",RD,35,Stnd,UFA,"$4,100,000",48,83,6,21,27,23:20,"$49,397","$683,333","$195,238","$151,851","$3,660"
306,"Stajan, Matt",C,29,Stnd,UFA,"$3,500,000",43,44,5,18,23,17:09,"$79,545","$700,000","$194,444","$152,173","$4,746"
307,"Sedin, Daniel",LW,32,Stnd,UFA,"$6,100,000",47,138,12,28,40,19:01,"$44,202","$508,333","$217,857","$152,500","$6,824"
308,"Perron, David","RW, LW",24,Stnd,UFA,"$3,812,500",48,84,10,15,25,18:00,"$45,386","$381,250","$254,166","$152,500","$4,412"
309,"Pageau, Jean-Gabriel",C,20,ELC,RFA,"$613,333",9,14,2,2,4,11:29,"$43,809","$306,666","$306,666","$153,333","$5,934"
310,"Larsson, Adam",RD,20,ELC,RFA,"$925,000",37,30,0,6,6,18:06,"$30,833",∞,"$154,166","$154,166","$1,381"
311,"Zucker, Jason","LW, RW",20,ELC,RFA,"$771,667",20,34,4,1,5,11:15,"$22,696","$192,916","$771,667","$154,333","$3,429"
312,"McGinn, Tye",LW,22,ELC,RFA,"$775,000",18,33,3,2,5,12:43,"$23,484","$258,333","$387,500","$155,000","$3,385"
313,"Whitney, Ray",LW,40,35+,UFA,"$4,500,000",32,62,11,18,29,19:23,"$72,580","$409,090","$250,000","$155,172","$7,254"
314,"Crosby, Sidney",C,25,Stnd,UFA,"$8,700,000",36,124,15,41,56,21:06,"$70,161","$580,000","$212,195","$155,357","$11,453"
315,"Vincour, Tomas",C,22,ELC,RFA,"$621,667",17,12,2,2,4,8:52,"$51,805","$310,833","$310,833","$155,416","$4,124"
316,"Staal, Eric",C,28,Stnd,UFA,"$8,250,000",48,152,18,35,53,20:59,"$54,276","$458,333","$235,714","$155,660","$8,191"
317,"Pominville, Jason",RW,30,Stnd,UFA,"$5,300,000",47,118,14,20,34,20:10,"$44,915","$378,571","$265,000","$155,882","$5,591"
318,"Butler, Chris",RD,26,Stnd,RFA,"$1,250,000",44,40,1,7,8,17:02,"$31,250","$1,250,000","$178,571","$156,250","$1,667"
319,"Bergeron, Patrice",C,27,Stnd,UFA,"$5,000,000",42,125,10,22,32,19:17,"$40,000","$500,000","$227,272","$156,250","$6,173"
320,"Thornton, Shawn","LW, RW",35,Stnd,UFA,"$1,100,000",45,55,3,4,7,8:06,"$20,000","$366,666","$275,000","$157,142","$3,017"
321,"Steckel, David",C,30,Stnd,UFA,"$1,100,000",34,23,1,6,7,9:16,"$47,826","$1,100,000","$183,333","$157,142","$3,491"
322,"Daugavins, Kaspars","C, LW",24,Stnd,RFA,"$635,000",25,36,1,3,4,11:00,"$17,638","$635,000","$211,666","$158,750","$2,309"
323,"Kane, Evander","LW, RW",21,Stnd,UFA,"$5,250,000",48,190,17,16,33,20:27,"$27,631","$308,823","$328,125","$159,090","$5,348"
324,"Benn, Jamie","LW, C",23,Stnd,UFA,"$5,250,000",41,110,12,21,33,19:54,"$47,727","$437,500","$250,000","$159,090","$6,434"
325,"Semin, Alexander","RW, LW",28,Stnd,UFA,"$7,000,000",44,150,13,31,44,20:56,"$46,666","$538,461","$225,806","$159,090","$7,599"
326,"Krejci, David",C,26,Stnd,UFA,"$5,250,000",47,93,10,23,33,18:30,"$56,451","$525,000","$228,260","$159,090","$6,037"
327,"Carter, Jeff","C, RW",27,Stnd,UFA,"$5,272,727",48,133,26,7,33,17:34,"$39,644","$202,797","$753,246","$159,779","$6,253"
328,"Backes, David","C, RW",28,Stnd,UFA,"$4,500,000",48,100,6,22,28,19:36,"$45,000","$750,000","$204,545","$160,714","$4,783"
329,"Kopitar, Anze",C,25,Stnd,UFA,"$6,800,000",47,98,10,32,42,20:28,"$69,387","$680,000","$212,500","$161,904","$7,069"
330,"Foligno, Nick","LW, C, RW",25,Stnd,UFA,"$3,083,333",45,69,6,13,19,16:31,"$44,685","$513,888","$237,179","$162,280","$4,148"
331,"MacArthur, Clarke",LW,27,Stnd,UFA,"$3,250,000",40,62,8,12,20,14:54,"$52,419","$406,250","$270,833","$162,500","$5,453"
332,"Hall, Adam",RW,32,Stnd,UFA,"$650,000",37,34,0,4,4,10:31,"$19,117",∞,"$162,500","$162,500","$1,670"
333,"Hayes, Jimmy",RW,23,ELC,RFA,"$654,167",10,13,1,3,4,14:19,"$50,320","$654,167","$218,055","$163,541","$4,569"
334,"Kronwall, Niklas",LD,31,Stnd,UFA,"$4,750,000",48,67,5,24,29,24:21:00,"$70,895","$950,000","$197,916","$163,793","$4,063"
335,"Morrow, Brenden",LW,33,Stnd,UFA,"$4,100,000",44,55,12,13,25,14:51,"$74,545","$341,666","$315,384","$164,000","$6,274"
336,"Niskanen, Matt",RD,26,Stnd,UFA,"$2,300,000",40,67,4,10,14,20:21,"$34,328","$575,000","$230,000","$164,285","$2,825"
337,"Neil, Chris",RW,33,Stnd,UFA,"$2,000,000",48,87,4,8,12,13:51,"$22,988","$500,000","$250,000","$166,666","$3,008"
338,"Elias, Patrik","C, LW",36,Stnd,UFA,"$6,000,000",48,118,14,22,36,18:43,"$50,847","$428,571","$272,727","$166,666","$6,678"
339,"Emelin, Alexei",LD,26,Stnd,UFA,"$2,000,000",38,33,3,9,12,19:40,"$60,606","$666,666","$222,222","$166,666","$2,676"
340,"Bouillon, Francis",LD,37,35+,UFA,"$1,500,000",48,46,1,8,9,18:04,"$32,608","$1,500,000","$187,500","$166,666","$1,729"
341,"Rozsíval, Michal",RD,34,Stnd,UFA,"$2,000,000",27,13,0,12,12,18:06,"$153,846",∞,"$166,666","$166,666","$4,092"
342,"Ryan, Bobby","RW, LW",25,Stnd,UFA,"$5,100,000",46,101,11,19,30,16:35,"$50,495","$463,636","$268,421","$170,000","$6,685"
343,"Hossa, Marián",RW,33,Stnd,UFA,"$5,275,000",40,116,17,14,31,18:02,"$45,474","$310,294","$376,785","$170,161","$7,312"
344,"Ovechkin, Alex","LW, RW",27,Stnd,UFA,"$9,538,462",48,220,32,24,56,20:53,"$43,356","$298,076","$397,435","$170,329","$9,515"
345,"Goligoski, Alex",LD/RD,27,Stnd,UFA,"$4,600,000",47,80,3,24,27,22:23,"$57,500","$1,533,333","$191,666","$170,370","$4,372"
346,"Redmond, Zach",RD,24,ELC,RFA,"$687,500",8,13,1,3,4,19:34,"$52,884","$687,500","$229,166","$171,875","$4,392"
347,"Smyth, Ryan",LW,36,35+,UFA,"$2,250,000",47,69,2,11,13,15:22,"$32,608","$1,125,000","$204,545","$173,076","$3,115"
348,"Ference, Andrew",RD,33,Stnd,UFA,"$2,250,000",48,66,4,9,13,19:29,"$34,090","$562,500","$250,000","$173,076","$2,405"
349,"Holland, Peter",C,21,ELC,RFA,"$870,000",21,26,3,2,5,11:35,"$33,461","$290,000","$435,000","$174,000","$3,576"
350,"Vanek, Thomas","LW, RW",28,Stnd,UFA,"$7,142,857",38,119,20,21,41,18:24,"$60,024","$357,142","$340,136","$174,216","$10,215"
351,"Labrie, Pierre-Cédric",LW,26,Stnd,UFA,"$525,000",19,16,2,1,3,8:33,"$32,812","$262,500","$525,000","$175,000","$3,231"
352,"Thornton, Joe","C, LW",33,Stnd,UFA,"$7,000,000",48,85,7,33,40,18:22,"$82,352","$1,000,000","$212,121","$175,000","$7,940"
353,"Hickey, Thomas",LD,23,Stnd,RFA,"$700,000",39,40,1,3,4,16:51,"$17,500","$700,000","$233,333","$175,000","$1,065"
354,"Boll, Jared",RW,26,Stnd,UFA,"$1,050,000",43,19,2,4,6,8:04,"$55,263","$525,000","$262,500","$175,000","$3,027"
355,"Filppula, Valtteri","C, LW",28,Stnd,UFA,"$3,000,000",41,78,9,8,17,17:46,"$38,461","$333,333","$375,000","$176,470","$4,118"
356,"Bogosian, Zach",RD,22,Stnd,RFA,"$2,500,000",33,85,5,9,14,23:07,"$29,411","$500,000","$277,777","$178,571","$3,277"
357,"Braun, Justin",RD,25,Stnd,UFA,"$1,250,000",41,48,0,7,7,18:48,"$26,041",∞,"$178,571","$178,571","$1,621"
358,"Prust, Brandon","LW, C",28,Stnd,UFA,"$2,500,000",38,39,5,9,14,13:38,"$64,102","$500,000","$277,777","$178,571","$4,825"
359,"Richards, Mike",C,27,Stnd,UFA,"$5,750,000",48,82,12,20,32,16:21,"$70,121","$479,166","$287,500","$179,687","$7,326"
360,"Pysyk, Mark","RD, RW",20,ELC,RFA,"$900,000",19,21,1,4,5,16:16,"$42,857","$900,000","$225,000","$179,999","$2,911"
361,"Talbot, Maxime","C, LW",28,Stnd,UFA,"$1,800,000",35,41,5,5,10,15:25,"$43,902","$360,000","$360,000","$180,000","$3,335"
362,"Legwand, David","C, LW",32,Stnd,UFA,"$4,500,000",48,78,12,13,25,18:25,"$57,692","$375,000","$346,153","$180,000","$5,090"
363,"Erixon, Tim",LD,21,ELC,RFA,"$900,000",31,21,0,5,5,15:41,"$42,857",∞,"$180,000","$180,000","$1,851"
364,"Carlson, John",RD,22,Stnd,UFA,"$3,966,667",48,97,6,16,22,23:01,"$40,893","$661,111","$247,916","$180,303","$3,590"
365,"Stoll, Jarret",C,30,Stnd,UFA,"$3,250,000",48,73,7,11,18,16:31,"$44,520","$464,285","$295,454","$180,555","$4,099"
366,"Peverley, Rich",C,30,Stnd,UFA,"$3,250,000",47,95,6,12,18,15:15,"$34,210","$541,666","$270,833","$180,555","$4,534"
367,"Westgarth, Kevin",RW,28,Stnd,UFA,"$725,000",31,16,2,2,4,5:43,"$45,312","$362,500","$362,500","$181,250","$4,091"
368,"Dorsett, Derek",RW,26,Stnd,UFA,"$1,633,333",24,38,3,6,9,15:59,"$42,982","$544,444","$272,222","$181,481","$4,257"
369,"Tangradi, Eric",LW,23,Stnd,RFA,"$726,000",41,48,1,3,4,10:04,"$15,124","$726,000","$241,999","$181,500","$1,759"
370,"Ehrhoff, Christian",LD,30,Stnd,UFA,"$4,000,000",47,102,5,17,22,25:11:00,"$39,215","$799,999","$235,294","$181,818","$3,379"
