Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Connor McDavid,20162017,EDM,L,C,82,30,70,100,27,26,1.22,26,71,3,27,1,2,1,6,251,12,21:08,43.2
Sidney Crosby,20162017,PIT,L,C,75,44,45,89,17,24,1.19,30,64,14,25,0,0,1,5,255,17.3,19:53,48.2
Patrick Kane,20162017,CHI,L,R,82,34,55,89,11,32,1.09,27,66,7,23,0,0,1,5,292,11.6,21:24,13.7
Nicklas Backstrom,20162017,WSH,L,C,82,23,63,86,17,38,1.05,15,51,8,35,0,0,2,5,162,14.2,18:16,51.4
Brad Marchand,20162017,BOS,L,L,80,39,46,85,18,81,1.06,27,56,9,24,3,5,1,8,226,17.3,19:26,36.1
Nikita Kucherov,20162017,TBL,L,R,74,40,45,85,13,38,1.15,23,53,17,32,0,0,1,7,246,16.3,19:26,--
Mark Scheifele,20162017,WPG,R,C,79,32,50,82,18,38,1.04,25,65,7,15,0,2,2,5,160,20,20:34,43.5
Leon Draisaitl,20162017,EDM,L,C,82,29,48,77,7,20,0.94,19,50,10,27,0,0,3,5,172,16.9,18:53,49
Brent Burns,20162017,SJS,R,D,82,29,47,76,19,40,0.93,21,50,8,25,0,1,3,6,320,9.1,24:52,--
Vladimir Tarasenko,20162017,STL,L,R,82,39,36,75,-1,12,0.91,30,53,9,22,0,0,3,8,286,13.6,18:28,50
Artemi Panarin,20162017,CHI,R,L,82,31,43,74,18,21,0.9,22,57,9,17,0,0,1,5,211,14.7,19:28,20
Blake Wheeler,20162017,WPG,R,R,82,26,48,74,6,47,0.9,19,50,5,21,2,3,0,4,259,10,20:09,45.7
Ryan Getzlaf,20162017,ANA,R,C,74,15,58,73,7,49,0.99,7,50,6,20,2,3,0,3,138,10.9,21:04,50.3
Tyler Seguin,20162017,DAL,R,C,82,26,46,72,-15,22,0.88,15,43,11,29,0,0,1,4,301,8.6,18:28,51
Evgeni Malkin,20162017,PIT,L,C,62,33,39,72,18,77,1.16,22,49,11,23,0,0,1,6,191,17.3,18:37,43.1
Victor Hedman,20162017,TBL,L,D,79,16,56,72,3,47,0.91,12,39,4,33,0,0,2,5,166,9.6,24:31,--
Erik Karlsson,20162017,OTT,R,D,77,17,54,71,10,28,0.92,13,42,4,27,0,2,1,5,218,7.8,26:50,--
David Pastrnak,20162017,BOS,R,R,75,34,36,70,11,34,0.93,24,46,10,24,0,0,2,6,262,13,17:59,66.7
Phil Kessel,20162017,PIT,R,R,82,23,47,70,3,20,0.85,15,40,8,30,0,0,1,4,229,10,17:56,33.3
Auston Matthews,20162017,TOR,L,C,82,40,29,69,2,14,0.84,32,48,8,21,0,0,1,8,279,14.3,17:38,46.8
Jamie Benn,20162017,DAL,L,L,77,26,43,69,-9,66,0.9,13,42,12,26,1,1,2,4,201,12.9,19:22,51.5
Alex Ovechkin,20162017,WSH,R,L,82,33,36,69,6,50,0.84,16,43,17,26,0,0,2,7,313,10.5,18:22,0
Mikael Granlund,20162017,MIN,L,C,81,26,43,69,23,12,0.85,16,45,7,20,3,4,1,4,177,14.7,18:49,48.5
Joe Pavelski,20162017,SJS,R,C,81,29,39,68,11,34,0.84,21,45,7,22,1,1,0,7,233,12.5,19:07,52.5
Henrik Zetterberg,20162017,DET,L,C,82,17,51,68,15,22,0.83,15,55,2,13,0,0,0,0,195,8.7,19:43,51.8
Max Pacioretty,20162017,MTL,L,L,81,35,32,67,15,38,0.83,26,52,8,13,1,2,2,7,268,13.1,19:11,54
John Tavares,20162017,NYI,L,C,77,28,38,66,4,38,0.86,20,46,7,18,1,2,1,3,260,10.8,20:25,50.6
Jeff Carter,20162017,LAK,R,C,82,32,34,66,2,41,0.8,21,43,10,22,1,1,4,9,250,12.8,18:02,51.9
Eric Staal,20162017,MIN,L,C,82,28,37,65,17,34,0.79,23,47,4,16,1,2,0,8,211,13.3,18:36,49.2
Nikolaj Ehlers,20162017,WPG,L,L,82,25,39,64,1,38,0.78,20,52,5,12,0,0,0,4,204,12.3,17:29,0
Patrik Laine,20162017,WPG,R,L,73,36,28,64,7,26,0.88,27,50,9,14,0,0,1,5,204,17.7,17:55,0
Jeff Skinner,20162017,CAR,L,L,79,37,26,63,-3,28,0.8,30,48,7,15,0,0,0,4,281,13.2,17:44,37
Cam Atkinson,20162017,CBJ,R,R,82,35,27,62,13,22,0.76,22,38,10,21,3,3,3,9,240,14.6,18:05,66.7
James van Riemsdyk,20162017,TOR,L,L,82,29,33,62,-2,37,0.76,23,43,6,19,0,0,0,5,238,12.2,15:53,20
Mitchell Marner,20162017,TOR,R,R,77,19,42,61,0,38,0.79,15,40,4,21,0,0,0,5,176,10.8,16:49,37.8
William Nylander,20162017,TOR,R,R,81,22,39,61,-3,32,0.75,13,35,9,26,0,0,0,2,205,10.7,16:01,40.2
Johnny Gaudreau,20162017,CGY,L,L,72,18,43,61,-7,4,0.85,14,45,4,16,0,0,1,3,182,9.9,18:29,--
Viktor Arvidsson,20162017,NSH,R,R,80,31,30,61,16,28,0.76,22,45,4,9,5,7,1,6,246,12.6,17:09,25
Nazem Kadri,20162017,TOR,L,C,82,32,29,61,-7,95,0.74,20,44,12,17,0,0,2,6,236,13.6,16:35,48
Mike Hoffman,20162017,OTT,L,C,74,26,35,61,17,51,0.82,13,35,13,26,0,0,1,8,224,11.6,17:36,57.1
Jakub Voracek,20162017,PHI,L,R,82,20,41,61,-24,56,0.74,15,38,5,23,0,0,2,3,253,7.9,19:05,21.4
Ryan Johansen,20162017,NSH,R,C,82,14,47,61,1,60,0.74,9,37,4,23,1,1,0,3,154,9.1,18:50,54.6
Mats Zuccarello,20162017,NYR,L,R,80,15,44,59,15,26,0.74,10,45,5,14,0,0,0,3,189,7.9,18:50,46.2
Alex Wennberg,20162017,CBJ,L,C,80,13,46,59,9,21,0.74,11,36,2,23,0,0,0,5,109,11.9,18:23,47.4
Evgeny Kuznetsov,20162017,WSH,L,C,82,19,40,59,18,46,0.72,16,45,3,14,0,0,0,4,170,11.2,16:57,44
Mikko Koivu,20162017,MIN,L,C,80,18,40,58,27,34,0.73,16,36,2,20,0,2,1,4,139,13,19:07,55.2
Sean Monahan,20162017,CGY,L,C,82,27,31,58,-1,20,0.71,18,40,8,17,1,1,2,4,199,13.6,17:35,51.5
Ryan Kesler,20162017,ANA,R,C,82,22,36,58,8,83,0.71,14,38,8,20,0,0,0,2,186,11.8,21:18,57.4
Marcus Johansson,20162017,WSH,L,C,82,24,34,58,25,10,0.71,19,39,5,19,0,0,2,5,129,18.6,17:00,46.4
Jonathan Toews,20162017,CHI,L,C,72,21,37,58,7,35,0.81,15,41,6,17,0,0,1,5,199,10.6,20:09,54.9
Claude Giroux,20162017,PHI,R,C,82,14,44,58,-15,38,0.71,9,26,5,31,0,1,2,3,199,7,19:07,55.9
Filip Forsberg,20162017,NSH,R,L,82,31,27,58,-4,32,0.71,25,46,3,9,3,3,1,9,234,13.3,18:31,27.8
Nino Niederreiter,20162017,MIN,L,R,82,25,32,57,17,53,0.7,17,43,8,14,0,0,0,3,186,13.4,15:04,0
Jack Eichel,20162017,BUF,R,C,61,24,33,57,-13,22,0.93,14,33,10,24,0,0,1,4,249,9.6,19:55,38.9
J.T. Miller,20162017,NYR,L,C,82,22,34,56,17,21,0.68,17,45,2,7,3,4,1,6,132,16.7,16:22,44
T.J. Oshie,20162017,WSH,R,R,68,33,23,56,28,36,0.82,25,40,7,13,1,3,1,4,143,23.1,17:51,48.3
Josh Bailey,20162017,NYI,L,R,82,13,43,56,5,12,0.68,10,44,3,12,0,0,1,1,173,7.5,18:22,53.3
Charlie Coyle,20162017,MIN,R,C,82,18,38,56,13,36,0.68,14,47,4,9,0,0,0,5,159,11.3,16:42,46
Kevin Shattenkirk,20162017,"STL,WSH",R,D,80,13,43,56,-7,47,0.7,5,29,8,27,0,0,0,2,161,8.1,19:56,--
Kyle Turris,20162017,OTT,R,C,78,27,28,55,-3,47,0.71,21,38,6,17,0,0,2,6,185,14.6,19:30,53.1
Derek Stepan,20162017,NYR,R,C,81,17,38,55,19,16,0.68,12,36,4,18,1,1,0,2,209,8.1,18:37,47
Ryan O'Reilly,20162017,BUF,L,C,72,20,35,55,-1,10,0.76,11,29,8,24,1,2,0,3,189,10.6,21:28,58
Brayden Schenn,20162017,PHI,L,C,79,25,30,55,-13,38,0.7,8,27,17,28,0,0,2,7,178,14,17:48,47
Radim Vrbata,20162017,ARI,R,R,81,20,35,55,-18,16,0.68,16,40,4,15,0,0,0,4,233,8.6,16:54,36.2
Tyler Bozak,20162017,TOR,R,C,78,18,37,55,-1,30,0.71,11,37,7,18,0,0,0,1,145,12.4,16:26,56.7
Jaden Schwartz,20162017,STL,L,L,78,19,36,55,14,18,0.71,16,46,3,9,0,0,1,4,179,10.6,18:54,47.9
David Krejci,20162017,BOS,R,C,82,23,31,54,-12,26,0.66,15,40,8,14,0,0,0,3,158,14.6,18:16,51.5
Mark Stone,20162017,OTT,R,R,71,22,32,54,12,25,0.76,16,40,6,14,0,0,0,5,134,16.4,18:34,40
Alexander Radulov,20162017,MTL,L,R,76,18,36,54,10,62,0.71,12,38,6,16,0,0,1,2,147,12.2,18:17,50
Vincent Trocheck,20162017,FLA,R,C,82,23,31,54,-13,43,0.66,21,41,2,12,0,1,1,2,230,10,20:50,50.2
Wayne Simmonds,20162017,PHI,R,R,82,31,23,54,-18,122,0.66,13,27,16,25,2,2,1,4,224,13.8,18:58,47.1
Jonathan Drouin,20162017,TBL,L,L,73,21,32,53,-13,16,0.73,12,27,9,26,0,0,1,6,183,11.5,17:42,43.6
Taylor Hall,20162017,NJD,L,L,72,20,33,53,-9,32,0.74,13,38,7,15,0,0,2,4,238,8.4,19:20,44.4
Corey Perry,20162017,ANA,R,R,82,19,34,53,2,76,0.65,14,33,5,20,0,0,0,3,215,8.8,17:43,35
Chris Kreider,20162017,NYR,L,L,75,28,25,53,6,58,0.71,22,40,6,13,0,0,1,4,186,15.1,17:00,55.6
Kyle Palmieri,20162017,NJD,R,R,80,26,27,53,2,46,0.66,17,33,8,19,1,1,0,3,192,13.5,17:21,41.4
Patrice Bergeron,20162017,BOS,R,C,79,21,32,53,12,24,0.67,13,33,8,17,0,3,0,7,302,7,19:25,60.1
Conor Sheary,20162017,PIT,L,L,61,23,30,53,24,22,0.87,21,48,2,5,0,0,1,6,154,14.9,15:56,--
Brandon Saad,20162017,CBJ,L,L,82,24,29,53,23,8,0.65,23,50,1,3,0,0,0,4,210,11.4,17:02,44.4
Duncan Keith,20162017,CHI,L,D,80,6,47,53,22,16,0.66,4,38,2,15,0,0,1,2,183,3.3,25:37,--
Mikael Backlund,20162017,CGY,L,C,81,22,31,53,9,36,0.65,15,34,7,16,0,3,2,7,197,11.2,17:36,48.1
