Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Phillip Di Giuseppe,20162017,CAR,L,L,36,1,6,7,-12,15,0.19,1,6,0,1,0,0,1,1,68,1.5,12:18,0
Tyler Motte,20162017,CHI,L,C,33,4,3,7,2,14,0.21,4,7,0,0,0,0,0,0,46,8.7,11:23,40
Taylor Fedun,20162017,BUF,R,D,27,0,7,7,3,16,0.26,0,4,0,3,0,0,0,0,24,0,13:22,--
Anthony Bitetto,20162017,NSH,L,D,29,0,7,7,-1,25,0.24,0,7,0,0,0,0,0,0,17,0,11:48,--
Matt Hendricks,20162017,EDM,L,C,42,4,3,7,-3,29,0.17,4,7,0,0,0,0,0,1,42,9.5,10:45,56.9
Ben Lovejoy,20162017,NJD,R,D,82,1,6,7,-7,39,0.09,1,7,0,0,0,0,0,1,84,1.2,20:46,--
Steve Ott,20162017,"DET,MTL",L,C,53,3,4,7,-8,80,0.13,3,7,0,0,0,0,0,0,45,6.7,10:46,55
John Mitchell,20162017,COL,L,C,65,3,4,7,-12,45,0.11,3,7,0,0,0,0,0,1,57,5.3,12:33,55.4
Jared McCann,20162017,FLA,L,L,29,1,6,7,-1,4,0.24,1,6,0,1,0,0,0,0,44,2.3,11:38,39.1
Carter Rowney,20162017,PIT,R,C,27,3,4,7,2,4,0.26,3,7,0,0,0,0,0,1,24,12.5,10:58,48
Korbinian Holzer,20162017,ANA,R,D,32,2,5,7,0,23,0.22,2,7,0,0,0,0,0,0,14,14.3,13:31,--
Olli Maatta,20162017,PIT,L,D,55,1,6,7,17,12,0.13,1,7,0,0,0,0,0,0,66,1.5,18:04,--
Jyrki Jokipakka,20162017,"CGY,OTT",L,D,41,1,5,6,-4,12,0.15,1,6,0,0,0,0,0,0,29,3.5,14:26,--
Jon Merrill,20162017,NJD,L,D,51,1,5,6,-9,24,0.12,1,6,0,0,0,0,0,0,48,2.1,18:34,--
Dalton Prout,20162017,"CBJ,NJD",R,D,29,0,6,6,-1,44,0.21,0,6,0,0,0,0,0,0,13,0,13:58,--
Adrian Kempe,20162017,LAK,L,C,25,2,4,6,-3,6,0.24,2,3,0,2,0,1,0,1,32,6.3,12:14,43.8
Evan Rodrigues,20162017,BUF,R,C,30,4,2,6,-7,4,0.2,3,5,1,1,0,0,0,0,51,7.8,12:56,41.6
Erik Gudbranson,20162017,VAN,R,D,30,1,5,6,-14,18,0.2,1,6,0,0,0,0,0,1,40,2.5,20:20,--
Eric Gryba,20162017,EDM,R,D,40,2,4,6,-5,65,0.15,2,6,0,0,0,0,0,2,45,4.4,16:08,--
Carl Gunnarsson,20162017,STL,L,D,56,0,6,6,-5,4,0.11,0,6,0,0,0,0,0,0,32,0,13:36,--
Klas Dahlbeck,20162017,CAR,L,D,43,2,4,6,-12,30,0.14,2,6,0,0,0,0,0,0,37,5.4,13:53,--
Brandon Montour,20162017,ANA,R,D,27,2,4,6,11,14,0.22,2,5,0,1,0,0,0,0,50,4,17:23,--
Stephen Gionta,20162017,NYI,R,C,26,1,5,6,9,2,0.23,1,6,0,0,0,0,0,0,17,5.9,11:12,46.7
Josh Gorges,20162017,BUF,L,D,66,1,5,6,-3,50,0.09,1,6,0,0,0,0,0,0,40,2.5,18:27,0
Philip Larsen,20162017,VAN,R,D,26,1,5,6,-8,4,0.23,1,4,0,2,0,0,0,0,32,3.1,16:28,--
Cody McLeod,20162017,"COL,NSH",L,L,59,5,1,6,-3,145,0.1,5,6,0,0,0,0,0,0,30,16.7,7:10,0
Matt Tennyson,20162017,CAR,R,D,45,0,6,6,-13,6,0.13,0,6,0,0,0,0,0,0,36,0,13:17,--
JT Brown,20162017,TBL,R,R,64,3,3,6,-7,73,0.09,2,5,0,0,1,1,0,1,67,4.5,10:22,31.6
Matt Tennyson,20162017,CAR,R,D,45,0,6,6,-13,6,0.13,0,6,0,0,0,0,0,0,36,0,13:17,--
Stephen Gionta,20162017,NYI,R,C,26,1,5,6,9,2,0.23,1,6,0,0,0,0,0,0,17,5.9,11:12,46.7
Klas Dahlbeck,20162017,CAR,L,D,43,2,4,6,-12,30,0.14,2,6,0,0,0,0,0,0,37,5.4,13:53,--
Kyle Connor,20162017,WPG,L,L,20,2,3,5,-7,4,0.25,2,3,0,2,0,0,0,1,24,8.3,12:13,50
J.T. Compher,20162017,COL,R,L,21,3,2,5,0,4,0.24,2,4,1,1,0,0,0,1,30,10,14:56,47.6
Seth Griffith,20162017,"TOR,FLA",R,C,24,0,5,5,6,8,0.21,0,4,0,1,0,0,0,0,21,0,12:44,25
Michael McCarron,20162017,MTL,R,R,31,1,4,5,-4,41,0.16,1,5,0,0,0,0,0,0,31,3.2,9:53,43.4
Brendan Gaunce,20162017,VAN,L,C,57,0,5,5,-2,33,0.09,0,5,0,0,0,0,0,0,51,0,9:29,51.2
Garnet Hathaway,20162017,CGY,R,R,26,1,4,5,0,44,0.19,1,5,0,0,0,0,0,0,22,4.6,9:08,52.6
Dmitry Kulikov,20162017,BUF,L,D,47,2,3,5,-26,26,0.11,1,2,1,3,0,0,0,0,42,4.8,21:54,--
Gustav Forsling,20162017,CHI,L,D,38,2,3,5,3,4,0.13,2,4,0,1,0,0,0,0,48,4.2,14:49,--
Noel Acciari,20162017,BOS,R,C,29,2,3,5,3,16,0.17,2,5,0,0,0,0,0,0,24,8.3,10:22,37.9
John-Michael Liles,20162017,BOS,L,D,36,0,5,5,1,4,0.14,0,2,0,3,0,0,0,0,36,0,16:12,100
Cody Goloubef,20162017,COL,R,D,33,0,5,5,-11,25,0.15,0,5,0,0,0,0,0,0,35,0,16:59,--
Jimmy Hayes,20162017,BOS,R,R,58,2,3,5,-3,29,0.09,2,5,0,0,0,0,0,1,74,2.7,9:14,25.5
Chris Thorburn,20162017,WPG,R,R,64,3,1,4,-7,95,0.06,2,3,0,0,1,1,0,0,36,8.3,6:59,50
Brandon Tanev,20162017,WPG,L,L,51,2,2,4,-6,26,0.08,2,4,0,0,0,0,0,1,54,3.7,10:41,100
Harry Zolnierczyk,20162017,NSH,L,L,24,2,2,4,-2,10,0.17,2,4,0,0,0,0,0,0,19,10.5,8:52,42.1
Derek Grant,20162017,"BUF,NSH,BUF",L,C,46,0,4,4,-5,24,0.09,0,4,0,0,0,0,0,0,40,0,9:46,52.3
Robert Bortuzzo,20162017,STL,R,D,38,1,3,4,11,15,0.11,1,4,0,0,0,0,0,0,45,2.2,14:05,--
Yohann Auvitu,20162017,NJD,L,D,25,2,2,4,1,2,0.16,2,3,0,1,0,0,0,0,54,3.7,15:36,--
Justin Bailey,20162017,BUF,R,R,32,2,2,4,0,4,0.13,2,4,0,0,0,0,0,1,36,5.6,10:38,0
Curtis Lazar,20162017,"OTT,CGY",R,C,37,1,3,4,-8,4,0.11,1,4,0,0,0,0,0,0,26,3.9,9:08,39.4
Luke Witkowski,20162017,TBL,R,R,34,0,4,4,-1,39,0.12,0,4,0,0,0,0,0,0,24,0,9:52,--
Brayden McNabb,20162017,LAK,L,D,49,2,2,4,1,54,0.08,2,4,0,0,0,0,0,0,47,4.3,15:04,--
Anton Lander,20162017,EDM,L,C,22,1,3,4,2,6,0.18,1,4,0,0,0,0,0,0,12,8.3,9:46,56
Gabriel Dumont,20162017,TBL,R,C,39,2,2,4,1,29,0.1,2,4,0,0,0,0,0,0,34,5.9,9:40,55
Shawn Thornton,20162017,FLA,R,L,50,2,2,4,-7,67,0.08,2,4,0,0,0,0,0,0,42,4.8,7:41,33.3
Nick Schultz,20162017,PHI,L,D,28,0,4,4,1,10,0.14,0,4,0,0,0,0,0,0,25,0,15:15,--
Sergey Kalinin,20162017,NJD,L,C,43,2,2,4,-14,15,0.09,2,4,0,0,0,0,0,0,38,5.3,12:48,41.4
Ben Smith,20162017,"COL,TOR",R,R,40,2,2,4,-7,4,0.1,2,4,0,0,0,0,0,0,30,6.7,11:28,51.5
Jakub Kindl,20162017,FLA,L,D,39,0,4,4,-11,28,0.1,0,4,0,0,0,0,0,0,41,0,14:41,--
Vernon Fiddler,20162017,"NJD,NSH",L,C,59,2,2,4,-15,66,0.07,1,3,0,0,1,1,0,0,48,4.2,11:39,53.7
Chris Neil,20162017,OTT,R,R,53,1,3,4,-11,63,0.08,1,4,0,0,0,0,0,0,42,2.4,7:34,--
Mark Stuart,20162017,WPG,L,D,42,2,2,4,4,27,0.1,2,4,0,0,0,0,0,1,24,8.3,12:27,--
Slater Koekkoek,20162017,TBL,L,D,29,0,4,4,-4,8,0.14,0,4,0,0,0,0,0,0,27,0,12:59,--
Frederik Gauthier,20162017,TOR,L,C,21,2,1,3,2,23,0.14,2,3,0,0,0,0,0,0,15,13.3,9:42,51.1
Jordin Tootoo,20162017,CHI,R,R,50,2,1,3,-6,28,0.06,2,3,0,0,0,0,0,0,43,4.7,6:45,100
Michal Rozsival,20162017,CHI,R,D,22,1,2,3,-3,14,0.14,1,3,0,0,0,0,0,1,16,6.3,15:30,--
Adam Erne,20162017,TBL,L,L,26,3,0,3,-9,11,0.12,3,3,0,0,0,0,0,0,40,7.5,11:48,0
Jared Boll,20162017,ANA,R,R,51,0,3,3,-3,87,0.06,0,3,0,0,0,0,0,0,13,0,5:49,0
Ryan Garbutt,20162017,ANA,L,C,27,2,1,3,-3,20,0.11,2,2,0,0,0,1,0,1,26,7.7,9:10,63.6
Laurent Dauphin,20162017,ARI,L,C,24,2,1,3,-2,12,0.13,1,2,0,0,1,1,0,1,32,6.3,10:55,45.1
Scott Harrington,20162017,CBJ,L,D,22,1,2,3,3,10,0.14,1,3,0,0,0,0,0,0,16,6.3,13:00,--
Paul Thompson,20162017,FLA,R,R,21,0,3,3,-4,22,0.14,0,3,0,0,0,0,0,0,19,0,7:54,0
Patrik Nemeth,20162017,DAL,L,D,40,0,3,3,-4,14,0.08,0,3,0,0,0,0,0,0,46,0,15:47,--
Brandon Davidson,20162017,"EDM,MTL",L,D,38,0,3,3,-2,20,0.08,0,3,0,0,0,0,0,0,42,0,15:43,--
Alex Biega,20162017,VAN,R,D,36,0,3,3,-4,18,0.08,0,3,0,0,0,0,0,0,37,0,13:10,--
Brett Kulak,20162017,CGY,L,D,21,0,3,3,-3,12,0.14,0,3,0,0,0,0,0,0,19,0,14:15,--
Mark Borowiecki,20162017,OTT,L,D,70,1,2,3,-3,154,0.04,1,3,0,0,0,0,0,0,50,2,14:01,100
Kyle Rau,20162017,FLA,L,C,24,2,1,3,-3,4,0.13,2,3,0,0,0,0,0,0,21,9.5,9:36,66.7
Nate Thompson,20162017,ANA,L,C,30,1,1,2,4,14,0.07,1,2,0,0,0,0,0,0,19,5.3,10:23,53.1
Blake Coleman,20162017,NJD,L,C,23,1,1,2,-7,27,0.09,1,2,0,0,0,0,0,0,29,3.5,12:51,42.5
Nicolas Deslauriers,20162017,BUF,L,L,42,0,2,2,-6,38,0.05,0,2,0,0,0,0,0,0,26,0,7:25,0
Matt Greene,20162017,LAK,R,D,26,1,1,2,3,19,0.08,1,2,0,0,0,0,0,0,14,7.1,13:11,--
Andy Andreoff,20162017,LAK,L,C,36,0,2,2,-2,70,0.06,0,2,0,0,0,0,0,0,38,0,10:36,59.4
Matt Bartkowski,20162017,CGY,L,D,24,1,1,2,-4,26,0.08,1,2,0,0,0,0,0,0,16,6.3,15:23,--
Freddie Hamilton,20162017,CGY,R,C,26,2,0,2,-3,8,0.08,2,2,0,0,0,0,0,1,30,6.7,9:47,59.5
Ryan Murphy,20162017,CAR,R,D,27,0,2,2,-11,8,0.07,0,2,0,0,0,0,0,0,17,0,13:10,--
Andrew Desjardins,20162017,CHI,L,L,46,0,1,1,-6,22,0.02,0,1,0,0,0,0,0,0,46,0,9:24,56.5
Eric Gelinas,20162017,COL,L,D,27,0,1,1,-4,12,0.04,0,1,0,0,0,0,0,0,29,0,11:35,0
Tomas Jurco,20162017,"DET,CHI",L,R,29,1,0,1,-12,4,0.03,1,1,0,0,0,0,0,0,35,2.9,10:38,0
Kevin Connauton,20162017,ARI,L,D,24,0,1,1,-1,24,0.04,0,1,0,0,0,0,0,0,21,0,13:08,--
