Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Toby Enstrom,20112012,WPG,L,D,62,6,27,33,6,38,0.53,4,22,2,11,0,0,0,1,94,6.4,23:51,--
Ryan Jones,20112012,EDM,L,L,79,17,16,33,-7,42,0.42,12,24,3,6,2,3,0,2,137,12.4,15:26,20
Troy Brouwer,20112012,WSH,R,R,82,18,15,33,-15,61,0.4,15,27,3,5,0,1,0,5,133,13.5,17:11,45.8
Christian Ehrhoff,20112012,BUF,L,D,66,5,27,32,-2,47,0.48,4,19,1,11,0,2,0,3,136,3.7,23:03,--
Tomas Kopecky,20112012,FLA,L,R,80,10,22,32,-8,32,0.4,8,24,2,8,0,0,0,2,143,7,17:16,52.6
John Carlson,20112012,WSH,R,D,82,9,23,32,-15,22,0.39,5,24,4,7,0,1,0,0,152,5.9,21:52,0
Michael Grabner,20112012,NYI,L,L,78,20,12,32,-18,12,0.41,18,29,1,2,1,1,0,3,174,11.5,15:33,60
Josh Bailey,20112012,NYI,L,R,80,13,19,32,-10,32,0.4,9,25,1,4,3,3,0,1,104,12.5,15:13,43.9
Nikita Nikitin,20112012,"STL,CBJ",L,D,61,7,25,32,-10,18,0.52,4,22,3,9,0,1,0,3,103,6.8,23:12,--
Ian White,20112012,DET,R,D,77,7,25,32,23,22,0.42,7,22,0,10,0,0,0,0,196,3.6,22:59,--
Filip Kuba,20112012,OTT,L,D,73,6,26,32,26,26,0.44,3,19,3,11,0,2,1,2,78,7.7,23:37,--
Ryan McDonagh,20112012,NYR,L,D,82,7,25,32,25,44,0.39,7,30,0,2,0,0,1,1,123,5.7,24:44,50
Chad LaRose,20112012,CAR,R,R,67,19,13,32,-15,48,0.48,15,24,3,7,1,1,0,5,199,9.6,16:46,41.9
Brandon Sutter,20112012,CAR,R,C,82,17,15,32,-3,21,0.39,12,26,2,3,3,3,0,0,171,9.9,17:24,50.5
Benoit Pouliot,20112012,BOS,L,L,74,16,16,32,18,38,0.43,15,30,1,2,0,0,0,5,107,15,12:13,44.4
Nathan Horton,20112012,BOS,R,R,46,17,15,32,0,54,0.7,11,24,6,8,0,0,0,3,90,18.9,15:56,66.7
Oliver Ekman-Larsson,20112012,PHX,L,D,82,13,19,32,0,32,0.39,10,23,2,8,1,1,0,2,147,8.8,22:07,--
Tomas Kaberle,20112012,"CAR,MTL",L,D,72,3,28,31,-18,12,0.43,2,15,1,16,0,0,0,0,87,3.5,17:43,--
Mikael Samuelsson,20112012,"VAN,FLA",R,R,54,14,17,31,1,20,0.57,7,18,7,13,0,0,0,1,138,10.1,15:57,36.4
Alex Goligoski,20112012,DAL,L,D,71,9,21,30,0,16,0.42,7,20,2,9,0,1,0,1,140,6.4,22:46,--
Daymond Langkow,20112012,PHX,L,C,73,11,19,30,-4,14,0.41,10,26,1,3,0,1,1,1,112,9.8,15:45,44.4
Chris Stewart,20112012,STL,R,R,79,15,15,30,1,109,0.38,13,26,2,4,0,0,0,1,166,9,15:26,23.1
Mathieu Perreault,20112012,WSH,L,L,64,16,14,30,9,24,0.47,14,28,2,2,0,0,0,4,60,26.7,12:02,50.8
David Booth,20112012,"FLA,VAN",L,L,62,16,14,30,-5,34,0.48,13,22,3,8,0,0,0,1,159,10.1,14:56,50
Jordin Tootoo,20112012,NSH,R,R,77,6,24,30,-5,92,0.39,5,28,1,2,0,0,0,1,136,4.4,13:09,33.3
Zach Bogosian,20112012,WPG,R,D,65,5,25,30,-3,71,0.46,4,23,1,7,0,0,0,0,150,3.3,23:19,--
Jake Gardiner,20112012,TOR,L,D,75,7,23,30,-2,18,0.4,6,23,1,7,0,0,0,0,79,8.9,21:35,--
Kyle Turris,20112012,"PHX,OTT",R,C,55,12,17,29,10,31,0.53,11,24,1,5,0,0,0,2,142,8.5,16:51,46.8
Jay Bouwmeester,20112012,CGY,L,D,82,5,24,29,-21,26,0.35,3,19,2,10,0,0,0,1,107,4.7,25:57,--
Dan Girardi,20112012,NYR,R,D,82,5,24,29,13,20,0.35,4,18,1,10,0,1,0,2,122,4.1,26:15,--
Cam Fowler,20112012,ANA,L,D,82,5,24,29,-28,18,0.35,3,18,2,11,0,0,0,0,123,4.1,23:16,100
Nikolai Kulemin,20112012,TOR,L,L,70,7,21,28,2,6,0.4,6,22,1,5,0,1,0,1,107,6.5,15:13,41
Matt Duchene,20112012,COL,L,C,58,14,14,28,-11,8,0.48,9,19,5,9,0,0,1,2,132,10.6,16:17,51.2
Dmitry Kulikov,20112012,FLA,L,D,58,4,24,28,-5,36,0.48,2,18,2,10,0,0,0,1,104,3.9,21:51,--
Lee Stempniak,20112012,CGY,R,R,61,14,14,28,-2,16,0.46,12,23,2,5,0,0,0,2,130,10.8,16:14,26.9
Matt Halischuk,20112012,NSH,R,R,73,15,13,28,9,27,0.38,15,28,0,0,0,0,0,2,96,15.6,11:15,36.7
Lars Eller,20112012,MTL,L,C,79,16,12,28,-5,66,0.35,12,22,2,3,2,3,0,2,129,12.4,15:19,46.6
Alexander Steen,20112012,STL,L,L,43,15,13,28,24,28,0.65,12,23,3,5,0,0,0,3,134,11.2,19:08,55.8
Chris Neil,20112012,OTT,R,R,72,13,15,28,-10,178,0.39,11,22,2,6,0,0,0,0,127,10.2,12:48,0
Alexander Burmistrov,20112012,WPG,L,C,76,13,15,28,4,42,0.37,11,24,1,3,1,1,0,0,123,10.6,16:40,44
Tim Stapleton,20112012,WPG,R,C,63,11,16,27,-2,10,0.43,7,16,4,11,0,0,1,3,74,14.9,10:09,44.9
Cal Clutterbuck,20112012,MIN,R,R,74,15,12,27,-4,103,0.36,8,16,3,7,4,4,0,2,161,9.3,16:21,33.3
Martin Havlat,20112012,SJS,L,R,39,7,20,27,10,22,0.69,3,18,4,8,0,1,1,1,96,7.3,17:37,0
Andrew Brunette,20112012,CHI,L,L,78,12,15,27,-13,4,0.35,8,20,4,7,0,0,0,0,75,16,13:33,50
Sean Couturier,20112012,PHI,L,C,77,13,14,27,18,14,0.35,11,24,0,1,2,2,0,4,116,11.2,14:08,47
Mark Giordano,20112012,CGY,L,D,61,9,18,27,0,75,0.44,4,16,5,10,0,1,0,0,125,7.2,23:01,--
John-Michael Liles,20112012,TOR,L,D,66,7,20,27,-14,20,0.41,3,14,4,13,0,0,0,0,106,6.6,21:21,--
James Wisniewski,20112012,CBJ,R,D,48,6,21,27,-13,37,0.56,4,15,2,12,0,0,1,2,99,6.1,24:48,0
Jamie McBain,20112012,CAR,R,D,76,8,19,27,-7,4,0.36,3,16,5,11,0,0,0,1,127,6.3,19:48,--
Paul Martin,20112012,PIT,L,D,73,2,25,27,9,18,0.37,2,22,0,4,0,1,0,0,93,2.2,23:00,--
Lubomir Visnovsky,20112012,ANA,L,D,68,6,21,27,7,47,0.4,5,17,1,10,0,0,0,1,112,5.4,20:47,100
Marcel Goc,20112012,FLA,L,C,57,11,16,27,5,10,0.47,8,23,3,4,0,0,0,1,97,11.3,17:37,51.6
Fedor Tyutin,20112012,CBJ,L,D,66,5,21,26,-21,49,0.39,4,13,1,12,0,1,0,0,124,4,24:09,--
Kyle Quincey,20112012,"COL,DET",L,D,72,7,19,26,-1,89,0.36,3,14,4,10,0,2,1,1,168,4.2,21:52,0
Zack Smith,20112012,OTT,L,C,81,14,12,26,4,98,0.32,11,22,1,1,2,3,0,3,134,10.5,14:04,48.9
Nick Johnson,20112012,MIN,R,R,77,8,18,26,-6,45,0.34,8,25,0,1,0,0,0,1,146,5.5,14:27,23.1
Erik Johnson,20112012,COL,R,D,73,4,22,26,-7,26,0.36,3,14,1,12,0,0,0,1,155,2.6,20:50,--
Joey Crabb,20112012,TOR,R,R,67,11,15,26,1,33,0.39,9,24,0,0,2,2,0,4,75,14.7,13:27,10
Darren Helm,20112012,DET,L,L,68,9,17,26,5,12,0.38,9,26,0,0,0,0,0,2,124,7.3,14:31,51.9
Brenden Morrow,20112012,DAL,L,L,57,11,15,26,1,97,0.46,6,19,5,7,0,0,0,2,88,12.5,17:02,40.7
Andrew Cogliano,20112012,ANA,L,C,82,13,13,26,-4,15,0.32,11,23,2,3,0,0,0,2,115,11.3,14:42,42
Raffi Torres,20112012,PHX,L,L,79,15,11,26,2,83,0.33,14,25,1,1,0,0,0,1,99,15.2,11:22,46.7
Marcus Kruger,20112012,CHI,L,C,71,9,17,26,11,22,0.37,9,23,0,3,0,0,0,1,89,10.1,15:24,45.9
Brian Boyle,20112012,NYR,L,C,82,11,15,26,2,59,0.32,11,24,0,1,0,1,0,2,165,6.7,15:14,51.8
Drew Miller,20112012,DET,L,L,80,14,11,25,6,20,0.31,14,25,0,0,0,0,0,4,131,10.7,12:52,20
Dominic Moore,20112012,"TBL,SJS",L,C,79,4,21,25,-18,54,0.32,3,21,0,3,1,1,0,1,103,3.9,15:32,55
Sami Salo,20112012,VAN,R,D,69,9,16,25,7,10,0.36,2,11,7,14,0,0,1,3,136,6.6,20:27,--
Joe Corvo,20112012,BOS,R,D,75,4,21,25,10,13,0.33,3,16,1,9,0,0,0,1,168,2.4,18:49,--
Jeff Petry,20112012,EDM,R,D,73,2,23,25,-7,26,0.34,1,19,1,6,0,0,0,0,111,1.8,21:46,--
Mark Letestu,20112012,"PIT,CBJ",R,C,62,11,14,25,-9,8,0.4,7,17,4,8,0,0,0,0,114,9.7,15:39,51.9
Andrej Meszaros,20112012,PHI,L,D,62,7,18,25,6,38,0.4,5,22,2,3,0,0,0,2,114,6.1,20:40,--
Erik Condra,20112012,OTT,R,R,81,8,17,25,11,30,0.31,6,21,0,0,2,4,0,1,140,5.7,14:10,40.7
Ville Leino,20112012,BUF,L,L,71,8,17,25,-2,16,0.35,7,24,1,1,0,0,0,1,78,10.3,15:55,41.3
Trevor Daley,20112012,DAL,L,D,79,4,21,25,3,42,0.32,3,19,1,6,0,0,0,2,134,3,21:39,--
Nathan Gerbe,20112012,BUF,L,C,62,6,19,25,2,32,0.4,6,23,0,1,0,1,0,2,137,4.4,14:12,36.8
James van Riemsdyk,20112012,PHI,L,L,43,11,13,24,-1,24,0.56,9,19,2,5,0,0,0,1,121,9.1,15:10,40
Jordan Leopold,20112012,BUF,L,D,79,10,14,24,4,28,0.3,9,19,1,5,0,0,0,0,110,9.1,22:22,--
Travis Hamonic,20112012,NYI,R,D,73,2,22,24,6,73,0.33,1,18,1,6,0,0,0,0,124,1.6,22:26,--
Mikkel Boedker,20112012,PHX,L,L,82,11,13,24,-2,12,0.29,11,23,0,1,0,0,0,2,86,12.8,13:38,50
Shawn Matthias,20112012,FLA,L,L,79,10,14,24,-2,49,0.3,9,22,1,2,0,0,0,1,133,7.5,13:49,49.4
Braydon Coburn,20112012,PHI,L,D,81,4,20,24,10,56,0.3,4,22,0,0,0,2,0,0,113,3.5,22:03,0
Marc-Andre Bergeron,20112012,TBL,L,D,43,4,20,24,6,20,0.56,3,15,1,9,0,0,0,0,80,5,19:21,--
Rene Bourque,20112012,"CGY,MTL",L,R,76,18,6,24,-19,68,0.32,14,17,3,6,1,1,0,1,158,11.4,17:50,60
Tim Brent,20112012,CAR,R,C,79,12,12,24,-8,27,0.3,8,16,3,7,1,1,0,3,71,16.9,10:53,48.7
Bryan Bickell,20112012,CHI,L,L,71,9,15,24,-3,48,0.34,9,24,0,0,0,0,0,0,84,10.7,12:08,0
Michal Handzus,20112012,SJS,L,C,67,7,17,24,-6,18,0.36,5,19,2,5,0,0,0,0,81,8.6,14:27,50.7
Andrew Ference,20112012,BOS,L,D,72,6,18,24,9,46,0.33,6,21,0,2,0,1,0,1,107,5.6,18:53,100
Jamie Langenbrunner,20112012,STL,R,R,70,6,18,24,7,32,0.34,6,24,0,0,0,0,0,3,127,4.7,14:37,37
Willie Mitchell,20112012,LAK,L,D,76,5,19,24,20,44,0.32,5,16,0,5,0,3,0,2,104,4.8,22:14,0
Tomas Holmstrom,20112012,DET,L,L,74,11,13,24,-9,40,0.32,1,9,10,15,0,0,0,3,97,11.3,11:52,100
Luca Sbisa,20112012,ANA,L,D,80,5,19,24,-5,66,0.3,5,21,0,3,0,0,0,0,88,5.7,17:56,--
Brian Rolston,20112012,"NYI,BOS",L,R,70,7,17,24,-5,14,0.34,6,20,1,4,0,0,0,2,151,4.6,14:17,48.1
Tyler Myers,20112012,BUF,R,D,55,8,15,23,5,33,0.42,5,16,3,7,0,0,1,1,84,9.5,22:29,--
Andrew Shaw,20112012,CHI,R,R,37,12,11,23,-1,50,0.62,12,19,0,4,0,0,1,2,74,16.2,15:12,46.6
Brad Boyes,20112012,BUF,R,R,65,8,15,23,2,6,0.35,6,15,2,8,0,0,0,0,100,8,13:10,47.2
Sean Bergenheim,20112012,FLA,L,L,62,17,6,23,-5,48,0.37,11,17,5,5,1,1,0,2,185,9.2,16:25,27.3
Tyler Myers,20112012,BUF,R,D,55,8,15,23,5,33,0.42,5,16,3,7,0,0,1,1,84,9.5,22:29,--
Boyd Gordon,20112012,PHX,R,C,75,8,15,23,9,10,0.31,7,20,0,0,1,3,0,2,114,7,15:56,56.8
Victor Hedman,20112012,TBL,L,D,61,5,18,23,-9,65,0.38,5,18,0,4,0,1,0,0,82,6.1,23:06,--
Jared Spurgeon,20112012,MIN,R,D,70,3,20,23,-4,6,0.33,1,11,2,12,0,0,0,1,92,3.3,21:36,--
Daniel Winnik,20112012,"COL,SJS",L,L,84,8,15,23,-11,52,0.27,7,21,0,0,1,2,0,1,184,4.4,16:42,50
Marc-Edouard Vlasic,20112012,SJS,L,D,82,4,19,23,11,40,0.28,4,21,0,1,0,1,0,1,119,3.4,23:09,--
Niklas Hagman,20112012,"CGY,ANA",L,L,71,9,14,23,-7,14,0.32,7,21,2,2,0,0,0,2,125,7.2,14:35,40
Dennis Seidenberg,20112012,BOS,L,D,80,5,18,23,15,39,0.29,5,13,0,8,0,2,1,2,174,2.9,24:02,--
Luke Schenn,20112012,TOR,R,D,79,2,20,22,-6,62,0.28,2,20,0,1,0,1,0,0,81,2.5,16:02,--
Nick Spaling,20112012,NSH,L,C,77,10,12,22,-7,18,0.29,10,21,0,0,0,1,0,3,107,9.4,15:43,50.1
Stephane Robidas,20112012,DAL,R,D,75,5,17,22,-5,48,0.29,3,13,2,9,0,0,0,1,75,6.7,22:46,--
Tom Gilbert,20112012,"EDM,MIN",R,D,67,3,19,22,-8,20,0.33,1,16,2,6,0,0,0,1,72,4.2,24:04,--
Marek Zidlicky,20112012,"MIN,NJD",R,D,63,2,20,22,-6,34,0.35,0,14,2,8,0,0,0,1,70,2.9,21:20,--
Justin Faulk,20112012,CAR,R,D,66,8,14,22,-16,29,0.33,3,10,5,12,0,0,1,2,101,7.9,22:51,--
Francois Beauchemin,20112012,ANA,L,D,82,8,14,22,-14,48,0.27,5,16,3,5,0,1,0,1,139,5.8,25:33,50
Andy McDonald,20112012,STL,L,C,25,10,12,22,4,2,0.88,7,16,3,6,0,0,0,2,64,15.6,18:32,56.9
Justin Abdelkader,20112012,DET,L,L,81,8,14,22,4,62,0.27,8,22,0,0,0,0,0,1,121,6.6,12:19,52.9
Pierre-Marc Bouchard,20112012,MIN,L,C,37,9,13,22,-1,18,0.59,7,15,2,7,0,0,0,3,84,10.7,16:19,25
Cody Franson,20112012,TOR,R,D,57,5,16,21,-1,22,0.37,3,14,2,7,0,0,0,0,65,7.7,16:11,--
Paul Gaustad,20112012,"BUF,NSH",L,C,70,7,14,21,-1,76,0.3,7,20,0,0,0,1,0,3,75,9.3,14:46,57.3
Eric Brewer,20112012,TBL,L,D,82,1,20,21,-5,49,0.26,1,17,0,3,0,1,0,0,83,1.2,23:16,--
Matt Niskanen,20112012,PIT,R,D,75,4,17,21,9,47,0.28,1,13,3,8,0,0,0,0,118,3.4,17:56,--
Brad Stuart,20112012,DET,L,D,81,6,15,21,16,29,0.26,4,19,1,1,1,1,0,2,96,6.3,21:03,--
Vernon Fiddler,20112012,DAL,L,C,82,8,13,21,-13,60,0.26,8,20,0,0,0,1,0,1,123,6.5,13:59,50.9
Radek Dvorak,20112012,DAL,R,R,73,4,17,21,-16,12,0.29,3,20,0,0,1,1,0,0,83,4.8,14:17,40
Sheldon Souray,20112012,DAL,L,D,64,6,15,21,11,73,0.33,3,14,2,6,1,1,0,1,179,3.4,20:28,--
Eric Nystrom,20112012,DAL,L,L,74,16,5,21,-10,24,0.28,16,21,0,0,0,0,0,1,102,15.7,13:45,48.3
Jim Slater,20112012,WPG,L,C,78,13,8,21,-9,42,0.27,12,20,0,0,1,1,0,1,118,11,14:46,54.4
Ryan Johansen,20112012,CBJ,R,C,67,9,12,21,-2,24,0.31,6,17,3,4,0,0,0,3,99,9.1,12:44,45.1
Jarret Stoll,20112012,LAK,R,C,78,6,15,21,2,60,0.27,5,13,1,8,0,0,0,0,133,4.5,16:41,55
Ryan Wilson,20112012,COL,L,D,59,1,20,21,11,33,0.36,1,17,0,4,0,0,0,0,63,1.6,18:44,0
Corey Potter,20112012,EDM,R,D,62,4,17,21,-16,24,0.34,3,10,1,11,0,0,0,0,98,4.1,19:57,--
Kevin Klein,20112012,NSH,R,D,66,4,17,21,-8,4,0.32,4,19,0,1,0,1,0,2,91,4.4,19:56,--
Mason Raymond,20112012,VAN,L,L,55,10,10,20,4,18,0.36,8,18,1,1,1,1,0,2,125,8,15:35,28
Matt Gilroy,20112012,"TBL,OTT",R,D,67,3,17,20,2,18,0.3,3,20,0,0,0,0,0,0,80,3.8,17:30,--
Ryan Whitney,20112012,EDM,L,D,51,3,17,20,-16,16,0.39,1,10,2,10,0,0,0,0,41,7.3,20:58,--
Shane O'Brien,20112012,COL,L,D,76,3,17,20,2,105,0.26,2,17,1,2,0,1,0,0,114,2.6,19:13,--
Vladimir Sobotka,20112012,STL,L,C,73,5,15,20,12,42,0.27,4,18,0,1,1,1,0,1,117,4.3,15:51,56.1
Slava Voynov,20112012,LAK,R,D,54,8,12,20,12,12,0.37,5,14,3,6,0,0,0,2,86,9.3,18:32,--
Anthony Stewart,20112012,CAR,R,R,77,9,11,20,-2,30,0.26,9,18,0,2,0,0,0,1,64,14.1,8:07,17.7
Derek Dorsett,20112012,CBJ,R,R,77,12,8,20,-11,235,0.26,9,16,2,3,1,1,0,1,137,8.8,14:42,50
Ruslan Fedotenko,20112012,NYR,L,L,73,9,11,20,-7,16,0.27,8,18,1,2,0,0,0,1,94,9.6,13:36,47.1
Luke Adam,20112012,BUF,L,C,52,10,10,20,-6,14,0.38,10,17,0,3,0,0,0,0,89,11.2,12:24,44
Taylor Pyatt,20112012,PHX,L,L,73,9,10,19,-4,23,0.26,9,18,0,1,0,0,0,1,111,8.1,12:19,54.6
Adam Burish,20112012,DAL,R,R,65,6,13,19,6,76,0.29,6,17,0,2,0,0,0,1,82,7.3,12:47,55.8
Torrey Mitchell,20112012,SJS,R,C,76,9,10,19,-6,29,0.25,9,19,0,0,0,0,0,0,100,9,12:26,43.4
Gabriel Bourque,20112012,NSH,L,L,43,7,12,19,-2,6,0.44,7,19,0,0,0,0,0,1,59,11.9,12:47,0
Carl Gunnarsson,20112012,TOR,L,D,76,4,15,19,-9,20,0.25,4,13,0,6,0,0,0,0,89,4.5,21:42,0
Jan Hejda,20112012,COL,L,D,81,5,14,19,-17,24,0.23,5,19,0,0,0,0,0,1,78,6.4,20:41,100
Tom Pyatt,20112012,TBL,L,L,74,12,7,19,-19,8,0.26,11,18,1,1,0,0,0,1,95,12.6,14:48,45.6
Carlo Colaiacovo,20112012,STL,L,D,64,2,17,19,7,22,0.3,2,11,0,8,0,0,1,2,68,2.9,19:00,--
Chris Phillips,20112012,OTT,L,D,80,5,14,19,12,16,0.24,1,13,4,4,0,2,0,1,85,5.9,19:07,--
Andrew MacDonald,20112012,NYI,L,D,75,5,14,19,-5,26,0.25,4,17,1,2,0,0,0,0,71,7,23:22,--
Maxim Lapierre,20112012,VAN,R,C,82,9,10,19,-3,130,0.23,9,19,0,0,0,0,0,0,103,8.7,11:14,52.1
Dmitry Orlov,20112012,WSH,L,D,60,3,16,19,1,18,0.32,3,17,0,2,0,0,0,1,51,5.9,16:52,0
Brayden Schenn,20112012,PHI,L,C,54,12,6,18,-7,34,0.33,8,13,4,5,0,0,0,3,97,12.4,14:07,46.1
Yannick Weber,20112012,MTL,R,D,60,4,14,18,-7,30,0.3,0,10,4,8,0,0,0,0,88,4.6,15:37,--
Nick Bonino,20112012,ANA,L,C,50,5,13,18,1,8,0.36,5,17,0,1,0,0,0,0,63,7.9,12:29,43
Mike Knuble,20112012,WSH,R,R,72,6,12,18,-15,32,0.25,6,14,0,4,0,0,0,0,91,6.6,13:57,51.9
Craig Adams,20112012,PIT,R,R,82,5,13,18,-6,34,0.22,5,15,0,0,0,3,0,0,76,6.6,11:17,45.2
Adam Larsson,20112012,NJD,R,D,65,2,16,18,-7,20,0.28,2,13,0,4,0,1,0,0,68,2.9,20:37,--
Joel Ward,20112012,WSH,R,R,73,6,12,18,12,20,0.25,6,18,0,0,0,0,0,0,79,7.6,12:26,55.8
Manny Malhotra,20112012,VAN,L,C,78,7,11,18,-11,14,0.23,7,18,0,0,0,0,0,2,60,11.7,12:21,58.5
Brooks Orpik,20112012,PIT,L,D,73,2,16,18,19,61,0.25,2,17,0,0,0,1,0,0,44,4.6,22:33,--
Matthew Lombardi,20112012,TOR,L,C,62,8,10,18,-19,10,0.29,7,17,0,0,1,1,0,2,101,7.9,13:34,49.4
Matt Stajan,20112012,CGY,L,C,61,8,10,18,-3,29,0.3,8,16,0,2,0,0,1,1,77,10.4,13:01,51.8
Johnny Oduya,20112012,"WPG,CHI",L,D,81,3,15,18,-6,33,0.22,3,18,0,0,0,0,1,1,82,3.7,20:28,--
Tim Gleason,20112012,CAR,L,D,82,1,17,18,12,71,0.22,1,15,0,2,0,1,0,0,65,1.5,20:43,--
Anton Stralman,20112012,NYR,R,D,53,2,16,18,9,20,0.34,2,14,0,4,0,0,0,0,55,3.6,17:06,--
Matt D'Agostini,20112012,STL,R,R,55,9,9,18,12,27,0.33,6,15,3,3,0,0,1,3,101,8.9,14:01,27.6
Karl Alzner,20112012,WSH,L,D,82,1,16,17,12,29,0.21,1,16,0,1,0,0,0,0,56,1.8,20:52,--
Dustin Penner,20112012,LAK,L,L,65,7,10,17,-7,43,0.26,6,16,1,1,0,0,0,0,119,5.9,14:19,43.8
Samuel Pahlsson,20112012,"CBJ,VAN",L,C,80,4,13,17,-2,34,0.21,3,15,0,0,1,2,0,1,93,4.3,14:46,52.6
Jared Cowen,20112012,OTT,L,D,82,5,12,17,-4,56,0.21,5,15,0,1,0,1,1,1,58,8.6,18:54,--
Joni Pitkanen,20112012,CAR,L,D,30,5,12,17,-15,16,0.57,3,9,2,8,0,0,0,2,62,8.1,22:18,--
Andrew Desjardins,20112012,SJS,L,L,76,4,13,17,4,47,0.22,4,16,0,0,0,1,0,3,80,5,9:35,53
Brandon Prust,20112012,NYR,L,L,82,5,12,17,-1,156,0.21,3,15,0,0,2,2,0,2,68,7.4,11:57,60
Deryk Engelland,20112012,PIT,R,D,73,4,13,17,10,56,0.23,4,17,0,0,0,0,0,1,86,4.7,16:09,--
Jay McClement,20112012,COL,L,C,80,10,7,17,-8,31,0.21,9,16,0,0,1,1,0,1,95,10.5,13:45,51.3
Grant Clitsome,20112012,"CBJ,WPG",L,D,63,4,13,17,-9,32,0.27,3,11,1,5,0,1,0,1,87,4.6,17:00,0
Mark Fayne,20112012,NJD,R,D,82,4,13,17,-4,26,0.21,4,14,0,2,0,1,1,1,94,4.3,20:11,--
Simon Gagne,20112012,LAK,L,L,34,7,10,17,-1,18,0.5,6,12,0,4,1,1,0,2,75,9.3,17:59,28.6
Peter Mueller,20112012,COL,R,C,32,7,9,16,-3,8,0.5,6,11,1,5,0,0,0,1,82,8.5,14:39,60
Gregory Campbell,20112012,BOS,L,C,78,8,8,16,-3,80,0.21,8,16,0,0,0,0,0,0,74,10.8,12:48,50.7
Eric Belanger,20112012,EDM,L,C,78,4,12,16,-13,32,0.21,2,10,1,5,1,1,0,0,118,3.4,14:44,55.3
John Mitchell,20112012,NYR,L,C,63,5,11,16,10,8,0.25,5,14,0,2,0,0,0,0,64,7.8,10:10,51.8
Arron Asham,20112012,PIT,R,R,64,5,11,16,-5,76,0.25,5,16,0,0,0,0,0,0,49,10.2,9:14,54.6
Brian Lee,20112012,"OTT,TBL",R,D,55,1,15,16,-8,35,0.29,1,16,0,0,0,0,0,0,32,3.1,15:32,--
Kyle Chipchura,20112012,PHX,L,C,53,3,13,16,2,42,0.3,3,16,0,0,0,0,0,0,43,7,10:32,47.8
Mike Weaver,20112012,FLA,R,D,82,0,16,16,-2,14,0.2,0,15,0,0,0,1,0,0,51,0,20:20,--
Josh Gorges,20112012,MTL,L,D,82,2,14,16,14,39,0.2,2,16,0,0,0,0,1,1,59,3.4,22:38,--
Travis Moen,20112012,MTL,L,L,48,9,7,16,-3,41,0.33,8,15,0,0,1,1,0,0,45,20,15:43,41.7
Tanner Glass,20112012,WPG,L,L,78,5,11,16,-12,73,0.21,5,16,0,0,0,0,0,1,86,5.8,13:25,39.7
Aaron Johnson,20112012,CBJ,L,D,56,3,13,16,-12,26,0.29,2,14,1,2,0,0,0,0,63,4.8,16:30,--
Jeff Halpern,20112012,WSH,R,C,69,4,12,16,-1,24,0.23,4,16,0,0,0,0,0,1,63,6.4,12:36,58.4
Bobby Butler,20112012,OTT,R,R,56,6,10,16,8,12,0.29,6,16,0,0,0,0,1,4,86,7,11:29,100
Andy Greene,20112012,NJD,L,D,56,1,15,16,3,16,0.29,1,15,0,1,0,0,0,0,53,1.9,19:30,--
Tanner Glass,20112012,WPG,L,L,78,5,11,16,-12,73,0.21,5,16,0,0,0,0,0,1,86,5.8,13:25,39.7
Roman Josi,20112012,NSH,L,D,52,5,11,16,1,14,0.31,4,12,1,4,0,0,0,0,64,7.8,18:23,--
Matt Frattin,20112012,TOR,R,R,56,8,7,15,-4,25,0.27,8,14,0,1,0,0,0,2,92,8.7,13:10,25
Tom Wandell,20112012,DAL,L,C,72,6,9,15,-5,16,0.21,6,15,0,0,0,0,0,0,103,5.8,9:44,43.5
Chris Butler,20112012,CGY,L,D,68,2,13,15,-9,34,0.22,2,12,0,3,0,0,0,0,62,3.2,21:36,--
Michael Frolik,20112012,CHI,L,R,63,5,10,15,-10,22,0.24,5,14,0,0,0,1,0,0,117,4.3,12:52,33.3
Matt Greene,20112012,LAK,R,D,82,4,11,15,4,58,0.18,4,14,0,0,0,1,0,2,76,5.3,16:40,--
Brian Gionta,20112012,MTL,R,R,31,8,7,15,-7,16,0.48,6,12,2,3,0,0,0,0,75,10.7,19:26,42.4
Jamal Mayers,20112012,CHI,R,R,81,6,9,15,-4,91,0.19,6,14,0,1,0,0,0,1,70,8.6,9:48,56.1
Daniel Paille,20112012,BOS,L,L,69,9,6,15,-5,15,0.22,7,13,0,0,2,2,0,1,86,10.5,11:30,28.6
Blake Comeau,20112012,"NYI,CGY",R,L,74,5,10,15,-11,30,0.2,5,15,0,0,0,0,0,0,137,3.7,15:27,31.9
Brett Connolly,20112012,TBL,R,R,68,4,11,15,-9,30,0.22,3,12,1,3,0,0,1,2,94,4.3,11:28,38.5
Nate Thompson,20112012,TBL,L,C,68,9,6,15,-23,21,0.22,9,15,0,0,0,0,0,1,85,10.6,14:49,49.5
Ladislav Smid,20112012,EDM,L,D,78,5,10,15,4,44,0.19,5,14,0,0,0,1,0,0,47,10.6,20:54,--
Marc-Andre Gragnani,20112012,"BUF,VAN",L,D,58,2,13,15,6,26,0.26,1,8,1,7,0,0,0,0,47,4.3,16:09,100
Johnny Boychuk,20112012,BOS,R,D,77,5,10,15,27,53,0.19,5,15,0,0,0,0,0,2,171,2.9,20:37,--
